"","source.plate","source.row","source.column","destination.plate","destination.row","destination.column","vol.ul"
"1","1","A","1","1","A","1","10"
"2","1","A","4","1","B","1","10"
"3","1","A","7","1","C","1","10"
"4","1","A","10","1","D","1","10"
"5","2","A","1","1","E","1","10"
"6","2","A","4","1","F","1","10"
"7","2","A","7","1","G","1","10"
"8","2","A","10","1","H","1","10"
"9","1","A","1","1","A","2","10"
"10","1","A","4","1","A","2","10"
"11","1","A","1","1","B","2","10"
"12","1","A","7","1","B","2","10"
"13","1","A","1","1","C","2","10"
"14","1","A","10","1","C","2","10"
"15","1","A","1","1","D","2","10"
"16","2","A","1","1","D","2","10"
"17","1","A","1","1","E","2","10"
"18","2","A","4","1","E","2","10"
"19","1","A","1","1","F","2","10"
"20","2","A","7","1","F","2","10"
"21","1","A","1","1","G","2","10"
"22","2","A","10","1","G","2","10"
"23","1","A","4","1","H","2","10"
"24","1","A","7","1","H","2","10"
"25","1","A","4","1","A","3","10"
"26","1","A","10","1","A","3","10"
"27","1","A","4","1","B","3","10"
"28","2","A","1","1","B","3","10"
"29","1","A","4","1","C","3","10"
"30","2","A","4","1","C","3","10"
"31","1","A","4","1","D","3","10"
"32","2","A","7","1","D","3","10"
"33","1","A","4","1","E","3","10"
"34","2","A","10","1","E","3","10"
"35","1","A","7","1","F","3","10"
"36","1","A","10","1","F","3","10"
"37","1","A","7","1","G","3","10"
"38","2","A","1","1","G","3","10"
"39","1","A","7","1","H","3","10"
"40","2","A","4","1","H","3","10"
"41","1","A","7","1","A","4","10"
"42","2","A","7","1","A","4","10"
"43","1","A","7","1","B","4","10"
"44","2","A","10","1","B","4","10"
"45","1","A","10","1","C","4","10"
"46","2","A","1","1","C","4","10"
"47","1","A","10","1","D","4","10"
"48","2","A","4","1","D","4","10"
"49","1","A","10","1","E","4","10"
"50","2","A","7","1","E","4","10"
"51","1","A","10","1","F","4","10"
"52","2","A","10","1","F","4","10"
"53","2","A","1","1","G","4","10"
"54","2","A","4","1","G","4","10"
"55","2","A","1","1","H","4","10"
"56","2","A","7","1","H","4","10"
"57","2","A","1","1","A","5","10"
"58","2","A","10","1","A","5","10"
"59","2","A","4","1","B","5","10"
"60","2","A","7","1","B","5","10"
"61","2","A","4","1","C","5","10"
"62","2","A","10","1","C","5","10"
"63","2","A","7","1","D","5","10"
"64","2","A","10","1","D","5","10"
"65","1","A","1","1","E","5","10"
"66","1","A","4","1","E","5","10"
"67","1","A","7","1","E","5","10"
"68","1","A","1","1","F","5","10"
"69","1","A","4","1","F","5","10"
"70","1","A","10","1","F","5","10"
"71","1","A","1","1","G","5","10"
"72","1","A","4","1","G","5","10"
"73","2","A","1","1","G","5","10"
"74","1","A","1","1","H","5","10"
"75","1","A","4","1","H","5","10"
"76","2","A","4","1","H","5","10"
"77","1","A","1","1","A","6","10"
"78","1","A","4","1","A","6","10"
"79","2","A","7","1","A","6","10"
"80","1","A","1","1","B","6","10"
"81","1","A","4","1","B","6","10"
"82","2","A","10","1","B","6","10"
"83","1","A","1","1","C","6","10"
"84","1","A","7","1","C","6","10"
"85","1","A","10","1","C","6","10"
"86","1","A","1","1","D","6","10"
"87","1","A","7","1","D","6","10"
"88","2","A","1","1","D","6","10"
"89","1","A","1","1","E","6","10"
"90","1","A","7","1","E","6","10"
"91","2","A","4","1","E","6","10"
"92","1","A","1","1","F","6","10"
"93","1","A","7","1","F","6","10"
"94","2","A","7","1","F","6","10"
"95","1","A","1","1","G","6","10"
"96","1","A","7","1","G","6","10"
"97","2","A","10","1","G","6","10"
"98","1","A","1","1","H","6","10"
"99","1","A","10","1","H","6","10"
"100","2","A","1","1","H","6","10"
"101","1","A","1","1","A","7","10"
"102","1","A","10","1","A","7","10"
"103","2","A","4","1","A","7","10"
"104","1","A","1","1","B","7","10"
"105","1","A","10","1","B","7","10"
"106","2","A","7","1","B","7","10"
"107","1","A","1","1","C","7","10"
"108","1","A","10","1","C","7","10"
"109","2","A","10","1","C","7","10"
"110","1","A","1","1","D","7","10"
"111","2","A","1","1","D","7","10"
"112","2","A","4","1","D","7","10"
"113","1","A","1","1","E","7","10"
"114","2","A","1","1","E","7","10"
"115","2","A","7","1","E","7","10"
"116","1","A","1","1","F","7","10"
"117","2","A","1","1","F","7","10"
"118","2","A","10","1","F","7","10"
"119","1","A","1","1","G","7","10"
"120","2","A","4","1","G","7","10"
"121","2","A","7","1","G","7","10"
"122","1","A","1","1","H","7","10"
"123","2","A","4","1","H","7","10"
"124","2","A","10","1","H","7","10"
"125","1","A","1","1","A","8","10"
"126","2","A","7","1","A","8","10"
"127","2","A","10","1","A","8","10"
"128","1","A","4","1","B","8","10"
"129","1","A","7","1","B","8","10"
"130","1","A","10","1","B","8","10"
"131","1","A","4","1","C","8","10"
"132","1","A","7","1","C","8","10"
"133","2","A","1","1","C","8","10"
"134","1","A","4","1","D","8","10"
"135","1","A","7","1","D","8","10"
"136","2","A","4","1","D","8","10"
"137","1","A","4","1","E","8","10"
"138","1","A","7","1","E","8","10"
"139","2","A","7","1","E","8","10"
"140","1","A","4","1","F","8","10"
"141","1","A","7","1","F","8","10"
"142","2","A","10","1","F","8","10"
"143","1","A","4","1","G","8","10"
"144","1","A","10","1","G","8","10"
"145","2","A","1","1","G","8","10"
"146","1","A","4","1","H","8","10"
"147","1","A","10","1","H","8","10"
"148","2","A","4","1","H","8","10"
"149","1","A","4","1","A","9","10"
"150","1","A","10","1","A","9","10"
"151","2","A","7","1","A","9","10"
"152","1","A","4","1","B","9","10"
"153","1","A","10","1","B","9","10"
"154","2","A","10","1","B","9","10"
"155","1","A","4","1","C","9","10"
"156","2","A","1","1","C","9","10"
"157","2","A","4","1","C","9","10"
"158","1","A","4","1","D","9","10"
"159","2","A","1","1","D","9","10"
"160","2","A","7","1","D","9","10"
"161","1","A","4","1","E","9","10"
"162","2","A","1","1","E","9","10"
"163","2","A","10","1","E","9","10"
"164","1","A","4","1","F","9","10"
"165","2","A","4","1","F","9","10"
"166","2","A","7","1","F","9","10"
"167","1","A","4","1","G","9","10"
"168","2","A","4","1","G","9","10"
"169","2","A","10","1","G","9","10"
"170","1","A","4","1","H","9","10"
"171","2","A","7","1","H","9","10"
"172","2","A","10","1","H","9","10"
"173","1","A","7","1","A","10","10"
"174","1","A","10","1","A","10","10"
"175","2","A","1","1","A","10","10"
"176","1","A","7","1","B","10","10"
"177","1","A","10","1","B","10","10"
"178","2","A","4","1","B","10","10"
"179","1","A","7","1","C","10","10"
"180","1","A","10","1","C","10","10"
"181","2","A","7","1","C","10","10"
"182","1","A","7","1","D","10","10"
"183","1","A","10","1","D","10","10"
"184","2","A","10","1","D","10","10"
"185","1","A","7","1","E","10","10"
"186","2","A","1","1","E","10","10"
"187","2","A","4","1","E","10","10"
"188","1","A","7","1","F","10","10"
"189","2","A","1","1","F","10","10"
"190","2","A","7","1","F","10","10"
"191","1","A","7","1","G","10","10"
"192","2","A","1","1","G","10","10"
"193","2","A","10","1","G","10","10"
"194","1","A","7","1","H","10","10"
"195","2","A","4","1","H","10","10"
"196","2","A","7","1","H","10","10"
"197","1","A","7","1","A","11","10"
"198","2","A","4","1","A","11","10"
"199","2","A","10","1","A","11","10"
"200","1","A","7","1","B","11","10"
"201","2","A","7","1","B","11","10"
"202","2","A","10","1","B","11","10"
"203","1","A","10","1","C","11","10"
"204","2","A","1","1","C","11","10"
"205","2","A","4","1","C","11","10"
"206","1","A","10","1","D","11","10"
"207","2","A","1","1","D","11","10"
"208","2","A","7","1","D","11","10"
"209","1","A","10","1","E","11","10"
"210","2","A","1","1","E","11","10"
"211","2","A","10","1","E","11","10"
"212","1","A","10","1","F","11","10"
"213","2","A","4","1","F","11","10"
"214","2","A","7","1","F","11","10"
"215","1","A","10","1","G","11","10"
"216","2","A","4","1","G","11","10"
"217","2","A","10","1","G","11","10"
"218","1","A","10","1","H","11","10"
"219","2","A","7","1","H","11","10"
"220","2","A","10","1","H","11","10"
"221","2","A","1","1","A","12","10"
"222","2","A","4","1","A","12","10"
"223","2","A","7","1","A","12","10"
"224","2","A","1","1","B","12","10"
"225","2","A","4","1","B","12","10"
"226","2","A","10","1","B","12","10"
"227","2","A","1","1","C","12","10"
"228","2","A","7","1","C","12","10"
"229","2","A","10","1","C","12","10"
"230","2","A","4","1","D","12","10"
"231","2","A","7","1","D","12","10"
"232","2","A","10","1","D","12","10"
"233","1","A","1","1","E","12","10"
"234","1","A","4","1","E","12","10"
"235","1","A","7","1","E","12","10"
"236","1","A","10","1","E","12","10"
"237","1","A","1","1","F","12","10"
"238","1","A","4","1","F","12","10"
"239","1","A","7","1","F","12","10"
"240","2","A","1","1","F","12","10"
"241","1","A","1","1","G","12","10"
"242","1","A","4","1","G","12","10"
"243","1","A","7","1","G","12","10"
"244","2","A","4","1","G","12","10"
"245","1","A","1","1","H","12","10"
"246","1","A","4","1","H","12","10"
"247","1","A","7","1","H","12","10"
"248","2","A","7","1","H","12","10"
"249","1","A","1","2","A","1","10"
"250","1","A","4","2","A","1","10"
"251","1","A","7","2","A","1","10"
"252","2","A","10","2","A","1","10"
"253","1","A","1","2","B","1","10"
"254","1","A","4","2","B","1","10"
"255","1","A","10","2","B","1","10"
"256","2","A","1","2","B","1","10"
"257","1","A","1","2","C","1","10"
"258","1","A","4","2","C","1","10"
"259","1","A","10","2","C","1","10"
"260","2","A","4","2","C","1","10"
"261","1","A","1","2","D","1","10"
"262","1","A","4","2","D","1","10"
"263","1","A","10","2","D","1","10"
"264","2","A","7","2","D","1","10"
"265","1","A","1","2","E","1","10"
"266","1","A","4","2","E","1","10"
"267","1","A","10","2","E","1","10"
"268","2","A","10","2","E","1","10"
"269","1","A","1","2","F","1","10"
"270","1","A","4","2","F","1","10"
"271","2","A","1","2","F","1","10"
"272","2","A","4","2","F","1","10"
"273","1","A","1","2","G","1","10"
"274","1","A","4","2","G","1","10"
"275","2","A","1","2","G","1","10"
"276","2","A","7","2","G","1","10"
"277","1","A","1","2","H","1","10"
"278","1","A","4","2","H","1","10"
"279","2","A","1","2","H","1","10"
"280","2","A","10","2","H","1","10"
"281","1","A","1","2","A","2","10"
"282","1","A","4","2","A","2","10"
"283","2","A","4","2","A","2","10"
"284","2","A","7","2","A","2","10"
"285","1","A","1","2","B","2","10"
"286","1","A","4","2","B","2","10"
"287","2","A","4","2","B","2","10"
"288","2","A","10","2","B","2","10"
"289","1","A","1","2","C","2","10"
"290","1","A","4","2","C","2","10"
"291","2","A","7","2","C","2","10"
"292","2","A","10","2","C","2","10"
"293","1","A","1","2","D","2","10"
"294","1","A","7","2","D","2","10"
"295","1","A","10","2","D","2","10"
"296","2","A","1","2","D","2","10"
"297","1","A","1","2","E","2","10"
"298","1","A","7","2","E","2","10"
"299","1","A","10","2","E","2","10"
"300","2","A","4","2","E","2","10"
"301","1","A","1","2","F","2","10"
"302","1","A","7","2","F","2","10"
"303","1","A","10","2","F","2","10"
"304","2","A","7","2","F","2","10"
"305","1","A","1","2","G","2","10"
"306","1","A","7","2","G","2","10"
"307","1","A","10","2","G","2","10"
"308","2","A","10","2","G","2","10"
"309","1","A","1","2","H","2","10"
"310","1","A","7","2","H","2","10"
"311","2","A","1","2","H","2","10"
"312","2","A","4","2","H","2","10"
"313","1","A","1","2","A","3","10"
"314","1","A","7","2","A","3","10"
"315","2","A","1","2","A","3","10"
"316","2","A","7","2","A","3","10"
"317","1","A","1","2","B","3","10"
"318","1","A","7","2","B","3","10"
"319","2","A","1","2","B","3","10"
"320","2","A","10","2","B","3","10"
"321","1","A","1","2","C","3","10"
"322","1","A","7","2","C","3","10"
"323","2","A","4","2","C","3","10"
"324","2","A","7","2","C","3","10"
"325","1","A","1","2","D","3","10"
"326","1","A","7","2","D","3","10"
"327","2","A","4","2","D","3","10"
"328","2","A","10","2","D","3","10"
"329","1","A","1","2","E","3","10"
"330","1","A","7","2","E","3","10"
"331","2","A","7","2","E","3","10"
"332","2","A","10","2","E","3","10"
"333","1","A","1","2","F","3","10"
"334","1","A","10","2","F","3","10"
"335","2","A","1","2","F","3","10"
"336","2","A","4","2","F","3","10"
"337","1","A","1","2","G","3","10"
"338","1","A","10","2","G","3","10"
"339","2","A","1","2","G","3","10"
"340","2","A","7","2","G","3","10"
"341","1","A","1","2","H","3","10"
"342","1","A","10","2","H","3","10"
"343","2","A","1","2","H","3","10"
"344","2","A","10","2","H","3","10"
"345","1","A","1","2","A","4","10"
"346","1","A","10","2","A","4","10"
"347","2","A","4","2","A","4","10"
"348","2","A","7","2","A","4","10"
"349","1","A","1","2","B","4","10"
"350","1","A","10","2","B","4","10"
"351","2","A","4","2","B","4","10"
"352","2","A","10","2","B","4","10"
"353","1","A","1","2","C","4","10"
"354","1","A","10","2","C","4","10"
"355","2","A","7","2","C","4","10"
"356","2","A","10","2","C","4","10"
"357","1","A","1","2","D","4","10"
"358","2","A","1","2","D","4","10"
"359","2","A","4","2","D","4","10"
"360","2","A","7","2","D","4","10"
"361","1","A","1","2","E","4","10"
"362","2","A","1","2","E","4","10"
"363","2","A","4","2","E","4","10"
"364","2","A","10","2","E","4","10"
"365","1","A","1","2","F","4","10"
"366","2","A","1","2","F","4","10"
"367","2","A","7","2","F","4","10"
"368","2","A","10","2","F","4","10"
"369","1","A","1","2","G","4","10"
"370","2","A","4","2","G","4","10"
"371","2","A","7","2","G","4","10"
"372","2","A","10","2","G","4","10"
"373","1","A","4","2","H","4","10"
"374","1","A","7","2","H","4","10"
"375","1","A","10","2","H","4","10"
"376","2","A","1","2","H","4","10"
"377","1","A","4","2","A","5","10"
"378","1","A","7","2","A","5","10"
"379","1","A","10","2","A","5","10"
"380","2","A","4","2","A","5","10"
"381","1","A","4","2","B","5","10"
"382","1","A","7","2","B","5","10"
"383","1","A","10","2","B","5","10"
"384","2","A","7","2","B","5","10"
"385","1","A","4","2","C","5","10"
"386","1","A","7","2","C","5","10"
"387","1","A","10","2","C","5","10"
"388","2","A","10","2","C","5","10"
"389","1","A","4","2","D","5","10"
"390","1","A","7","2","D","5","10"
"391","2","A","1","2","D","5","10"
"392","2","A","4","2","D","5","10"
"393","1","A","4","2","E","5","10"
"394","1","A","7","2","E","5","10"
"395","2","A","1","2","E","5","10"
"396","2","A","7","2","E","5","10"
"397","1","A","4","2","F","5","10"
"398","1","A","7","2","F","5","10"
"399","2","A","1","2","F","5","10"
"400","2","A","10","2","F","5","10"
"401","1","A","4","2","G","5","10"
"402","1","A","7","2","G","5","10"
"403","2","A","4","2","G","5","10"
"404","2","A","7","2","G","5","10"
"405","1","A","4","2","H","5","10"
"406","1","A","7","2","H","5","10"
"407","2","A","4","2","H","5","10"
"408","2","A","10","2","H","5","10"
"409","1","A","4","2","A","6","10"
"410","1","A","7","2","A","6","10"
"411","2","A","7","2","A","6","10"
"412","2","A","10","2","A","6","10"
"413","1","A","4","2","B","6","10"
"414","1","A","10","2","B","6","10"
"415","2","A","1","2","B","6","10"
"416","2","A","4","2","B","6","10"
"417","1","A","4","2","C","6","10"
"418","1","A","10","2","C","6","10"
"419","2","A","1","2","C","6","10"
"420","2","A","7","2","C","6","10"
"421","1","A","4","2","D","6","10"
"422","1","A","10","2","D","6","10"
"423","2","A","1","2","D","6","10"
"424","2","A","10","2","D","6","10"
"425","1","A","4","2","E","6","10"
"426","1","A","10","2","E","6","10"
"427","2","A","4","2","E","6","10"
"428","2","A","7","2","E","6","10"
"429","1","A","4","2","F","6","10"
"430","1","A","10","2","F","6","10"
"431","2","A","4","2","F","6","10"
"432","2","A","10","2","F","6","10"
"433","1","A","4","2","G","6","10"
"434","1","A","10","2","G","6","10"
"435","2","A","7","2","G","6","10"
"436","2","A","10","2","G","6","10"
"437","1","A","4","2","H","6","10"
"438","2","A","1","2","H","6","10"
"439","2","A","4","2","H","6","10"
"440","2","A","7","2","H","6","10"
"441","1","A","4","2","A","7","10"
"442","2","A","1","2","A","7","10"
"443","2","A","4","2","A","7","10"
"444","2","A","10","2","A","7","10"
"445","1","A","4","2","B","7","10"
"446","2","A","1","2","B","7","10"
"447","2","A","7","2","B","7","10"
"448","2","A","10","2","B","7","10"
"449","1","A","4","2","C","7","10"
"450","2","A","4","2","C","7","10"
"451","2","A","7","2","C","7","10"
"452","2","A","10","2","C","7","10"
"453","1","A","7","2","D","7","10"
"454","1","A","10","2","D","7","10"
"455","2","A","1","2","D","7","10"
"456","2","A","4","2","D","7","10"
"457","1","A","7","2","E","7","10"
"458","1","A","10","2","E","7","10"
"459","2","A","1","2","E","7","10"
"460","2","A","7","2","E","7","10"
"461","1","A","7","2","F","7","10"
"462","1","A","10","2","F","7","10"
"463","2","A","1","2","F","7","10"
"464","2","A","10","2","F","7","10"
"465","1","A","7","2","G","7","10"
"466","1","A","10","2","G","7","10"
"467","2","A","4","2","G","7","10"
"468","2","A","7","2","G","7","10"
"469","1","A","7","2","H","7","10"
"470","1","A","10","2","H","7","10"
"471","2","A","4","2","H","7","10"
"472","2","A","10","2","H","7","10"
"473","1","A","7","2","A","8","10"
"474","1","A","10","2","A","8","10"
"475","2","A","7","2","A","8","10"
"476","2","A","10","2","A","8","10"
"477","1","A","7","2","B","8","10"
"478","2","A","1","2","B","8","10"
"479","2","A","4","2","B","8","10"
"480","2","A","7","2","B","8","10"
"481","1","A","7","2","C","8","10"
"482","2","A","1","2","C","8","10"
"483","2","A","4","2","C","8","10"
"484","2","A","10","2","C","8","10"
"485","1","A","7","2","D","8","10"
"486","2","A","1","2","D","8","10"
"487","2","A","7","2","D","8","10"
"488","2","A","10","2","D","8","10"
"489","1","A","7","2","E","8","10"
"490","2","A","4","2","E","8","10"
"491","2","A","7","2","E","8","10"
"492","2","A","10","2","E","8","10"
"493","1","A","10","2","F","8","10"
"494","2","A","1","2","F","8","10"
"495","2","A","4","2","F","8","10"
"496","2","A","7","2","F","8","10"
"497","1","A","10","2","G","8","10"
"498","2","A","1","2","G","8","10"
"499","2","A","4","2","G","8","10"
"500","2","A","10","2","G","8","10"
"501","1","A","10","2","H","8","10"
"502","2","A","1","2","H","8","10"
"503","2","A","7","2","H","8","10"
"504","2","A","10","2","H","8","10"
"505","1","A","10","2","A","9","10"
"506","2","A","4","2","A","9","10"
"507","2","A","7","2","A","9","10"
"508","2","A","10","2","A","9","10"
"509","2","A","1","2","B","9","10"
"510","2","A","4","2","B","9","10"
"511","2","A","7","2","B","9","10"
"512","2","A","10","2","B","9","10"
"513","1","A","1","2","C","9","10"
"514","1","A","4","2","C","9","10"
"515","1","A","7","2","C","9","10"
"516","1","A","10","2","C","9","10"
"517","2","A","1","2","C","9","10"
"518","1","A","1","2","D","9","10"
"519","1","A","4","2","D","9","10"
"520","1","A","7","2","D","9","10"
"521","1","A","10","2","D","9","10"
"522","2","A","4","2","D","9","10"
"523","1","A","1","2","E","9","10"
"524","1","A","4","2","E","9","10"
"525","1","A","7","2","E","9","10"
"526","1","A","10","2","E","9","10"
"527","2","A","7","2","E","9","10"
"528","1","A","1","2","F","9","10"
"529","1","A","4","2","F","9","10"
"530","1","A","7","2","F","9","10"
"531","1","A","10","2","F","9","10"
"532","2","A","10","2","F","9","10"
"533","1","A","1","2","G","9","10"
"534","1","A","4","2","G","9","10"
"535","1","A","7","2","G","9","10"
"536","2","A","1","2","G","9","10"
"537","2","A","4","2","G","9","10"
"538","1","A","1","2","H","9","10"
"539","1","A","4","2","H","9","10"
"540","1","A","7","2","H","9","10"
"541","2","A","1","2","H","9","10"
"542","2","A","7","2","H","9","10"
"543","1","A","1","2","A","10","10"
"544","1","A","4","2","A","10","10"
"545","1","A","7","2","A","10","10"
"546","2","A","1","2","A","10","10"
"547","2","A","10","2","A","10","10"
"548","1","A","1","2","B","10","10"
"549","1","A","4","2","B","10","10"
"550","1","A","7","2","B","10","10"
"551","2","A","4","2","B","10","10"
"552","2","A","7","2","B","10","10"
"553","1","A","1","2","C","10","10"
"554","1","A","4","2","C","10","10"
"555","1","A","7","2","C","10","10"
"556","2","A","4","2","C","10","10"
"557","2","A","10","2","C","10","10"
"558","1","A","1","2","D","10","10"
"559","1","A","4","2","D","10","10"
"560","1","A","7","2","D","10","10"
"561","2","A","7","2","D","10","10"
"562","2","A","10","2","D","10","10"
"563","1","B","1","2","E","10","10"
"564","1","B","4","2","E","10","10"
"565","1","A","10","2","E","10","10"
"566","2","A","1","2","E","10","10"
"567","2","A","4","2","E","10","10"
"568","1","B","1","2","F","10","10"
"569","1","B","4","2","F","10","10"
"570","1","A","10","2","F","10","10"
"571","2","A","1","2","F","10","10"
"572","2","A","7","2","F","10","10"
"573","1","B","1","2","G","10","10"
"574","1","B","4","2","G","10","10"
"575","1","A","10","2","G","10","10"
"576","2","A","1","2","G","10","10"
"577","2","A","10","2","G","10","10"
"578","1","B","1","2","H","10","10"
"579","1","B","4","2","H","10","10"
"580","1","A","10","2","H","10","10"
"581","2","A","4","2","H","10","10"
"582","2","A","7","2","H","10","10"
"583","1","B","1","2","A","11","10"
"584","1","B","4","2","A","11","10"
"585","1","A","10","2","A","11","10"
"586","2","A","4","2","A","11","10"
"587","2","A","10","2","A","11","10"
"588","1","B","1","2","B","11","10"
"589","1","B","4","2","B","11","10"
"590","1","A","10","2","B","11","10"
"591","2","A","7","2","B","11","10"
"592","2","A","10","2","B","11","10"
"593","1","B","1","2","C","11","10"
"594","1","B","4","2","C","11","10"
"595","2","A","1","2","C","11","10"
"596","2","A","4","2","C","11","10"
"597","2","A","7","2","C","11","10"
"598","1","B","1","2","D","11","10"
"599","1","B","4","2","D","11","10"
"600","2","A","1","2","D","11","10"
"601","2","A","4","2","D","11","10"
"602","2","A","10","2","D","11","10"
"603","1","B","1","2","E","11","10"
"604","1","B","4","2","E","11","10"
"605","2","A","1","2","E","11","10"
"606","2","A","7","2","E","11","10"
"607","2","A","10","2","E","11","10"
"608","1","B","1","2","F","11","10"
"609","1","B","4","2","F","11","10"
"610","2","A","4","2","F","11","10"
"611","2","A","7","2","F","11","10"
"612","2","A","10","2","F","11","10"
"613","1","B","1","2","G","11","10"
"614","1","B","7","2","G","11","10"
"615","1","B","10","2","G","11","10"
"616","2","B","1","2","G","11","10"
"617","2","B","4","2","G","11","10"
"618","1","B","1","2","H","11","10"
"619","1","B","7","2","H","11","10"
"620","1","B","10","2","H","11","10"
"621","2","B","1","2","H","11","10"
"622","2","B","7","2","H","11","10"
"623","1","B","1","2","A","12","10"
"624","1","B","7","2","A","12","10"
"625","1","B","10","2","A","12","10"
"626","2","B","1","2","A","12","10"
"627","2","B","10","2","A","12","10"
"628","1","B","1","2","B","12","10"
"629","1","B","7","2","B","12","10"
"630","1","B","10","2","B","12","10"
"631","2","B","4","2","B","12","10"
"632","2","B","7","2","B","12","10"
"633","1","B","1","2","C","12","10"
"634","1","B","7","2","C","12","10"
"635","1","B","10","2","C","12","10"
"636","2","B","4","2","C","12","10"
"637","2","B","10","2","C","12","10"
"638","1","B","1","2","D","12","10"
"639","1","B","7","2","D","12","10"
"640","1","B","10","2","D","12","10"
"641","2","B","7","2","D","12","10"
"642","2","B","10","2","D","12","10"
"643","1","B","1","2","E","12","10"
"644","1","B","7","2","E","12","10"
"645","2","B","1","2","E","12","10"
"646","2","B","4","2","E","12","10"
"647","2","B","7","2","E","12","10"
"648","1","B","1","2","F","12","10"
"649","1","B","7","2","F","12","10"
"650","2","B","1","2","F","12","10"
"651","2","B","4","2","F","12","10"
"652","2","B","10","2","F","12","10"
"653","1","B","1","2","G","12","10"
"654","1","B","7","2","G","12","10"
"655","2","B","1","2","G","12","10"
"656","2","B","7","2","G","12","10"
"657","2","B","10","2","G","12","10"
"658","1","B","1","2","H","12","10"
"659","1","B","7","2","H","12","10"
"660","2","B","4","2","H","12","10"
"661","2","B","7","2","H","12","10"
"662","2","B","10","2","H","12","10"
"663","1","B","1","3","A","1","10"
"664","1","B","10","3","A","1","10"
"665","2","B","1","3","A","1","10"
"666","2","B","4","3","A","1","10"
"667","2","B","7","3","A","1","10"
"668","1","B","1","3","B","1","10"
"669","1","B","10","3","B","1","10"
"670","2","B","1","3","B","1","10"
"671","2","B","4","3","B","1","10"
"672","2","B","10","3","B","1","10"
"673","1","B","1","3","C","1","10"
"674","1","B","10","3","C","1","10"
"675","2","B","1","3","C","1","10"
"676","2","B","7","3","C","1","10"
"677","2","B","10","3","C","1","10"
"678","1","B","1","3","D","1","10"
"679","1","B","10","3","D","1","10"
"680","2","B","4","3","D","1","10"
"681","2","B","7","3","D","1","10"
"682","2","B","10","3","D","1","10"
"683","1","B","1","3","E","1","10"
"684","2","B","1","3","E","1","10"
"685","2","B","4","3","E","1","10"
"686","2","B","7","3","E","1","10"
"687","2","B","10","3","E","1","10"
"688","1","B","4","3","F","1","10"
"689","1","B","7","3","F","1","10"
"690","1","B","10","3","F","1","10"
"691","2","B","1","3","F","1","10"
"692","2","B","4","3","F","1","10"
"693","1","B","4","3","G","1","10"
"694","1","B","7","3","G","1","10"
"695","1","B","10","3","G","1","10"
"696","2","B","1","3","G","1","10"
"697","2","B","7","3","G","1","10"
"698","1","B","4","3","H","1","10"
"699","1","B","7","3","H","1","10"
"700","1","B","10","3","H","1","10"
"701","2","B","1","3","H","1","10"
"702","2","B","10","3","H","1","10"
"703","1","B","4","3","A","2","10"
"704","1","B","7","3","A","2","10"
"705","1","B","10","3","A","2","10"
"706","2","B","4","3","A","2","10"
"707","2","B","7","3","A","2","10"
"708","1","B","4","3","B","2","10"
"709","1","B","7","3","B","2","10"
"710","1","B","10","3","B","2","10"
"711","2","B","4","3","B","2","10"
"712","2","B","10","3","B","2","10"
"713","1","B","4","3","C","2","10"
"714","1","B","7","3","C","2","10"
"715","1","B","10","3","C","2","10"
"716","2","B","7","3","C","2","10"
"717","2","B","10","3","C","2","10"
"718","1","B","4","3","D","2","10"
"719","1","B","7","3","D","2","10"
"720","2","B","1","3","D","2","10"
"721","2","B","4","3","D","2","10"
"722","2","B","7","3","D","2","10"
"723","1","B","4","3","E","2","10"
"724","1","B","7","3","E","2","10"
"725","2","B","1","3","E","2","10"
"726","2","B","4","3","E","2","10"
"727","2","B","10","3","E","2","10"
"728","1","B","4","3","F","2","10"
"729","1","B","7","3","F","2","10"
"730","2","B","1","3","F","2","10"
"731","2","B","7","3","F","2","10"
"732","2","B","10","3","F","2","10"
"733","1","B","4","3","G","2","10"
"734","1","B","7","3","G","2","10"
"735","2","B","4","3","G","2","10"
"736","2","B","7","3","G","2","10"
"737","2","B","10","3","G","2","10"
"738","1","B","4","3","H","2","10"
"739","1","B","10","3","H","2","10"
"740","2","B","1","3","H","2","10"
"741","2","B","4","3","H","2","10"
"742","2","B","7","3","H","2","10"
"743","1","B","4","3","A","3","10"
"744","1","B","10","3","A","3","10"
"745","2","B","1","3","A","3","10"
"746","2","B","4","3","A","3","10"
"747","2","B","10","3","A","3","10"
"748","1","B","4","3","B","3","10"
"749","1","B","10","3","B","3","10"
"750","2","B","1","3","B","3","10"
"751","2","B","7","3","B","3","10"
"752","2","B","10","3","B","3","10"
"753","1","B","4","3","C","3","10"
"754","1","B","10","3","C","3","10"
"755","2","B","4","3","C","3","10"
"756","2","B","7","3","C","3","10"
"757","2","B","10","3","C","3","10"
"758","1","B","4","3","D","3","10"
"759","2","B","1","3","D","3","10"
"760","2","B","4","3","D","3","10"
"761","2","B","7","3","D","3","10"
"762","2","B","10","3","D","3","10"
"763","1","B","7","3","E","3","10"
"764","1","B","10","3","E","3","10"
"765","2","B","1","3","E","3","10"
"766","2","B","4","3","E","3","10"
"767","2","B","7","3","E","3","10"
"768","1","B","7","3","F","3","10"
"769","1","B","10","3","F","3","10"
"770","2","B","1","3","F","3","10"
"771","2","B","4","3","F","3","10"
"772","2","B","10","3","F","3","10"
"773","1","B","7","3","G","3","10"
"774","1","B","10","3","G","3","10"
"775","2","B","1","3","G","3","10"
