"","source.plate","source.row","source.column","destination.plate","destination.row","destination.column","vol.ul"
"1589","1","C","10","5","D","6","10"
"1590","2","C","1","5","D","6","10"
"1591","2","C","4","5","D","6","10"
"1592","1","C","1","5","E","6","10"
"1593","1","C","4","5","E","6","10"
"1594","1","C","10","5","E","6","10"
"1595","2","C","1","5","E","6","10"
"1596","2","C","7","5","E","6","10"
"1597","1","C","1","5","F","6","10"
"1598","1","C","4","5","F","6","10"
"1599","1","C","10","5","F","6","10"
"1600","2","C","1","5","F","6","10"
"1601","2","C","10","5","F","6","10"
"1602","1","C","1","5","G","6","10"
"1603","1","C","4","5","G","6","10"
"1604","1","C","10","5","G","6","10"
"1605","2","C","4","5","G","6","10"
"1606","2","C","7","5","G","6","10"
"1607","1","C","1","5","H","6","10"
"1608","1","C","4","5","H","6","10"
"1609","1","C","10","5","H","6","10"
"1610","2","C","4","5","H","6","10"
"1611","2","C","10","5","H","6","10"
"1612","1","C","1","5","A","7","10"
"1613","1","C","4","5","A","7","10"
"1614","1","C","10","5","A","7","10"
"1615","2","C","7","5","A","7","10"
"1616","2","C","10","5","A","7","10"
"1617","1","C","1","5","B","7","10"
"1618","1","C","4","5","B","7","10"
"1619","2","C","1","5","B","7","10"
"1620","2","C","4","5","B","7","10"
"1621","2","C","7","5","B","7","10"
"1622","1","C","1","5","C","7","10"
"1623","1","C","4","5","C","7","10"
"1624","2","C","1","5","C","7","10"
"1625","2","C","4","5","C","7","10"
"1626","2","C","10","5","C","7","10"
"1627","1","C","1","5","D","7","10"
"1628","1","C","4","5","D","7","10"
"1629","2","C","1","5","D","7","10"
"1630","2","C","7","5","D","7","10"
"1631","2","C","10","5","D","7","10"
"1632","1","C","1","5","E","7","10"
"1633","1","C","4","5","E","7","10"
"1634","2","C","4","5","E","7","10"
"1635","2","C","7","5","E","7","10"
"1636","2","C","10","5","E","7","10"
"1637","1","C","1","5","F","7","10"
"1638","1","C","7","5","F","7","10"
"1639","1","C","10","5","F","7","10"
"1640","2","C","1","5","F","7","10"
"1641","2","C","4","5","F","7","10"
"1642","1","C","1","5","G","7","10"
"1643","1","C","7","5","G","7","10"
"1644","1","C","10","5","G","7","10"
"1645","2","C","1","5","G","7","10"
"1646","2","C","7","5","G","7","10"
"1647","1","C","1","5","H","7","10"
"1648","1","C","7","5","H","7","10"
"1649","1","C","10","5","H","7","10"
"1650","2","C","1","5","H","7","10"
"1651","2","C","10","5","H","7","10"
"1652","1","C","1","5","A","8","10"
"1653","1","C","7","5","A","8","10"
"1654","1","C","10","5","A","8","10"
"1655","2","C","4","5","A","8","10"
"1656","2","C","7","5","A","8","10"
"1657","1","C","1","5","B","8","10"
"1658","1","C","7","5","B","8","10"
"1659","1","C","10","5","B","8","10"
"1660","2","C","4","5","B","8","10"
"1661","2","C","10","5","B","8","10"
"1662","1","C","1","5","C","8","10"
"1663","1","C","7","5","C","8","10"
"1664","1","C","10","5","C","8","10"
"1665","2","C","7","5","C","8","10"
"1666","2","C","10","5","C","8","10"
"1667","1","C","1","5","D","8","10"
"1668","1","C","7","5","D","8","10"
"1669","2","C","1","5","D","8","10"
"1670","2","C","4","5","D","8","10"
"1671","2","C","7","5","D","8","10"
"1672","1","C","1","5","E","8","10"
"1673","1","C","7","5","E","8","10"
"1674","2","C","1","5","E","8","10"
"1675","2","C","4","5","E","8","10"
"1676","2","C","10","5","E","8","10"
"1677","1","C","1","5","F","8","10"
"1678","1","C","7","5","F","8","10"
"1679","2","C","1","5","F","8","10"
"1680","2","C","7","5","F","8","10"
"1681","2","C","10","5","F","8","10"
"1682","1","C","1","5","G","8","10"
"1683","1","C","7","5","G","8","10"
"1684","2","C","4","5","G","8","10"
"1685","2","C","7","5","G","8","10"
"1686","2","C","10","5","G","8","10"
"1687","1","D","1","5","H","8","10"
"1688","1","C","10","5","H","8","10"
"1689","2","C","1","5","H","8","10"
"1690","2","C","4","5","H","8","10"
"1691","2","C","7","5","H","8","10"
"1692","1","D","1","5","A","9","10"
"1693","1","C","10","5","A","9","10"
"1694","2","C","1","5","A","9","10"
"1695","2","C","4","5","A","9","10"
"1696","2","C","10","5","A","9","10"
"1697","1","D","1","5","B","9","10"
"1698","1","C","10","5","B","9","10"
"1699","2","C","1","5","B","9","10"
"1700","2","C","7","5","B","9","10"
"1701","2","C","10","5","B","9","10"
"1702","1","D","1","5","C","9","10"
"1703","1","C","10","5","C","9","10"
"1704","2","C","4","5","C","9","10"
"1705","2","C","7","5","C","9","10"
"1706","2","C","10","5","C","9","10"
"1707","1","D","1","5","D","9","10"
"1708","2","C","1","5","D","9","10"
"1709","2","C","4","5","D","9","10"
"1710","2","C","7","5","D","9","10"
"1711","2","C","10","5","D","9","10"
"1712","1","C","4","5","E","9","10"
"1713","1","C","7","5","E","9","10"
"1714","1","C","10","5","E","9","10"
"1715","2","C","1","5","E","9","10"
"1716","2","C","4","5","E","9","10"
"1717","1","C","4","5","F","9","10"
"1718","1","C","7","5","F","9","10"
"1719","1","C","10","5","F","9","10"
"1720","2","C","1","5","F","9","10"
"1721","2","C","7","5","F","9","10"
"1722","1","C","4","5","G","9","10"
"1723","1","C","7","5","G","9","10"
"1724","1","C","10","5","G","9","10"
"1725","2","C","1","5","G","9","10"
"1726","2","C","10","5","G","9","10"
"1727","1","C","4","5","H","9","10"
"1728","1","C","7","5","H","9","10"
"1729","1","C","10","5","H","9","10"
"1730","2","C","4","5","H","9","10"
"1731","2","C","7","5","H","9","10"
"1732","1","C","4","5","A","10","10"
"1733","1","C","7","5","A","10","10"
"1734","1","C","10","5","A","10","10"
"1735","2","C","4","5","A","10","10"
"1736","2","C","10","5","A","10","10"
"1737","1","C","4","5","B","10","10"
"1738","1","C","7","5","B","10","10"
"1739","1","C","10","5","B","10","10"
"1740","2","C","7","5","B","10","10"
"1741","2","C","10","5","B","10","10"
"1742","1","C","4","5","C","10","10"
"1743","1","C","7","5","C","10","10"
"1744","2","C","1","5","C","10","10"
"1745","2","C","4","5","C","10","10"
"1746","2","C","7","5","C","10","10"
"1747","1","C","4","5","D","10","10"
"1748","1","C","7","5","D","10","10"
"1749","2","C","1","5","D","10","10"
"1750","2","C","4","5","D","10","10"
"1751","2","C","10","5","D","10","10"
"1752","1","C","4","5","E","10","10"
"1753","1","C","7","5","E","10","10"
"1754","2","C","1","5","E","10","10"
"1755","2","C","7","5","E","10","10"
"1756","2","C","10","5","E","10","10"
"1757","1","C","4","5","F","10","10"
"1758","1","C","7","5","F","10","10"
"1759","2","C","4","5","F","10","10"
"1760","2","C","7","5","F","10","10"
"1761","2","C","10","5","F","10","10"
"1762","1","D","4","5","G","10","10"
"1763","1","C","10","5","G","10","10"
"1764","2","C","1","5","G","10","10"
"1765","2","C","4","5","G","10","10"
"1766","2","C","7","5","G","10","10"
"1767","1","D","4","5","H","10","10"
"1768","1","C","10","5","H","10","10"
"1769","2","C","1","5","H","10","10"
"1770","2","C","4","5","H","10","10"
"1771","2","C","10","5","H","10","10"
"1772","1","D","4","5","A","11","10"
"1773","1","C","10","5","A","11","10"
"1774","2","C","1","5","A","11","10"
"1775","2","C","7","5","A","11","10"
"1776","2","C","10","5","A","11","10"
"1777","1","D","4","5","B","11","10"
"1778","1","C","10","5","B","11","10"
"1779","2","C","4","5","B","11","10"
"1780","2","C","7","5","B","11","10"
"1781","2","C","10","5","B","11","10"
"1782","1","D","4","5","C","11","10"
"1783","2","C","1","5","C","11","10"
"1784","2","C","4","5","C","11","10"
"1785","2","C","7","5","C","11","10"
"1786","2","C","10","5","C","11","10"
"1787","1","D","7","5","D","11","10"
"1788","1","D","10","5","D","11","10"
"1789","2","D","1","5","D","11","10"
"1790","2","D","4","5","D","11","10"
"1791","2","D","7","5","D","11","10"
"1792","1","D","7","5","E","11","10"
"1793","1","D","10","5","E","11","10"
"1794","2","D","1","5","E","11","10"
"1795","2","D","4","5","E","11","10"
"1796","2","D","10","5","E","11","10"
"1797","1","D","7","5","F","11","10"
"1798","1","D","10","5","F","11","10"
"1799","2","D","1","5","F","11","10"
"1800","2","D","7","5","F","11","10"
"1801","2","D","10","5","F","11","10"
"1802","1","D","7","5","G","11","10"
"1803","1","D","10","5","G","11","10"
"1804","2","D","4","5","G","11","10"
"1805","2","D","7","5","G","11","10"
"1806","2","D","10","5","G","11","10"
"1807","1","D","7","5","H","11","10"
"1808","2","D","1","5","H","11","10"
"1809","2","D","4","5","H","11","10"
"1810","2","D","7","5","H","11","10"
"1811","2","D","10","5","H","11","10"
"1812","1","D","10","5","A","12","10"
"1813","2","D","1","5","A","12","10"
"1814","2","D","4","5","A","12","10"
"1815","2","D","7","5","A","12","10"
"1816","2","D","10","5","A","12","10"
"1817","1","D","1","5","B","12","10"
"1818","1","D","4","5","B","12","10"
"1819","1","D","7","5","B","12","10"
"1820","1","D","10","5","B","12","10"
"1821","2","D","1","5","B","12","10"
"1822","2","D","4","5","B","12","10"
"1823","1","D","1","5","C","12","10"
"1824","1","D","4","5","C","12","10"
"1825","1","D","7","5","C","12","10"
"1826","1","D","10","5","C","12","10"
"1827","2","D","1","5","C","12","10"
"1828","2","D","7","5","C","12","10"
"1829","1","D","1","5","D","12","10"
"1830","1","D","4","5","D","12","10"
"1831","1","D","7","5","D","12","10"
"1832","1","D","10","5","D","12","10"
"1833","2","D","1","5","D","12","10"
"1834","2","D","10","5","D","12","10"
"1835","1","D","1","5","E","12","10"
"1836","1","D","4","5","E","12","10"
"1837","1","D","7","5","E","12","10"
"1838","1","D","10","5","E","12","10"
"1839","2","D","4","5","E","12","10"
"1840","2","D","7","5","E","12","10"
"1841","1","D","1","5","F","12","10"
"1842","1","D","4","5","F","12","10"
"1843","1","D","7","5","F","12","10"
"1844","1","D","10","5","F","12","10"
"1845","2","D","4","5","F","12","10"
"1846","2","D","10","5","F","12","10"
"1847","1","D","1","5","G","12","10"
"1848","1","D","4","5","G","12","10"
"1849","1","D","7","5","G","12","10"
"1850","1","D","10","5","G","12","10"
"1851","2","D","7","5","G","12","10"
"1852","2","D","10","5","G","12","10"
"1853","1","D","1","5","H","12","10"
"1854","1","D","4","5","H","12","10"
"1855","1","D","7","5","H","12","10"
"1856","2","D","1","5","H","12","10"
"1857","2","D","4","5","H","12","10"
"1858","2","D","7","5","H","12","10"
"1859","1","D","1","6","A","1","10"
"1860","1","D","4","6","A","1","10"
"1861","1","D","7","6","A","1","10"
"1862","2","D","1","6","A","1","10"
"1863","2","D","4","6","A","1","10"
"1864","2","D","10","6","A","1","10"
"1865","1","D","1","6","B","1","10"
"1866","1","D","4","6","B","1","10"
"1867","1","D","7","6","B","1","10"
"1868","2","D","1","6","B","1","10"
"1869","2","D","7","6","B","1","10"
"1870","2","D","10","6","B","1","10"
"1871","1","D","1","6","C","1","10"
"1872","1","D","4","6","C","1","10"
"1873","1","D","7","6","C","1","10"
"1874","2","D","4","6","C","1","10"
"1875","2","D","7","6","C","1","10"
"1876","2","D","10","6","C","1","10"
"1877","1","D","1","6","D","1","10"
"1878","1","D","4","6","D","1","10"
"1879","1","D","10","6","D","1","10"
"1880","2","D","1","6","D","1","10"
"1881","2","D","4","6","D","1","10"
"1882","2","D","7","6","D","1","10"
"1883","1","D","1","6","E","1","10"
"1884","1","D","4","6","E","1","10"
"1885","1","D","10","6","E","1","10"
"1886","2","D","1","6","E","1","10"
"1887","2","D","4","6","E","1","10"
"1888","2","D","10","6","E","1","10"
"1889","1","D","1","6","F","1","10"
"1890","1","D","4","6","F","1","10"
"1891","1","D","10","6","F","1","10"
"1892","2","D","1","6","F","1","10"
"1893","2","D","7","6","F","1","10"
"1894","2","D","10","6","F","1","10"
"1895","1","D","1","6","G","1","10"
"1896","1","D","4","6","G","1","10"
"1897","1","D","10","6","G","1","10"
"1898","2","D","4","6","G","1","10"
"1899","2","D","7","6","G","1","10"
"1900","2","D","10","6","G","1","10"
"1901","1","D","1","6","H","1","10"
"1902","1","D","4","6","H","1","10"
"1903","2","D","1","6","H","1","10"
"1904","2","D","4","6","H","1","10"
"1905","2","D","7","6","H","1","10"
"1906","2","D","10","6","H","1","10"
"1907","1","D","1","6","A","2","10"
"1908","1","D","7","6","A","2","10"
"1909","1","D","10","6","A","2","10"
"1910","2","D","1","6","A","2","10"
"1911","2","D","4","6","A","2","10"
"1912","2","D","7","6","A","2","10"
"1913","1","D","1","6","B","2","10"
"1914","1","D","7","6","B","2","10"
"1915","1","D","10","6","B","2","10"
"1916","2","D","1","6","B","2","10"
"1917","2","D","4","6","B","2","10"
"1918","2","D","10","6","B","2","10"
"1919","1","D","1","6","C","2","10"
"1920","1","D","7","6","C","2","10"
"1921","1","D","10","6","C","2","10"
"1922","2","D","1","6","C","2","10"
"1923","2","D","7","6","C","2","10"
"1924","2","D","10","6","C","2","10"
"1925","1","D","1","6","D","2","10"
"1926","1","D","7","6","D","2","10"
"1927","1","D","10","6","D","2","10"
"1928","2","D","4","6","D","2","10"
"1929","2","D","7","6","D","2","10"
"1930","2","D","10","6","D","2","10"
"1931","1","D","1","6","E","2","10"
"1932","1","D","7","6","E","2","10"
"1933","2","D","1","6","E","2","10"
"1934","2","D","4","6","E","2","10"
"1935","2","D","7","6","E","2","10"
"1936","2","D","10","6","E","2","10"
"1937","1","D","1","6","F","2","10"
"1938","1","D","10","6","F","2","10"
"1939","2","D","1","6","F","2","10"
"1940","2","D","4","6","F","2","10"
"1941","2","D","7","6","F","2","10"
"1942","2","D","10","6","F","2","10"
"1943","1","D","4","6","G","2","10"
"1944","1","D","7","6","G","2","10"
"1945","1","D","10","6","G","2","10"
"1946","2","D","1","6","G","2","10"
"1947","2","D","4","6","G","2","10"
"1948","2","D","7","6","G","2","10"
"1949","1","D","4","6","H","2","10"
"1950","1","D","7","6","H","2","10"
"1951","1","D","10","6","H","2","10"
"1952","2","D","1","6","H","2","10"
"1953","2","D","4","6","H","2","10"
"1954","2","D","10","6","H","2","10"
"1955","1","D","4","6","A","3","10"
"1956","1","D","7","6","A","3","10"
"1957","1","D","10","6","A","3","10"
"1958","2","D","1","6","A","3","10"
"1959","2","D","7","6","A","3","10"
"1960","2","D","10","6","A","3","10"
"1961","1","D","4","6","B","3","10"
"1962","1","D","7","6","B","3","10"
"1963","1","D","10","6","B","3","10"
"1964","2","D","4","6","B","3","10"
"1965","2","D","7","6","B","3","10"
"1966","2","D","10","6","B","3","10"
"1967","1","D","4","6","C","3","10"
"1968","1","D","7","6","C","3","10"
"1969","2","D","1","6","C","3","10"
"1970","2","D","4","6","C","3","10"
"1971","2","D","7","6","C","3","10"
"1972","2","D","10","6","C","3","10"
"1973","1","D","4","6","D","3","10"
"1974","1","D","10","6","D","3","10"
"1975","2","D","1","6","D","3","10"
"1976","2","D","4","6","D","3","10"
"1977","2","D","7","6","D","3","10"
"1978","2","D","10","6","D","3","10"
"1979","1","D","7","6","E","3","10"
"1980","1","D","10","6","E","3","10"
"1981","2","D","1","6","E","3","10"
"1982","2","D","4","6","E","3","10"
"1983","2","D","7","6","E","3","10"
"1984","2","D","10","6","E","3","10"
"1985","1","D","1","6","F","3","10"
"1986","1","D","4","6","F","3","10"
"1987","1","D","7","6","F","3","10"
"1988","1","D","10","6","F","3","10"
"1989","2","D","1","6","F","3","10"
"1990","2","D","4","6","F","3","10"
"1991","2","D","7","6","F","3","10"
"1992","1","D","1","6","G","3","10"
"1993","1","D","4","6","G","3","10"
"1994","1","D","7","6","G","3","10"
"1995","1","D","10","6","G","3","10"
"1996","2","D","1","6","G","3","10"
"1997","2","D","4","6","G","3","10"
"1998","2","D","10","6","G","3","10"
"1999","1","D","1","6","H","3","10"
"2000","1","D","4","6","H","3","10"
"2001","1","D","7","6","H","3","10"
"2002","1","D","10","6","H","3","10"
"2003","2","D","1","6","H","3","10"
"2004","2","D","7","6","H","3","10"
"2005","2","D","10","6","H","3","10"
"2006","1","D","1","6","A","4","10"
"2007","1","D","4","6","A","4","10"
"2008","1","D","7","6","A","4","10"
"2009","1","D","10","6","A","4","10"
"2010","2","D","4","6","A","4","10"
"2011","2","D","7","6","A","4","10"
"2012","2","D","10","6","A","4","10"
"2013","1","D","1","6","B","4","10"
"2014","1","D","4","6","B","4","10"
"2015","1","D","7","6","B","4","10"
"2016","2","D","1","6","B","4","10"
"2017","2","D","4","6","B","4","10"
"2018","2","D","7","6","B","4","10"
"2019","2","D","10","6","B","4","10"
"2020","1","D","1","6","C","4","10"
"2021","1","D","4","6","C","4","10"
"2022","1","D","10","6","C","4","10"
"2023","2","D","1","6","C","4","10"
"2024","2","D","4","6","C","4","10"
"2025","2","D","7","6","C","4","10"
"2026","2","D","10","6","C","4","10"
"2027","1","D","1","6","D","4","10"
"2028","1","D","7","6","D","4","10"
"2029","1","D","10","6","D","4","10"
"2030","2","D","1","6","D","4","10"
"2031","2","D","4","6","D","4","10"
"2032","2","D","7","6","D","4","10"
"2033","2","D","10","6","D","4","10"
"2034","1","D","4","6","E","4","10"
"2035","1","D","7","6","E","4","10"
"2036","1","D","10","6","E","4","10"
"2037","2","D","1","6","E","4","10"
"2038","2","D","4","6","E","4","10"
"2039","2","D","7","6","E","4","10"
"2040","2","D","10","6","E","4","10"
"2041","1","D","1","6","F","4","10"
"2042","1","D","4","6","F","4","10"
"2043","1","D","7","6","F","4","10"
"2044","1","D","10","6","F","4","10"
"2045","2","D","1","6","F","4","10"
"2046","2","D","4","6","F","4","10"
"2047","2","D","7","6","F","4","10"
"2048","2","D","10","6","F","4","10"
"2049","1","D","1","6","G","4","10"
"2050","1","D","4","6","H","4","10"
"2051","1","D","7","6","A","5","10"
"2052","1","D","10","6","B","5","10"
"2053","2","D","1","6","C","5","10"
"2054","2","D","4","6","D","5","10"
"2055","2","D","7","6","E","5","10"
"2056","2","D","10","6","F","5","10"
"2057","1","D","1","6","G","5","10"
"2058","1","D","4","6","G","5","10"
"2059","1","D","1","6","H","5","10"
"2060","1","D","7","6","H","5","10"
"2061","1","D","1","6","A","6","10"
"2062","1","D","10","6","A","6","10"
"2063","1","D","1","6","B","6","10"
"2064","2","D","1","6","B","6","10"
"2065","1","D","1","6","C","6","10"
"2066","2","D","4","6","C","6","10"
"2067","1","D","1","6","D","6","10"
"2068","2","D","7","6","D","6","10"
"2069","1","D","1","6","E","6","10"
"2070","2","D","10","6","E","6","10"
"2071","1","D","4","6","F","6","10"
"2072","1","D","7","6","F","6","10"
"2073","1","D","4","6","G","6","10"
"2074","1","D","10","6","G","6","10"
"2075","1","D","4","6","H","6","10"
"2076","2","D","1","6","H","6","10"
"2077","1","D","4","6","A","7","10"
"2078","2","D","4","6","A","7","10"
"2079","1","D","4","6","B","7","10"
"2080","2","D","7","6","B","7","10"
"2081","1","D","4","6","C","7","10"
"2082","2","D","10","6","C","7","10"
"2083","1","D","7","6","D","7","10"
"2084","1","D","10","6","D","7","10"
"2085","1","D","7","6","E","7","10"
"2086","2","D","1","6","E","7","10"
"2087","1","D","7","6","F","7","10"
"2088","2","D","4","6","F","7","10"
"2089","1","D","7","6","G","7","10"
"2090","2","D","7","6","G","7","10"
"2091","1","D","7","6","H","7","10"
"2092","2","D","10","6","H","7","10"
"2093","1","D","10","6","A","8","10"
"2094","2","D","1","6","A","8","10"
"2095","1","D","10","6","B","8","10"
"2096","2","D","4","6","B","8","10"
"2097","1","D","10","6","C","8","10"
"2098","2","D","7","6","C","8","10"
"2099","1","D","10","6","D","8","10"
"2100","2","D","10","6","D","8","10"
"2101","2","D","1","6","E","8","10"
"2102","2","D","4","6","E","8","10"
"2103","2","D","1","6","F","8","10"
"2104","2","D","7","6","F","8","10"
"2105","2","D","1","6","G","8","10"
"2106","2","D","10","6","G","8","10"
"2107","2","D","4","6","H","8","10"
"2108","2","D","7","6","H","8","10"
"2109","2","D","4","6","A","9","10"
"2110","2","D","10","6","A","9","10"
"2111","2","D","7","6","B","9","10"
"2112","2","D","10","6","B","9","10"
"2113","1","D","1","6","C","9","10"
"2114","1","D","4","6","C","9","10"
"2115","1","D","7","6","C","9","10"
"2116","1","D","1","6","D","9","10"
"2117","1","D","4","6","D","9","10"
"2118","1","D","10","6","D","9","10"
"2119","1","D","1","6","E","9","10"
"2120","1","D","4","6","E","9","10"
"2121","2","D","1","6","E","9","10"
"2122","1","D","1","6","F","9","10"
"2123","1","D","4","6","F","9","10"
"2124","2","D","4","6","F","9","10"
"2125","1","D","1","6","G","9","10"
"2126","1","D","4","6","G","9","10"
"2127","2","D","7","6","G","9","10"
"2128","1","D","1","6","H","9","10"
"2129","1","D","4","6","H","9","10"
"2130","2","D","10","6","H","9","10"
"2131","1","D","1","6","A","10","10"
"2132","1","D","7","6","A","10","10"
"2133","1","D","10","6","A","10","10"
"2134","1","D","1","6","B","10","10"
"2135","1","D","7","6","B","10","10"
"2136","2","D","1","6","B","10","10"
"2137","1","D","1","6","C","10","10"
"2138","1","D","7","6","C","10","10"
"2139","2","D","4","6","C","10","10"
"2140","1","D","1","6","D","10","10"
"2141","1","D","7","6","D","10","10"
"2142","2","D","7","6","D","10","10"
"2143","1","D","1","6","E","10","10"
"2144","1","D","7","6","E","10","10"
"2145","2","D","10","6","E","10","10"
"2146","1","D","1","6","F","10","10"
"2147","1","D","10","6","F","10","10"
"2148","2","D","1","6","F","10","10"
"2149","1","D","1","6","G","10","10"
"2150","1","D","10","6","G","10","10"
"2151","2","D","4","6","G","10","10"
"2152","1","D","1","6","H","10","10"
"2153","1","D","10","6","H","10","10"
"2154","2","D","7","6","H","10","10"
"2155","1","D","1","6","A","11","10"
"2156","1","D","10","6","A","11","10"
"2157","2","D","10","6","A","11","10"
"2158","1","D","1","6","B","11","10"
"2159","2","D","1","6","B","11","10"
"2160","2","D","4","6","B","11","10"
"2161","1","D","1","6","C","11","10"
"2162","2","D","1","6","C","11","10"
"2163","2","D","7","6","C","11","10"
"2164","1","D","1","6","D","11","10"
"2165","2","D","1","6","D","11","10"
"2166","2","D","10","6","D","11","10"
"2167","1","D","1","6","E","11","10"
"2168","2","D","4","6","E","11","10"
"2169","2","D","7","6","E","11","10"
"2170","1","D","1","6","F","11","10"
"2171","2","D","4","6","F","11","10"
"2172","2","D","10","6","F","11","10"
"2173","1","D","1","6","G","11","10"
"2174","2","D","7","6","G","11","10"
"2175","2","D","10","6","G","11","10"
"2176","1","D","4","6","H","11","10"
"2177","1","D","7","6","H","11","10"
"2178","1","D","10","6","H","11","10"
"2179","1","D","4","6","A","12","10"
"2180","1","D","7","6","A","12","10"
"2181","2","D","1","6","A","12","10"
"2182","1","D","4","6","B","12","10"
"2183","1","D","7","6","B","12","10"
"2184","2","D","4","6","B","12","10"
"2185","1","D","4","6","C","12","10"
"2186","1","D","7","6","C","12","10"
"2187","2","D","7","6","C","12","10"
"2188","1","D","4","6","D","12","10"
"2189","1","D","7","6","D","12","10"
"2190","2","D","10","6","D","12","10"
"2191","1","D","4","6","E","12","10"
"2192","1","D","10","6","E","12","10"
"2193","2","D","1","6","E","12","10"
"2194","1","D","4","6","F","12","10"
"2195","1","D","10","6","F","12","10"
"2196","2","D","4","6","F","12","10"
"2197","1","D","4","6","G","12","10"
"2198","1","D","10","6","G","12","10"
"2199","2","D","7","6","G","12","10"
"2200","1","D","4","6","H","12","10"
"2201","1","D","10","6","H","12","10"
"2202","2","D","10","6","H","12","10"
"2203","1","D","4","7","A","1","10"
"2204","2","D","1","7","A","1","10"
"2205","2","D","4","7","A","1","10"
"2206","1","D","4","7","B","1","10"
"2207","2","D","1","7","B","1","10"
"2208","2","D","7","7","B","1","10"
"2209","1","D","4","7","C","1","10"
"2210","2","D","1","7","C","1","10"
"2211","2","D","10","7","C","1","10"
"2212","1","D","4","7","D","1","10"
"2213","2","D","4","7","D","1","10"
"2214","2","D","7","7","D","1","10"
"2215","1","D","4","7","E","1","10"
"2216","2","D","4","7","E","1","10"
"2217","2","D","10","7","E","1","10"
"2218","1","D","4","7","F","1","10"
"2219","2","D","7","7","F","1","10"
"2220","2","D","10","7","F","1","10"
"2221","1","D","7","7","G","1","10"
"2222","1","D","10","7","G","1","10"
"2223","2","D","1","7","G","1","10"
"2224","1","D","7","7","H","1","10"
"2225","1","D","10","7","H","1","10"
"2226","2","D","4","7","H","1","10"
"2227","1","D","7","7","A","2","10"
"2228","1","D","10","7","A","2","10"
"2229","2","D","7","7","A","2","10"
"2230","1","D","7","7","B","2","10"
"2231","1","D","10","7","B","2","10"
"2232","2","D","10","7","B","2","10"
"2233","1","D","7","7","C","2","10"
"2234","2","D","1","7","C","2","10"
"2235","2","D","4","7","C","2","10"
"2236","1","D","7","7","D","2","10"
"2237","2","D","1","7","D","2","10"
"2238","2","D","7","7","D","2","10"
"2239","1","D","7","7","E","2","10"
"2240","2","D","1","7","E","2","10"
"2241","2","D","10","7","E","2","10"
"2242","1","D","7","7","F","2","10"
"2243","2","D","4","7","F","2","10"
"2244","2","D","7","7","F","2","10"
"2245","1","D","7","7","G","2","10"
"2246","2","D","4","7","G","2","10"
"2247","2","D","10","7","G","2","10"
"2248","1","D","7","7","H","2","10"
"2249","2","D","7","7","H","2","10"
"2250","2","D","10","7","H","2","10"
"2251","1","D","10","7","A","3","10"
"2252","2","D","1","7","A","3","10"
"2253","2","D","4","7","A","3","10"
"2254","1","D","10","7","B","3","10"
"2255","2","D","1","7","B","3","10"
"2256","2","D","7","7","B","3","10"
"2257","1","D","10","7","C","3","10"
"2258","2","D","1","7","C","3","10"
"2259","2","D","10","7","C","3","10"
"2260","1","D","10","7","D","3","10"
"2261","2","D","4","7","D","3","10"
"2262","2","D","7","7","D","3","10"
"2263","1","D","10","7","E","3","10"
"2264","2","D","4","7","E","3","10"
"2265","2","D","10","7","E","3","10"
"2266","1","D","10","7","F","3","10"
"2267","2","D","7","7","F","3","10"
"2268","2","D","10","7","F","3","10"
"2269","2","D","1","7","G","3","10"
"2270","2","D","4","7","G","3","10"
"2271","2","D","7","7","G","3","10"
"2272","2","D","1","7","H","3","10"
"2273","2","D","4","7","H","3","10"
"2274","2","D","10","7","H","3","10"
"2275","2","D","1","7","A","4","10"
"2276","2","D","7","7","A","4","10"
"2277","2","D","10","7","A","4","10"
"2278","2","D","4","7","B","4","10"
"2279","2","D","7","7","B","4","10"
"2280","2","D","10","7","B","4","10"
"2281","1","D","1","7","C","4","10"
"2282","1","D","4","7","C","4","10"
"2283","1","D","7","7","C","4","10"
"2284","1","D","10","7","C","4","10"
"2285","1","D","1","7","D","4","10"
"2286","1","D","4","7","D","4","10"
"2287","1","D","7","7","D","4","10"
"2288","2","D","1","7","D","4","10"
"2289","1","D","1","7","E","4","10"
"2290","1","D","4","7","E","4","10"
"2291","1","D","7","7","E","4","10"
"2292","2","D","4","7","E","4","10"
"2293","1","D","1","7","F","4","10"
"2294","1","D","4","7","F","4","10"
"2295","1","D","7","7","F","4","10"
"2296","2","D","7","7","F","4","10"
"2297","1","D","1","7","G","4","10"
"2298","1","D","4","7","G","4","10"
"2299","1","D","7","7","G","4","10"
"2300","2","D","10","7","G","4","10"
"2301","1","D","1","7","H","4","10"
"2302","1","D","4","7","H","4","10"
"2303","1","D","10","7","H","4","10"
"2304","2","D","1","7","H","4","10"
"2305","1","D","1","7","A","5","10"
"2306","1","D","4","7","A","5","10"
"2307","1","D","10","7","A","5","10"
"2308","2","D","4","7","A","5","10"
"2309","1","D","1","7","B","5","10"
"2310","1","D","4","7","B","5","10"
"2311","1","D","10","7","B","5","10"
"2312","2","D","7","7","B","5","10"
"2313","1","D","1","7","C","5","10"
"2314","1","D","4","7","C","5","10"
"2315","1","D","10","7","C","5","10"
"2316","2","D","10","7","C","5","10"
"2317","1","D","1","7","D","5","10"
"2318","1","D","4","7","D","5","10"
"2319","2","D","1","7","D","5","10"
"2320","2","D","4","7","D","5","10"
"2321","1","D","1","7","E","5","10"
"2322","1","D","4","7","E","5","10"
