destination.plate,destination.row,destination.column,vol.ul
1,A,2,10
1,H,2,10
1,F,3,10
1,C,4,10
1,G,4,10
1,B,5,10
1,D,5,10
1,E,5,10
1,C,6,10
1,H,6,10
1,D,7,10
1,G,7,10
1,A,8,10
1,B,8,10
1,G,8,10
1,C,9,10
1,F,9,10
1,H,9,10
1,A,10,10
1,E,10,10
1,H,10,10
1,B,11,10
1,C,11,10
1,F,11,10
1,H,11,10
1,A,12,10
1,C,12,10
1,D,12,10
1,E,12,10
2,B,1,10
2,F,1,10
2,A,2,10
2,C,2,10
2,D,2,10
2,H,2,10
2,C,3,10
2,E,3,10
2,F,3,10
2,A,4,10
2,C,4,10
2,D,4,10
2,F,4,10
2,G,4,10
2,H,4,10
2,D,5,10
2,G,5,10
2,A,6,10
2,B,6,10
2,E,6,10
2,G,6,10
2,H,6,10
2,B,7,10
2,C,7,10
2,D,7,10
2,G,7,10
2,A,8,10
2,B,8,10
2,D,8,10
2,E,8,10
2,F,8,10
2,H,8,10
2,A,9,10
2,B,9,10
2,C,9,10
2,G,9,10
2,B,10,10
2,D,10,10
2,E,10,10
2,H,10,10
2,B,11,10
2,C,11,10
2,E,11,10
2,F,11,10
2,G,11,10
2,B,12,10
2,D,12,10
2,E,12,10
2,G,12,10
2,H,12,10
3,A,1,10
3,C,1,10
3,D,1,10
3,E,1,10
3,F,1,10
3,A,2,10
3,C,2,10
3,D,2,10
3,F,2,10
3,G,2,10
3,H,2,10
3,B,3,10
3,C,3,10
3,D,3,10
3,E,3,10
3,G,3,10
3,H,3,10
3,A,4,10
3,B,4,10
3,C,4,10
3,F,4,10
3,H,4,10
3,A,5,10
3,C,5,10
3,D,5,10
3,E,5,10
3,G,5,10
3,H,5,10
3,A,6,10
3,B,6,10
3,D,6,10
3,E,6,10
3,F,6,10
3,G,6,10
3,H,6,10
3,B,7,10
3,C,7,10
3,D,7,10
3,E,7,10
3,F,7,10
3,G,7,10
3,A,8,10
3,B,8,10
3,C,8,10
3,D,8,10
3,E,8,10
3,F,8,10
3,G,8,10
3,H,8,10
4,A,2,10
4,H,2,10
4,F,3,10
4,C,4,10
4,G,4,10
4,B,5,10
4,D,5,10
4,E,5,10
4,C,6,10
4,H,6,10
4,D,7,10
4,G,7,10
4,A,8,10
4,B,8,10
4,G,8,10
4,C,9,10
4,F,9,10
4,H,9,10
4,A,10,10
4,E,10,10
4,H,10,10
4,B,11,10
4,C,11,10
4,F,11,10
4,H,11,10
4,A,12,10
4,C,12,10
4,D,12,10
4,E,12,10
5,B,1,10
5,F,1,10
5,A,2,10
5,C,2,10
5,D,2,10
5,H,2,10
5,C,3,10
5,E,3,10
5,F,3,10
5,A,4,10
5,C,4,10
5,D,4,10
5,F,4,10
5,G,4,10
5,H,4,10
5,D,5,10
5,G,5,10
5,A,6,10
5,B,6,10
5,E,6,10
5,G,6,10
5,H,6,10
5,B,7,10
5,C,7,10
5,D,7,10
5,G,7,10
5,A,8,10
5,B,8,10
5,D,8,10
5,E,8,10
5,F,8,10
5,H,8,10
5,A,9,10
5,B,9,10
5,C,9,10
5,G,9,10
5,B,10,10
5,D,10,10
5,E,10,10
5,H,10,10
5,B,11,10
5,C,11,10
5,E,11,10
5,F,11,10
5,G,11,10
5,B,12,10
5,D,12,10
5,E,12,10
5,G,12,10
5,H,12,10
6,A,1,10
6,C,1,10
6,D,1,10
6,E,1,10
6,F,1,10
6,A,2,10
6,C,2,10
6,D,2,10
6,F,2,10
6,G,2,10
6,H,2,10
6,B,3,10
6,C,3,10
6,D,3,10
6,E,3,10
6,G,3,10
6,H,3,10
6,A,4,10
6,B,4,10
6,C,4,10
6,F,4,10
6,H,4,10
6,A,5,10
6,C,5,10
6,D,5,10
6,E,5,10
6,G,5,10
6,H,5,10
6,A,6,10
6,B,6,10
6,D,6,10
6,E,6,10
6,F,6,10
6,G,6,10
6,H,6,10
6,B,7,10
6,C,7,10
6,D,7,10
6,E,7,10
6,F,7,10
6,G,7,10
6,A,8,10
6,B,8,10
6,C,8,10
6,D,8,10
6,E,8,10
6,F,8,10
6,G,8,10
6,H,8,10
7,A,2,10
7,H,2,10
7,F,3,10
7,C,4,10
7,G,4,10
7,B,5,10
7,D,5,10
7,E,5,10
7,C,6,10
7,H,6,10
7,D,7,10
7,G,7,10
7,A,8,10
7,B,8,10
7,G,8,10
7,C,9,10
7,F,9,10
7,H,9,10
7,A,10,10
7,E,10,10
7,H,10,10
7,B,11,10
7,C,11,10
7,F,11,10
7,H,11,10
7,A,12,10
7,C,12,10
7,D,12,10
7,E,12,10
8,B,1,10
8,F,1,10
8,A,2,10
8,C,2,10
8,D,2,10
8,H,2,10
8,C,3,10
8,E,3,10
8,F,3,10
8,A,4,10
8,C,4,10
8,D,4,10
8,F,4,10
8,G,4,10
8,H,4,10
8,D,5,10
8,G,5,10
8,A,6,10
8,B,6,10
8,E,6,10
8,G,6,10
8,H,6,10
8,B,7,10
8,C,7,10
8,D,7,10
8,G,7,10
8,A,8,10
8,B,8,10
8,D,8,10
8,E,8,10
8,F,8,10
8,H,8,10
8,A,9,10
8,B,9,10
8,C,9,10
8,G,9,10
8,B,10,10
8,D,10,10
8,E,10,10
8,H,10,10
8,B,11,10
8,C,11,10
8,E,11,10
8,F,11,10
8,G,11,10
8,B,12,10
8,D,12,10
8,E,12,10
8,G,12,10
8,H,12,10
9,A,1,10
9,C,1,10
9,D,1,10
9,E,1,10
9,F,1,10
9,A,2,10
9,C,2,10
9,D,2,10
9,F,2,10
9,G,2,10
9,H,2,10
9,B,3,10
9,C,3,10
9,D,3,10
9,E,3,10
9,G,3,10
9,H,3,10
9,A,4,10
9,B,4,10
9,C,4,10
9,F,4,10
9,H,4,10
9,A,5,10
9,C,5,10
9,D,5,10
9,E,5,10
9,G,5,10
9,H,5,10
9,A,6,10
