destination.plate,destination.row,destination.column,vol.ul
5,D,1,10
5,G,1,10
5,B,2,10
5,C,2,10
5,F,2,10
5,A,3,10
5,D,3,10
5,E,3,10
5,G,3,10
5,B,4,10
5,C,4,10
5,E,4,10
5,F,4,10
5,H,4,10
5,B,5,10
5,E,5,10
5,H,5,10
5,A,6,10
5,C,6,10
5,F,6,10
5,G,6,10
5,A,7,10
5,B,7,10
5,D,7,10
5,E,7,10
5,H,7,10
5,A,8,10
5,C,8,10
5,D,8,10
5,F,8,10
5,G,8,10
5,H,8,10
5,B,9,10
5,C,9,10
5,E,9,10
5,H,9,10
5,C,10,10
5,D,10,10
5,F,10,10
5,A,11,10
5,B,11,10
5,D,11,10
5,E,11,10
5,G,11,10
5,H,11,10
5,C,12,10
5,D,12,10
5,F,12,10
5,G,12,10
6,A,1,10
6,B,1,10
6,C,1,10
6,E,1,10
6,F,1,10
6,G,1,10
6,B,2,10
6,C,2,10
6,E,2,10
6,F,2,10
6,H,2,10
6,A,3,10
6,B,3,10
6,D,3,10
6,E,3,10
6,F,3,10
6,G,3,10
6,A,4,10
6,B,4,10
6,C,4,10
6,D,4,10
6,G,4,10
6,H,4,10
6,B,5,10
6,C,5,10
6,E,5,10
6,F,5,10
6,G,5,10
6,A,6,10
6,B,6,10
6,C,6,10
6,D,6,10
6,F,6,10
6,G,6,10
6,H,6,10
6,A,7,10
6,B,7,10
6,D,7,10
6,E,7,10
6,F,7,10
6,G,7,10
6,H,7,10
6,A,8,10
6,C,8,10
6,D,8,10
6,E,8,10
6,F,8,10
6,G,8,10
6,H,8,10
7,G,1,10
7,F,2,10
7,D,3,10
7,A,4,10
7,E,4,10
7,H,4,10
7,C,5,10
7,D,5,10
7,A,6,10
7,F,6,10
7,B,7,10
7,E,7,10
7,H,7,10
7,A,8,10
7,E,8,10
7,A,9,10
7,D,9,10
7,G,9,10
7,H,9,10
7,C,10,10
7,F,10,10
7,A,11,10
7,B,11,10
7,D,11,10
7,G,11,10
7,H,11,10
7,B,12,10
7,C,12,10
7,E,12,10
7,H,12,10
8,D,1,10
8,G,1,10
8,B,2,10
8,C,2,10
8,F,2,10
8,A,3,10
8,D,3,10
8,E,3,10
8,G,3,10
8,B,4,10
8,C,4,10
8,E,4,10
8,F,4,10
8,H,4,10
8,B,5,10
8,E,5,10
8,H,5,10
8,A,6,10
8,C,6,10
8,F,6,10
8,G,6,10
8,A,7,10
8,B,7,10
8,D,7,10
8,E,7,10
8,H,7,10
8,A,8,10
8,C,8,10
8,D,8,10
8,F,8,10
8,G,8,10
8,H,8,10
8,B,9,10
8,C,9,10
8,E,9,10
8,H,9,10
8,C,10,10
8,D,10,10
8,F,10,10
8,A,11,10
8,B,11,10
8,D,11,10
8,E,11,10
8,G,11,10
8,H,11,10
8,C,12,10
8,D,12,10
8,F,12,10
8,G,12,10
9,A,1,10
9,B,1,10
9,C,1,10
9,E,1,10
9,F,1,10
9,G,1,10
9,B,2,10
9,C,2,10
9,E,2,10
9,F,2,10
9,H,2,10
9,A,3,10
9,B,3,10
9,D,3,10
9,E,3,10
9,F,3,10
9,G,3,10
9,A,4,10
9,B,4,10
9,C,4,10
9,D,4,10
9,G,4,10
9,H,4,10
9,B,5,10
9,C,5,10
9,E,5,10
9,F,5,10
9,G,5,10
9,A,6,10
9,B,6,10
9,C,6,10
9,D,6,10
9,F,6,10
9,G,6,10
9,H,6,10
9,A,7,10
9,B,7,10
9,D,7,10
9,E,7,10
9,F,7,10
9,G,7,10
9,H,7,10
9,A,8,10
9,C,8,10
9,D,8,10
9,E,8,10
9,F,8,10
9,G,8,10
9,H,8,10
10,G,1,10
10,F,2,10
10,D,3,10
10,A,4,10
10,E,4,10
10,H,4,10
10,C,5,10
10,D,5,10
10,A,6,10
10,F,6,10
10,B,7,10
10,E,7,10
10,H,7,10
10,A,8,10
10,E,8,10
10,A,9,10
10,D,9,10
10,G,9,10
10,H,9,10
10,C,10,10
10,F,10,10
10,A,11,10
10,B,11,10
10,D,11,10
10,G,11,10
10,H,11,10
10,B,12,10
10,C,12,10
10,E,12,10
10,H,12,10
11,D,1,10
11,G,1,10
11,B,2,10
11,C,2,10
11,F,2,10
11,A,3,10
11,D,3,10
11,E,3,10
11,G,3,10
11,B,4,10
11,C,4,10
11,E,4,10
11,F,4,10
11,H,4,10
11,B,5,10
11,E,5,10
11,H,5,10
11,A,6,10
11,C,6,10
11,F,6,10
11,G,6,10
11,A,7,10
11,B,7,10
11,D,7,10
11,E,7,10
11,H,7,10
11,A,8,10
11,C,8,10
11,D,8,10
11,F,8,10
11,G,8,10
11,H,8,10
11,B,9,10
11,C,9,10
11,E,9,10
11,H,9,10
11,C,10,10
11,D,10,10
11,F,10,10
11,A,11,10
11,B,11,10
11,D,11,10
11,E,11,10
11,G,11,10
11,H,11,10
11,C,12,10
11,D,12,10
11,F,12,10
11,G,12,10
12,A,1,10
12,B,1,10
12,C,1,10
12,E,1,10
12,F,1,10
12,G,1,10
12,B,2,10
12,C,2,10
12,E,2,10
12,F,2,10
12,H,2,10
12,A,3,10
12,B,3,10
12,D,3,10
12,E,3,10
12,F,3,10
12,G,3,10
12,A,4,10
12,B,4,10
12,C,4,10
12,D,4,10
12,G,4,10
12,H,4,10
12,B,5,10
12,C,5,10
12,E,5,10
12,F,5,10
12,G,5,10
12,A,6,10
12,B,6,10
12,C,6,10
12,D,6,10
12,F,6,10
12,G,6,10
12,H,6,10
12,A,7,10
12,B,7,10
12,D,7,10
12,E,7,10
12,F,7,10
12,G,7,10
12,H,7,10
12,A,8,10
12,C,8,10
12,D,8,10
12,E,8,10
12,F,8,10
12,G,8,10
12,H,8,10
13,G,1,10
13,F,2,10
13,D,3,10
13,A,4,10
13,E,4,10
13,H,4,10
13,C,5,10
13,D,5,10
13,A,6,10
13,F,6,10
13,B,7,10
13,E,7,10
13,H,7,10
13,A,8,10
13,E,8,10
13,A,9,10
13,D,9,10
13,G,9,10
13,H,9,10
13,C,10,10
13,F,10,10
13,A,11,10
13,B,11,10
13,D,11,10
13,G,11,10
13,H,11,10
13,B,12,10
13,C,12,10
13,E,12,10
13,H,12,10
14,D,1,10
14,G,1,10
14,B,2,10
14,C,2,10
14,F,2,10
14,A,3,10
14,D,3,10
14,E,3,10
14,G,3,10
14,B,4,10
14,C,4,10
14,E,4,10
14,F,4,10
14,H,4,10
14,B,5,10
14,E,5,10
14,H,5,10
14,A,6,10
14,C,6,10
14,F,6,10
14,G,6,10
14,A,7,10
14,B,7,10
14,D,7,10
14,E,7,10
14,H,7,10
14,A,8,10
14,C,8,10
14,D,8,10
14,F,8,10
14,G,8,10
14,H,8,10
14,B,9,10
14,C,9,10
14,E,9,10
14,H,9,10
14,C,10,10
14,D,10,10
14,F,10,10
14,A,11,10
14,B,11,10
14,D,11,10
14,E,11,10
14,G,11,10
14,H,11,10
14,C,12,10
14,D,12,10
14,F,12,10
14,G,12,10
15,A,1,10
15,B,1,10
15,C,1,10
15,E,1,10
15,F,1,10
15,G,1,10
15,B,2,10
15,C,2,10
15,E,2,10
15,F,2,10
15,H,2,10
15,A,3,10
15,B,3,10
15,D,3,10
15,E,3,10
15,F,3,10
15,G,3,10
15,A,4,10
15,B,4,10
15,C,4,10
15,D,4,10
15,G,4,10
15,H,4,10
15,B,5,10
15,C,5,10
15,E,5,10
15,F,5,10
15,G,5,10
15,A,6,10
15,B,6,10
15,C,6,10
15,D,6,10
15,F,6,10
15,G,6,10
15,H,6,10
15,A,7,10
15,B,7,10
15,D,7,10
15,E,7,10
15,F,7,10
15,G,7,10
15,H,7,10
15,A,8,10
15,C,8,10
15,D,8,10
15,E,8,10
15,F,8,10
15,G,8,10
15,H,8,10
16,G,1,10
16,F,2,10
16,D,3,10
16,A,4,10
16,E,4,10
16,H,4,10
16,C,5,10
16,D,5,10
16,A,6,10
16,F,6,10
16,B,7,10
16,E,7,10
16,H,7,10
16,A,8,10
16,E,8,10
16,A,9,10
16,D,9,10
16,G,9,10
16,H,9,10
16,C,10,10
16,F,10,10
16,A,11,10
16,B,11,10
16,D,11,10
16,G,11,10
16,H,11,10
16,B,12,10
16,C,12,10
16,E,12,10
16,H,12,10
17,D,1,10
17,G,1,10
17,B,2,10
17,C,2,10
17,F,2,10
17,A,3,10
17,D,3,10
17,E,3,10
17,G,3,10
17,B,4,10
17,C,4,10
17,E,4,10
17,F,4,10
17,H,4,10
17,B,5,10
17,E,5,10
17,H,5,10
17,A,6,10
17,C,6,10
17,F,6,10
17,G,6,10
17,A,7,10
17,B,7,10
17,D,7,10
17,E,7,10
17,H,7,10
17,A,8,10
17,C,8,10
17,D,8,10
17,F,8,10
17,G,8,10
17,H,8,10
17,B,9,10
17,C,9,10
17,E,9,10
17,H,9,10
17,C,10,10
17,D,10,10
17,F,10,10
17,A,11,10
17,B,11,10
17,D,11,10
17,E,11,10
17,G,11,10
17,H,11,10
17,C,12,10
17,D,12,10
17,F,12,10
17,G,12,10
18,A,1,10
18,B,1,10
18,C,1,10
18,E,1,10
18,F,1,10
18,G,1,10
18,B,2,10
18,C,2,10
18,E,2,10
18,F,2,10
18,H,2,10
18,A,3,10
18,B,3,10
18,D,3,10
18,E,3,10
18,F,3,10
18,G,3,10
18,A,4,10
18,B,4,10
18,C,4,10
18,D,4,10
18,G,4,10
18,H,4,10
18,B,5,10
18,C,5,10
18,E,5,10
18,F,5,10
18,G,5,10
18,A,6,10
18,B,6,10
18,C,6,10
18,D,6,10
18,F,6,10
18,G,6,10
18,H,6,10
18,A,7,10
18,B,7,10
18,D,7,10
18,E,7,10
18,F,7,10
18,G,7,10
18,H,7,10
18,A,8,10
18,C,8,10
18,D,8,10
18,E,8,10
18,F,8,10
18,G,8,10
18,H,8,10
19,G,1,10
19,F,2,10
19,D,3,10
19,A,4,10
19,E,4,10
19,H,4,10
19,C,5,10
19,D,5,10
19,A,6,10
19,F,6,10
19,B,7,10
19,E,7,10
19,H,7,10
19,A,8,10
19,E,8,10
19,A,9,10
19,D,9,10
19,G,9,10
19,H,9,10
19,C,10,10
19,F,10,10
19,A,11,10
19,B,11,10
19,D,11,10
19,G,11,10
19,H,11,10
19,B,12,10
19,C,12,10
19,E,12,10
19,H,12,10
20,D,1,10
20,G,1,10
20,B,2,10
20,C,2,10
20,F,2,10
20,A,3,10
20,D,3,10
20,E,3,10
20,G,3,10
20,B,4,10
20,C,4,10
20,E,4,10
20,F,4,10
20,H,4,10
20,B,5,10
20,E,5,10
20,H,5,10
20,A,6,10
20,C,6,10
20,F,6,10
20,G,6,10
20,A,7,10
20,B,7,10
20,D,7,10
20,E,7,10
20,H,7,10
20,A,8,10
20,C,8,10
20,D,8,10
20,F,8,10
20,G,8,10
20,H,8,10
20,B,9,10
20,C,9,10
20,E,9,10
20,H,9,10
20,C,10,10
20,D,10,10
20,F,10,10
20,A,11,10
20,B,11,10
20,D,11,10
20,E,11,10
20,G,11,10
20,H,11,10
20,C,12,10
20,D,12,10
20,F,12,10
20,G,12,10
21,A,1,10
21,B,1,10
21,C,1,10
21,E,1,10
21,F,1,10
21,G,1,10
21,B,2,10
21,C,2,10
21,E,2,10
21,F,2,10
21,H,2,10
21,A,3,10
21,B,3,10
21,D,3,10
21,E,3,10
21,F,3,10
21,G,3,10
21,A,4,10
21,B,4,10
21,C,4,10
21,D,4,10
21,G,4,10
21,H,4,10
21,B,5,10
21,C,5,10
21,E,5,10
21,F,5,10
21,G,5,10
21,A,6,10
21,B,6,10
21,C,6,10
21,D,6,10
21,F,6,10
21,G,6,10
21,H,6,10
21,A,7,10
21,B,7,10
21,D,7,10
21,E,7,10
21,F,7,10
21,G,7,10
21,H,7,10
21,A,8,10
21,C,8,10
21,D,8,10
21,E,8,10
21,F,8,10
21,G,8,10
21,H,8,10
22,G,1,10
22,F,2,10
22,D,3,10
22,A,4,10
22,E,4,10
22,H,4,10
22,C,5,10
22,D,5,10
22,A,6,10
22,F,6,10
22,B,7,10
22,E,7,10
22,H,7,10
22,A,8,10
22,E,8,10
22,A,9,10
22,D,9,10
22,G,9,10
22,H,9,10
22,C,10,10
22,F,10,10
22,A,11,10
22,B,11,10
22,D,11,10
22,G,11,10
22,H,11,10
22,B,12,10
22,C,12,10
22,E,12,10
22,H,12,10
23,D,1,10
23,G,1,10
23,B,2,10
23,C,2,10
23,F,2,10
23,A,3,10
23,D,3,10
23,E,3,10
23,G,3,10
23,B,4,10
23,C,4,10
23,E,4,10
23,F,4,10
23,H,4,10
23,B,5,10
23,E,5,10
23,H,5,10
23,A,6,10
23,C,6,10
23,F,6,10
23,G,6,10
23,A,7,10
23,B,7,10
23,D,7,10
23,E,7,10
23,H,7,10
23,A,8,10
23,C,8,10
23,D,8,10
23,F,8,10
23,G,8,10
23,H,8,10
23,B,9,10
23,C,9,10
23,E,9,10
23,H,9,10
23,C,10,10
23,D,10,10
23,F,10,10
23,A,11,10
23,B,11,10
23,D,11,10
23,E,11,10
23,G,11,10
23,H,11,10
23,C,12,10
23,D,12,10
23,F,12,10
23,G,12,10
24,A,1,10
24,B,1,10
24,C,1,10
24,E,1,10
24,F,1,10
24,G,1,10
24,B,2,10
24,C,2,10
24,E,2,10
24,F,2,10
24,H,2,10
24,A,3,10
24,B,3,10
24,D,3,10
24,E,3,10
24,F,3,10
24,G,3,10
24,A,4,10
24,B,4,10
24,C,4,10
24,D,4,10
24,G,4,10
24,H,4,10
24,B,5,10
24,C,5,10
24,E,5,10
24,F,5,10
24,G,5,10
24,A,6,10
24,B,6,10
24,C,6,10
24,D,6,10
24,F,6,10
24,G,6,10
24,H,6,10
24,A,7,10
24,B,7,10
24,D,7,10
24,E,7,10
24,F,7,10
24,G,7,10
24,H,7,10
24,A,8,10
24,C,8,10
24,D,8,10
24,E,8,10
24,F,8,10
24,G,8,10
24,H,8,10
