destination.plate,destination.row,destination.column,vol.ul
1,B,1,10
1,B,2,10
1,C,2,10
1,D,2,10
1,E,2,10
1,F,2,10
1,G,2,10
1,H,2,10
1,F,5,10
1,G,5,10
1,H,5,10
1,A,6,10
1,B,6,10
1,C,6,10
1,D,6,10
1,E,6,10
1,F,6,10
1,G,6,10
1,H,6,10
1,A,7,10
1,B,7,10
1,C,7,10
1,D,7,10
1,E,7,10
1,F,7,10
1,G,7,10
1,H,7,10
1,A,8,10
1,B,8,10
1,F,12,10
1,G,12,10
1,H,12,10
2,A,1,10
2,B,1,10
2,C,1,10
2,D,1,10
2,E,1,10
2,F,1,10
2,G,1,10
2,H,1,10
2,A,2,10
2,B,2,10
2,C,2,10
2,D,2,10
2,E,2,10
2,F,2,10
2,G,2,10
2,H,2,10
2,A,3,10
2,B,3,10
2,C,3,10
2,D,3,10
2,E,3,10
2,F,3,10
2,G,3,10
2,H,3,10
2,A,4,10
2,B,4,10
2,C,4,10
2,D,4,10
2,E,4,10
2,F,4,10
2,G,4,10
2,H,4,10
2,D,9,10
2,E,9,10
2,F,9,10
2,G,9,10
2,H,9,10
2,A,10,10
2,B,10,10
2,C,10,10
2,D,10,10
2,E,10,10
2,F,10,10
2,G,10,10
2,H,10,10
2,A,11,10
2,B,11,10
2,C,11,10
2,D,11,10
2,E,11,10
2,F,11,10
2,G,11,10
2,H,11,10
2,A,12,10
2,B,12,10
2,C,12,10
2,D,12,10
2,E,12,10
2,F,12,10
2,G,12,10
2,H,12,10
3,A,1,10
3,B,1,10
3,C,1,10
3,D,1,10
3,E,1,10
3,F,1,10
3,D,4,10
3,E,4,10
3,F,4,10
3,G,4,10
3,H,4,10
3,A,5,10
3,B,5,10
3,C,5,10
3,D,5,10
3,E,5,10
3,F,5,10
3,G,5,10
3,H,5,10
3,A,6,10
3,B,6,10
3,C,6,10
3,D,6,10
3,E,6,10
3,F,6,10
3,G,6,10
3,H,6,10
3,H,7,10
3,A,8,10
3,B,8,10
3,C,8,10
3,D,8,10
3,E,8,10
3,F,8,10
3,H,8,10
4,B,1,10
4,B,2,10
4,C,2,10
4,D,2,10
4,E,2,10
4,F,2,10
4,G,2,10
4,H,2,10
4,F,5,10
4,G,5,10
4,H,5,10
4,A,6,10
4,B,6,10
4,C,6,10
4,D,6,10
4,E,6,10
4,F,6,10
4,G,6,10
4,H,6,10
4,A,7,10
4,B,7,10
4,C,7,10
4,D,7,10
4,E,7,10
4,F,7,10
4,G,7,10
4,H,7,10
4,A,8,10
4,B,8,10
4,F,12,10
4,G,12,10
4,H,12,10
5,A,1,10
5,B,1,10
5,C,1,10
5,D,1,10
5,E,1,10
5,F,1,10
5,G,1,10
5,H,1,10
5,A,2,10
5,B,2,10
5,C,2,10
5,D,2,10
5,E,2,10
5,F,2,10
5,G,2,10
5,H,2,10
5,A,3,10
5,B,3,10
5,C,3,10
5,D,3,10
5,E,3,10
5,F,3,10
5,G,3,10
5,H,3,10
5,A,4,10
5,B,4,10
5,C,4,10
5,D,4,10
5,E,4,10
5,F,4,10
5,G,4,10
5,H,4,10
5,D,9,10
5,E,9,10
5,F,9,10
5,G,9,10
5,H,9,10
5,A,10,10
5,B,10,10
5,C,10,10
5,D,10,10
5,E,10,10
5,F,10,10
5,G,10,10
5,H,10,10
5,A,11,10
5,B,11,10
5,C,11,10
5,D,11,10
5,E,11,10
5,F,11,10
5,G,11,10
5,H,11,10
5,A,12,10
5,B,12,10
5,C,12,10
5,D,12,10
5,E,12,10
5,F,12,10
5,G,12,10
5,H,12,10
6,A,1,10
6,B,1,10
6,C,1,10
6,D,1,10
6,E,1,10
6,F,1,10
6,D,4,10
6,E,4,10
6,F,4,10
6,G,4,10
6,H,4,10
6,A,5,10
6,B,5,10
6,C,5,10
6,D,5,10
6,E,5,10
6,F,5,10
6,G,5,10
6,H,5,10
6,A,6,10
6,B,6,10
6,C,6,10
6,D,6,10
6,E,6,10
6,F,6,10
6,G,6,10
6,H,6,10
6,H,7,10
6,A,8,10
6,B,8,10
6,C,8,10
6,D,8,10
6,E,8,10
6,F,8,10
6,H,8,10
7,B,1,10
7,B,2,10
7,C,2,10
7,D,2,10
7,E,2,10
7,F,2,10
7,G,2,10
7,H,2,10
7,F,5,10
7,G,5,10
7,H,5,10
7,A,6,10
7,B,6,10
7,C,6,10
7,D,6,10
7,E,6,10
7,F,6,10
7,G,6,10
7,H,6,10
7,A,7,10
7,B,7,10
7,C,7,10
7,D,7,10
7,E,7,10
7,F,7,10
7,G,7,10
7,H,7,10
7,A,8,10
7,B,8,10
7,F,12,10
7,G,12,10
7,H,12,10
8,A,1,10
8,B,1,10
8,C,1,10
8,D,1,10
8,E,1,10
8,F,1,10
8,G,1,10
8,H,1,10
8,A,2,10
8,B,2,10
8,C,2,10
8,D,2,10
8,E,2,10
8,F,2,10
8,G,2,10
8,H,2,10
8,A,3,10
8,B,3,10
8,C,3,10
8,D,3,10
8,E,3,10
8,F,3,10
8,G,3,10
8,H,3,10
8,A,4,10
8,B,4,10
8,C,4,10
8,D,4,10
8,E,4,10
8,F,4,10
8,G,4,10
8,H,4,10
8,D,9,10
8,E,9,10
8,F,9,10
8,G,9,10
8,H,9,10
8,A,10,10
8,B,10,10
8,C,10,10
8,D,10,10
8,E,10,10
8,F,10,10
8,G,10,10
8,H,10,10
8,A,11,10
8,B,11,10
8,C,11,10
8,D,11,10
8,E,11,10
8,F,11,10
8,G,11,10
8,H,11,10
8,A,12,10
8,B,12,10
8,C,12,10
8,D,12,10
8,E,12,10
8,F,12,10
8,G,12,10
8,H,12,10
9,A,1,10
9,B,1,10
9,C,1,10
9,D,1,10
9,E,1,10
9,F,1,10
9,D,4,10
9,E,4,10
9,F,4,10
9,G,4,10
9,H,4,10
9,A,5,10
9,B,5,10
9,C,5,10
9,D,5,10
9,E,5,10
9,F,5,10
9,G,5,10
9,H,5,10
9,A,6,10
9,B,6,10
9,C,6,10
9,D,6,10
9,E,6,10
9,F,6,10
9,G,6,10
9,H,6,10
9,H,7,10
9,A,8,10
9,B,8,10
9,C,8,10
9,D,8,10
9,E,8,10
9,F,8,10
9,H,8,10
10,B,1,10
10,B,2,10
10,C,2,10
10,D,2,10
10,E,2,10
10,F,2,10
10,G,2,10
10,H,2,10
10,F,5,10
10,G,5,10
10,H,5,10
10,A,6,10
10,B,6,10
10,C,6,10
10,D,6,10
10,E,6,10
10,F,6,10
10,G,6,10
10,H,6,10
10,A,7,10
10,B,7,10
10,C,7,10
10,D,7,10
10,E,7,10
10,F,7,10
10,G,7,10
10,H,7,10
10,A,8,10
10,B,8,10
10,F,12,10
10,G,12,10
10,H,12,10
11,A,1,10
11,B,1,10
11,C,1,10
11,D,1,10
11,E,1,10
11,F,1,10
11,G,1,10
11,H,1,10
11,A,2,10
11,B,2,10
11,C,2,10
11,D,2,10
11,E,2,10
11,F,2,10
11,G,2,10
11,H,2,10
11,A,3,10
11,B,3,10
11,C,3,10
11,D,3,10
11,E,3,10
11,F,3,10
11,G,3,10
11,H,3,10
11,A,4,10
11,B,4,10
11,C,4,10
11,D,4,10
11,E,4,10
11,F,4,10
11,G,4,10
11,H,4,10
11,D,9,10
11,E,9,10
11,F,9,10
11,G,9,10
11,H,9,10
11,A,10,10
11,B,10,10
11,C,10,10
11,D,10,10
11,E,10,10
11,F,10,10
11,G,10,10
11,H,10,10
11,A,11,10
11,B,11,10
11,C,11,10
11,D,11,10
11,E,11,10
11,F,11,10
11,G,11,10
11,H,11,10
11,A,12,10
11,B,12,10
11,C,12,10
11,D,12,10
11,E,12,10
11,F,12,10
11,G,12,10
11,H,12,10
12,A,1,10
12,B,1,10
12,C,1,10
12,D,1,10
12,E,1,10
12,F,1,10
12,D,4,10
12,E,4,10
12,F,4,10
12,G,4,10
12,H,4,10
12,A,5,10
12,B,5,10
12,C,5,10
12,D,5,10
12,E,5,10
12,F,5,10
12,G,5,10
12,H,5,10
