Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
00:00:06,0.048,0.048,0.05,0.052,0.049,0.049,0.047,0.049,0.047,0.047,0.049,0.045,0.05,0.05,0.049,0.051,0.05,0.052,0.049,0.049,0.048,0.05,0.046,0.047,0.05,0.048,0.049,0.048,0.05,0.05,0.049,0.05,0.048,0.048,0.046,0.047,0.048,0.211,0.048,0.049,0.049,0.049,0.051,0.052,0.047,0.049,0.047,0.049,0.05,0.05,0.051,0.049,0.053,0.05,0.051,0.048,0.045,0.045,0.046,0.045,0.05,0.051,0.053,0.051,0.05,0.05,0.05,0.05,0.047,0.046,0.045,0.045,0.052,0.051,0.052,0.051,0.051,0.05,0.051,0.052,0.048,0.046,0.045,0.045,0.049,0.054,0.051,0.05,0.05,0.052,0.053,0.055,0.049,0.049,0.045,0.046
04:00:05,0.048,0.048,0.05,0.052,0.049,0.049,0.048,0.049,0.047,0.047,0.049,0.045,0.05,0.049,0.049,0.051,0.05,0.052,0.049,0.05,0.048,0.05,0.046,0.047,0.049,0.048,0.049,0.049,0.05,0.05,0.05,0.05,0.048,0.047,0.046,0.047,0.048,0.331,0.049,0.05,0.05,0.049,0.052,0.052,0.047,0.049,0.047,0.049,0.05,0.05,0.051,0.049,0.053,0.05,0.052,0.049,0.045,0.046,0.046,0.045,0.05,0.051,0.052,0.052,0.05,0.05,0.05,0.05,0.047,0.047,0.046,0.045,0.051,0.052,0.052,0.051,0.051,0.05,0.05,0.052,0.048,0.046,0.045,0.045,0.048,0.053,0.05,0.05,0.049,0.051,0.052,0.054,0.049,0.049,0.045,0.046
08:00:06,0.048,0.048,0.05,0.052,0.049,0.049,0.047,0.049,0.047,0.047,0.049,0.045,0.05,0.049,0.049,0.051,0.05,0.052,0.049,0.05,0.047,0.049,0.046,0.047,0.049,0.048,0.051,0.049,0.05,0.05,0.05,0.05,0.048,0.047,0.046,0.047,0.049,0.35,0.048,0.05,0.05,0.05,0.052,0.053,0.047,0.049,0.047,0.049,0.049,0.05,0.051,0.05,0.053,0.05,0.052,0.049,0.045,0.045,0.046,0.045,0.05,0.051,0.052,0.052,0.05,0.051,0.05,0.05,0.047,0.046,0.046,0.045,0.051,0.051,0.052,0.051,0.051,0.05,0.05,0.052,0.048,0.046,0.045,0.045,0.049,0.053,0.05,0.05,0.049,0.051,0.052,0.054,0.049,0.049,0.045,0.046
12:00:08,0.051,0.048,0.05,0.052,0.049,0.049,0.047,0.049,0.047,0.047,0.049,0.046,0.05,0.05,0.049,0.051,0.051,0.052,0.049,0.05,0.048,0.05,0.046,0.047,0.049,0.049,0.078,0.049,0.051,0.051,0.05,0.05,0.048,0.048,0.047,0.047,0.049,0.3,0.049,0.05,0.05,0.05,0.052,0.053,0.047,0.049,0.048,0.049,0.05,0.051,0.051,0.05,0.054,0.05,0.052,0.049,0.045,0.045,0.046,0.045,0.05,0.051,0.053,0.052,0.051,0.051,0.05,0.05,0.047,0.047,0.046,0.045,0.051,0.052,0.053,0.051,0.051,0.05,0.051,0.052,0.048,0.046,0.045,0.045,0.049,0.053,0.051,0.05,0.049,0.051,0.052,0.054,0.049,0.049,0.045,0.046
16:00:08,0.071,0.048,0.05,0.051,0.049,0.048,0.047,0.049,0.047,0.047,0.049,0.045,0.05,0.05,0.049,0.052,0.051,0.052,0.049,0.05,0.047,0.049,0.046,0.047,0.049,0.049,0.126,0.049,0.051,0.051,0.05,0.051,0.048,0.047,0.047,0.047,0.049,0.246,0.052,0.066,0.05,0.051,0.052,0.053,0.047,0.049,0.047,0.049,0.05,0.05,0.051,0.05,0.054,0.05,0.052,0.049,0.045,0.045,0.046,0.045,0.05,0.051,0.053,0.052,0.051,0.051,0.05,0.05,0.047,0.046,0.046,0.045,0.051,0.052,0.053,0.051,0.051,0.05,0.05,0.052,0.048,0.046,0.045,0.045,0.047,0.054,0.06,0.052,0.049,0.051,0.052,0.054,0.049,0.049,0.045,0.046
20:00:10,0.111,0.047,0.05,0.052,0.049,0.049,0.047,0.049,0.047,0.047,0.049,0.046,0.049,0.049,0.049,0.052,0.05,0.052,0.049,0.05,0.047,0.05,0.046,0.047,0.049,0.049,0.17,0.049,0.051,0.051,0.05,0.05,0.048,0.047,0.046,0.047,0.049,0.273,0.141,0.163,0.05,0.113,0.052,0.053,0.047,0.049,0.047,0.049,0.049,0.05,0.052,0.05,0.053,0.05,0.052,0.049,0.045,0.045,0.046,0.045,0.05,0.051,0.053,0.052,0.051,0.051,0.05,0.051,0.047,0.046,0.046,0.045,0.051,0.052,0.053,0.051,0.051,0.051,0.051,0.052,0.048,0.046,0.045,0.045,0.047,0.059,0.066,0.06,0.049,0.051,0.051,0.054,0.049,0.049,0.045,0.046
24:00:11,0.118,0.048,0.05,0.051,0.049,0.049,0.048,0.048,0.047,0.047,0.049,0.045,0.05,0.049,0.049,0.052,0.05,0.052,0.049,0.05,0.048,0.05,0.046,0.047,0.049,0.049,0.198,0.05,0.051,0.052,0.05,0.05,0.048,0.047,0.046,0.047,0.049,0.322,0.269,0.29,0.05,0.214,0.052,0.053,0.046,0.049,0.047,0.049,0.05,0.05,0.052,0.051,0.054,0.05,0.052,0.049,0.045,0.045,0.046,0.045,0.05,0.051,0.053,0.053,0.051,0.051,0.05,0.051,0.047,0.046,0.046,0.045,0.051,0.052,0.053,0.052,0.052,0.05,0.051,0.052,0.048,0.046,0.045,0.045,0.047,0.07,0.06,0.087,0.049,0.05,0.051,0.053,0.049,0.049,0.045,0.045
28:00:11,0.286,0.048,0.051,0.052,0.05,0.05,0.051,0.048,0.047,0.047,0.049,0.046,0.051,0.049,0.049,0.052,0.05,0.053,0.049,0.05,0.048,0.05,0.046,0.047,0.049,0.05,0.23,0.051,0.052,0.055,0.051,0.051,0.048,0.048,0.046,0.047,0.049,0.342,0.343,0.298,0.05,0.291,0.052,0.053,0.047,0.049,0.047,0.049,0.05,0.051,0.052,0.052,0.054,0.051,0.053,0.05,0.045,0.046,0.046,0.045,0.051,0.052,0.054,0.056,0.051,0.051,0.05,0.051,0.047,0.046,0.045,0.045,0.052,0.052,0.053,0.052,0.052,0.051,0.051,0.052,0.048,0.046,0.045,0.045,0.046,0.065,0.074,0.111,0.05,0.051,0.051,0.053,0.049,0.049,0.045,0.046
32:00:12,0.447,0.05,0.051,0.054,0.051,0.052,0.068,0.048,0.047,0.047,0.049,0.045,0.052,0.05,0.051,0.054,0.051,0.056,0.049,0.051,0.047,0.05,0.046,0.047,0.05,0.052,0.258,0.055,0.053,0.062,0.052,0.052,0.048,0.047,0.046,0.047,0.051,0.338,0.251,0.266,0.052,0.358,0.053,0.054,0.047,0.049,0.047,0.049,0.052,0.053,0.054,0.055,0.057,0.052,0.057,0.051,0.045,0.045,0.046,0.045,0.053,0.054,0.057,0.062,0.052,0.052,0.052,0.053,0.046,0.046,0.046,0.045,0.052,0.054,0.055,0.055,0.054,0.053,0.053,0.053,0.048,0.046,0.045,0.045,0.047,0.112,0.138,0.119,0.05,0.052,0.051,0.053,0.049,0.049,0.045,0.046
36:00:14,0.489,0.067,0.057,0.06,0.056,0.059,0.127,0.051,0.047,0.047,0.049,0.045,0.058,0.052,0.059,0.061,0.054,0.065,0.051,0.057,0.047,0.049,0.046,0.047,0.054,0.058,0.275,0.068,0.059,0.079,0.059,0.058,0.047,0.047,0.046,0.047,0.056,0.345,0.279,0.305,0.057,0.34,0.056,0.057,0.047,0.049,0.047,0.049,0.057,0.058,0.063,0.065,0.064,0.057,0.067,0.057,0.045,0.045,0.046,0.045,0.059,0.063,0.068,0.078,0.057,0.057,0.055,0.061,0.046,0.046,0.045,0.045,0.055,0.061,0.062,0.063,0.059,0.062,0.059,0.055,0.048,0.045,0.045,0.045,0.049,0.081,0.108,0.185,0.056,0.058,0.054,0.057,0.049,0.049,0.045,0.045
