"","destination.plate","destination.row","destination.column","media.vol.ul"
"3220","90","C","12","240"
"3221","90","D","1","240"
"3222","90","D","12","240"
"3223","90","E","1","240"
"3224","90","E","12","240"
"3225","90","F","1","240"
"3226","90","F","12","240"
"3227","90","G","1","240"
"3228","90","G","12","240"
"3229","90","H","1","240"
"3230","90","H","2","240"
"3231","90","H","3","240"
"3232","90","H","4","240"
"3233","90","H","5","240"
"3234","90","H","6","240"
"3235","90","H","7","240"
"3236","90","H","8","240"
"3237","90","H","9","240"
"3238","90","H","10","240"
"3239","90","H","11","240"
"3240","90","H","12","240"
"3241","91","A","1","240"
"3242","91","A","2","240"
"3243","91","A","3","240"
"3244","91","A","4","240"
"3245","91","A","5","240"
"3246","91","A","6","240"
"3247","91","A","7","240"
"3248","91","A","8","240"
"3249","91","A","9","240"
"3250","91","A","10","240"
"3251","91","A","11","240"
"3252","91","A","12","240"
"3253","91","B","1","240"
"3254","91","B","12","240"
"3255","91","C","1","240"
"3256","91","C","12","240"
"3257","91","D","1","240"
"3258","91","D","12","240"
"3259","91","E","1","240"
"3260","91","E","12","240"
"3261","91","F","1","240"
"3262","91","F","12","240"
"3263","91","G","1","240"
"3264","91","G","12","240"
"3265","91","H","1","240"
"3266","91","H","2","240"
"3267","91","H","3","240"
"3268","91","H","4","240"
"3269","91","H","5","240"
"3270","91","H","6","240"
"3271","91","H","7","240"
"3272","91","H","8","240"
"3273","91","H","9","240"
"3274","91","H","10","240"
"3275","91","H","11","240"
"3276","91","H","12","240"
"3277","92","A","1","240"
"3278","92","A","2","240"
"3279","92","A","3","240"
"3280","92","A","4","240"
"3281","92","A","5","240"
"3282","92","A","6","240"
"3283","92","A","7","240"
"3284","92","A","8","240"
"3285","92","A","9","240"
"3286","92","A","10","240"
"3287","92","A","11","240"
"3288","92","A","12","240"
"3289","92","B","1","240"
"3290","92","B","12","240"
"3291","92","C","1","240"
"3292","92","C","12","240"
"3293","92","D","1","240"
"3294","92","D","12","240"
"3295","92","E","1","240"
"3296","92","E","12","240"
"3297","92","F","1","240"
"3298","92","F","12","240"
"3299","92","G","1","240"
"3300","92","G","12","240"
"3301","92","H","1","240"
"3302","92","H","2","240"
"3303","92","H","3","240"
"3304","92","H","4","240"
"3305","92","H","5","240"
"3306","92","H","6","240"
"3307","92","H","7","240"
"3308","92","H","8","240"
"3309","92","H","9","240"
"3310","92","H","10","240"
"3311","92","H","11","240"
"3312","92","H","12","240"
"3313","93","A","1","240"
"3314","93","A","2","240"
"3315","93","A","3","240"
"3316","93","A","4","240"
"3317","93","A","5","240"
"3318","93","A","6","240"
"3319","93","A","7","240"
"3320","93","A","8","240"
"3321","93","A","9","240"
"3322","93","A","10","240"
"3323","93","A","11","240"
"3324","93","A","12","240"
"3325","93","B","1","240"
"3326","93","B","12","240"
"3327","93","C","1","240"
"3328","93","C","12","240"
"3329","93","D","1","240"
"3330","93","D","12","240"
"3331","93","E","1","240"
"3332","93","E","12","240"
"3333","93","F","1","240"
"3334","93","F","12","240"
"3335","93","G","1","240"
"3336","93","G","12","240"
"3337","93","H","1","240"
"3338","93","H","2","240"
"3339","93","H","3","240"
"3340","93","H","4","240"
"3341","93","H","5","240"
"3342","93","H","6","240"
"3343","93","H","7","240"
"3344","93","H","8","240"
"3345","93","H","9","240"
"3346","93","H","10","240"
"3347","93","H","11","240"
"3348","93","H","12","240"
"3349","94","A","1","240"
"3350","94","A","2","240"
"3351","94","A","3","240"
"3352","94","A","4","240"
"3353","94","A","5","240"
"3354","94","A","6","240"
"3355","94","A","7","240"
"3356","94","A","8","240"
"3357","94","A","9","240"
"3358","94","A","10","240"
"3359","94","A","11","240"
"3360","94","A","12","240"
"3361","94","B","1","240"
"3362","94","B","12","240"
"3363","94","C","1","240"
"3364","94","C","12","240"
"3365","94","D","1","240"
"3366","94","D","12","240"
"3367","94","E","1","240"
"3368","94","E","12","240"
"3369","94","F","1","240"
"3370","94","F","12","240"
"3371","94","G","1","240"
"3372","94","G","12","240"
"3373","94","H","1","240"
"3374","94","H","2","240"
"3375","94","H","3","240"
"3376","94","H","4","240"
"3377","94","H","5","240"
"3378","94","H","6","240"
"3379","94","H","7","240"
"3380","94","H","8","240"
"3381","94","H","9","240"
"3382","94","H","10","240"
"3383","94","H","11","240"
"3384","94","H","12","240"
"3385","95","A","1","240"
"3386","95","A","2","240"
"3387","95","A","3","240"
"3388","95","A","4","240"
"3389","95","A","5","240"
"3390","95","A","6","240"
"3391","95","A","7","240"
"3392","95","A","8","240"
"3393","95","A","9","240"
"3394","95","A","10","240"
"3395","95","A","11","240"
"3396","95","A","12","240"
"3397","95","B","1","240"
"3398","95","B","12","240"
"3399","95","C","1","240"
"3400","95","C","12","240"
"3401","95","D","1","240"
"3402","95","D","12","240"
"3403","95","E","1","240"
"3404","95","E","12","240"
"3405","95","F","1","240"
"3406","95","F","12","240"
"3407","95","G","1","240"
"3408","95","G","12","240"
"3409","95","H","1","240"
"3410","95","H","2","240"
"3411","95","H","3","240"
"3412","95","H","4","240"
"3413","95","H","5","240"
"3414","95","H","6","240"
"3415","95","H","7","240"
"3416","95","H","8","240"
"3417","95","H","9","240"
"3418","95","H","10","240"
"3419","95","H","11","240"
"3420","95","H","12","240"
"3421","96","A","1","240"
"3422","96","A","2","240"
"3423","96","A","3","240"
"3424","96","A","4","240"
"3425","96","A","5","240"
"3426","96","A","6","240"
"3427","96","A","7","240"
"3428","96","A","8","240"
"3429","96","A","9","240"
"3430","96","A","10","240"
"3431","96","A","11","240"
"3432","96","A","12","240"
"3433","96","B","1","240"
"3434","96","B","12","240"
"3435","96","C","1","240"
"3436","96","C","12","240"
"3437","96","D","1","240"
"3438","96","D","12","240"
"3439","96","E","1","240"
"3440","96","E","12","240"
"3441","96","F","1","240"
"3442","96","F","12","240"
"3443","96","G","1","240"
"3444","96","G","12","240"
"3445","96","H","1","240"
"3446","96","H","2","240"
"3447","96","H","3","240"
"3448","96","H","4","240"
"3449","96","H","5","240"
"3450","96","H","6","240"
"3451","96","H","7","240"
"3452","96","H","8","240"
"3453","96","H","9","240"
"3454","96","H","10","240"
"3455","96","H","11","240"
"3456","96","H","12","240"
"3457","97","A","1","240"
"3458","97","A","2","240"
"3459","97","A","3","240"
"3460","97","A","4","240"
"3461","97","A","5","240"
"3462","97","A","6","240"
"3463","97","A","7","240"
"3464","97","A","8","240"
"3465","97","A","9","240"
"3466","97","A","10","240"
"3467","97","A","11","240"
"3468","97","A","12","240"
"3469","97","B","1","240"
"3470","97","B","12","240"
"3471","97","C","1","240"
"3472","97","C","12","240"
"3473","97","D","1","240"
"3474","97","D","12","240"
"3475","97","E","1","240"
"3476","97","E","12","240"
"3477","97","F","1","240"
"3478","97","F","12","240"
"3479","97","G","1","240"
"3480","97","G","12","240"
"3481","97","H","1","240"
"3482","97","H","2","240"
"3483","97","H","3","240"
"3484","97","H","4","240"
"3485","97","H","5","240"
"3486","97","H","6","240"
"3487","97","H","7","240"
"3488","97","H","8","240"
"3489","97","H","9","240"
"3490","97","H","10","240"
"3491","97","H","11","240"
"3492","97","H","12","240"
"3493","98","A","1","240"
"3494","98","A","2","240"
"3495","98","A","3","240"
"3496","98","A","4","240"
"3497","98","A","5","240"
"3498","98","A","6","240"
"3499","98","A","7","240"
"3500","98","A","8","240"
"3501","98","A","9","240"
"3502","98","A","10","240"
"3503","98","A","11","240"
"3504","98","A","12","240"
"3505","98","B","1","240"
"3506","98","B","12","240"
"3507","98","C","1","240"
"3508","98","C","12","240"
"3509","98","D","1","240"
"3510","98","D","12","240"
"3511","98","E","1","240"
"3512","98","E","12","240"
"3513","98","F","1","240"
"3514","98","F","12","240"
"3515","98","G","1","240"
"3516","98","G","12","240"
"3517","98","H","1","240"
"3518","98","H","2","240"
"3519","98","H","3","240"
"3520","98","H","4","240"
"3521","98","H","5","240"
"3522","98","H","6","240"
"3523","98","H","7","240"
"3524","98","H","8","240"
"3525","98","H","9","240"
"3526","98","H","10","240"
"3527","98","H","11","240"
"3528","98","H","12","240"
"3529","99","A","1","240"
"3530","99","A","2","240"
"3531","99","A","3","240"
"3532","99","A","4","240"
"3533","99","A","5","240"
"3534","99","A","6","240"
"3535","99","A","7","240"
"3536","99","A","8","240"
"3537","99","A","9","240"
"3538","99","A","10","240"
"3539","99","A","11","240"
"3540","99","A","12","240"
"3541","99","B","1","240"
"3542","99","B","12","240"
"3543","99","C","1","240"
"3544","99","C","12","240"
"3545","99","D","1","240"
"3546","99","D","12","240"
"3547","99","E","1","240"
"3548","99","E","12","240"
"3549","99","F","1","240"
"3550","99","F","12","240"
"3551","99","G","1","240"
"3552","99","G","12","240"
"3553","99","H","1","240"
"3554","99","H","2","240"
"3555","99","H","3","240"
"3556","99","H","4","240"
"3557","99","H","5","240"
"3558","99","H","6","240"
"3559","99","H","7","240"
"3560","99","H","8","240"
"3561","99","H","9","240"
"3562","99","H","10","240"
"3563","99","H","11","240"
"3564","99","H","12","240"
"3565","100","A","1","240"
"3566","100","A","2","240"
"3567","100","A","3","240"
"3568","100","A","4","240"
"3569","100","A","5","240"
"3570","100","A","6","240"
"3571","100","A","7","240"
"3572","100","A","8","240"
"3573","100","A","9","240"
"3574","100","A","10","240"
"3575","100","A","11","240"
"3576","100","A","12","240"
"3577","100","B","1","240"
"3578","100","B","12","240"
"3579","100","C","1","240"
"3580","100","C","12","240"
"3581","100","D","1","240"
"3582","100","D","12","240"
"3583","100","E","1","240"
"3584","100","E","12","240"
"3585","100","F","1","240"
"3586","100","F","12","240"
"3587","100","G","1","240"
"3588","100","G","12","240"
"3589","100","H","1","240"
"3590","100","H","2","240"
"3591","100","H","3","240"
"3592","100","H","4","240"
"3593","100","H","5","240"
"3594","100","H","6","240"
"3595","100","H","7","240"
"3596","100","H","8","240"
"3597","100","H","9","240"
"3598","100","H","10","240"
"3599","100","H","11","240"
"3600","100","H","12","240"
"3601","101","A","1","240"
"3602","101","A","2","240"
"3603","101","A","3","240"
"3604","101","A","4","240"
"3605","101","A","5","240"
"3606","101","A","6","240"
"3607","101","A","7","240"
"3608","101","A","8","240"
"3609","101","A","9","240"
"3610","101","A","10","240"
"3611","101","A","11","240"
"3612","101","A","12","240"
"3613","101","B","1","240"
"3614","101","B","12","240"
"3615","101","C","1","240"
"3616","101","C","12","240"
"3617","101","D","1","240"
"3618","101","D","12","240"
"3619","101","E","1","240"
"3620","101","E","12","240"
"3621","101","F","1","240"
"3622","101","F","12","240"
"3623","101","G","1","240"
"3624","101","G","12","240"
"3625","101","H","1","240"
"3626","101","H","2","240"
"3627","101","H","3","240"
"3628","101","H","4","240"
"3629","101","H","5","240"
"3630","101","H","6","240"
"3631","101","H","7","240"
"3632","101","H","8","240"
"3633","101","H","9","240"
"3634","101","H","10","240"
"3635","101","H","11","240"
"3636","101","H","12","240"
"3637","102","A","1","240"
"3638","102","A","2","240"
"3639","102","A","3","240"
"3640","102","A","4","240"
"3641","102","A","5","240"
"3642","102","A","6","240"
"3643","102","A","7","240"
"3644","102","A","8","240"
"3645","102","A","9","240"
"3646","102","A","10","240"
"3647","102","A","11","240"
"3648","102","A","12","240"
"3649","102","B","1","240"
"3650","102","B","12","240"
"3651","102","C","1","240"
"3652","102","C","12","240"
"3653","102","D","1","240"
"3654","102","D","12","240"
"3655","102","E","1","240"
"3656","102","E","12","240"
"3657","102","F","1","240"
"3658","102","F","12","240"
"3659","102","G","1","240"
"3660","102","G","12","240"
"3661","102","H","1","240"
"3662","102","H","2","240"
"3663","102","H","3","240"
"3664","102","H","4","240"
"3665","102","H","5","240"
"3666","102","H","6","240"
"3667","102","H","7","240"
"3668","102","H","8","240"
"3669","102","H","9","240"
"3670","102","H","10","240"
"3671","102","H","11","240"
"3672","102","H","12","240"
"3673","103","A","1","240"
"3674","103","A","2","240"
"3675","103","A","3","240"
"3676","103","A","4","240"
"3677","103","A","5","240"
"3678","103","A","6","240"
"3679","103","A","7","240"
"3680","103","A","8","240"
"3681","103","A","9","240"
"3682","103","A","10","240"
"3683","103","A","11","240"
"3684","103","A","12","240"
"3685","103","B","1","240"
"3686","103","B","12","240"
"3687","103","C","1","240"
"3688","103","C","12","240"
"3689","103","D","1","240"
"3690","103","D","12","240"
"3691","103","E","1","240"
"3692","103","E","12","240"
"3693","103","F","1","240"
"3694","103","F","12","240"
"3695","103","G","1","240"
"3696","103","G","12","240"
"3697","103","H","1","240"
"3698","103","H","2","240"
"3699","103","H","3","240"
"3700","103","H","4","240"
"3701","103","H","5","240"
"3702","103","H","6","240"
"3703","103","H","7","240"
"3704","103","H","8","240"
"3705","103","H","9","240"
"3706","103","H","10","240"
"3707","103","H","11","240"
"3708","103","H","12","240"
"3709","104","A","1","240"
"3710","104","A","2","240"
"3711","104","A","3","240"
"3712","104","A","4","240"
"3713","104","A","5","240"
"3714","104","A","6","240"
"3715","104","A","7","240"
"3716","104","A","8","240"
"3717","104","A","9","240"
"3718","104","A","10","240"
"3719","104","A","11","240"
"3720","104","A","12","240"
"3721","104","B","1","240"
"3722","104","B","12","240"
"3723","104","C","1","240"
"3724","104","C","12","240"
"3725","104","D","1","240"
"3726","104","D","12","240"
"3727","104","E","1","240"
"3728","104","E","12","240"
"3729","104","F","1","240"
"3730","104","F","12","240"
"3731","104","G","1","240"
"3732","104","G","12","240"
"3733","104","H","1","240"
"3734","104","H","2","240"
"3735","104","H","3","240"
"3736","104","H","4","240"
"3737","104","H","5","240"
"3738","104","H","6","240"
"3739","104","H","7","240"
"3740","104","H","8","240"
"3741","104","H","9","240"
"3742","104","H","10","240"
"3743","104","H","11","240"
"3744","104","H","12","240"
"3745","105","A","1","240"
"3746","105","A","2","240"
"3747","105","A","3","240"
"3748","105","A","4","240"
"3749","105","A","5","240"
"3750","105","A","6","240"
"3751","105","A","7","240"
"3752","105","A","8","240"
"3753","105","A","9","240"
"3754","105","A","10","240"
"3755","105","A","11","240"
"3756","105","A","12","240"
"3757","105","B","1","240"
"3758","105","B","12","240"
"3759","105","C","1","240"
"3760","105","C","12","240"
"3761","105","D","1","240"
"3762","105","D","12","240"
"3763","105","E","1","240"
"3764","105","E","12","240"
"3765","105","F","1","240"
"3766","105","F","12","240"
"3767","105","G","1","240"
"3768","105","G","12","240"
"3769","105","H","1","240"
"3770","105","H","2","240"
"3771","105","H","3","240"
"3772","105","H","4","240"
"3773","105","H","5","240"
"3774","105","H","6","240"
"3775","105","H","7","240"
"3776","105","H","8","240"
"3777","105","H","9","240"
"3778","105","H","10","240"
"3779","105","H","11","240"
"3780","105","H","12","240"
"3781","106","A","1","240"
"3782","106","A","2","240"
"3783","106","A","3","240"
"3784","106","A","4","240"
"3785","106","A","5","240"
"3786","106","A","6","240"
"3787","106","A","7","240"
"3788","106","A","8","240"
"3789","106","A","9","240"
"3790","106","A","10","240"
"3791","106","A","11","240"
"3792","106","A","12","240"
"3793","106","B","1","240"
"3794","106","B","12","240"
"3795","106","C","1","240"
"3796","106","C","12","240"
"3797","106","D","1","240"
"3798","106","D","12","240"
"3799","106","E","1","240"
"3800","106","E","12","240"
"3801","106","F","1","240"
"3802","106","F","12","240"
"3803","106","G","1","240"
"3804","106","G","12","240"
"3805","106","H","1","240"
"3806","106","H","2","240"
"3807","106","H","3","240"
"3808","106","H","4","240"
"3809","106","H","5","240"
"3810","106","H","6","240"
"3811","106","H","7","240"
"3812","106","H","8","240"
"3813","106","H","9","240"
"3814","106","H","10","240"
"3815","106","H","11","240"
"3816","106","H","12","240"
"3817","107","A","1","240"
"3818","107","A","2","240"
"3819","107","A","3","240"
"3820","107","A","4","240"
"3821","107","A","5","240"
"3822","107","A","6","240"
"3823","107","A","7","240"
"3824","107","A","8","240"
"3825","107","A","9","240"
"3826","107","A","10","240"
"3827","107","A","11","240"
"3828","107","A","12","240"
"3829","107","B","1","240"
"3830","107","B","12","240"
"3831","107","C","1","240"
"3832","107","C","12","240"
"3833","107","D","1","240"
"3834","107","D","12","240"
"3835","107","E","1","240"
"3836","107","E","12","240"
"3837","107","F","1","240"
"3838","107","F","12","240"
"3839","107","G","1","240"
"3840","107","G","12","240"
"3841","107","H","1","240"
"3842","107","H","2","240"
"3843","107","H","3","240"
"3844","107","H","4","240"
"3845","107","H","5","240"
"3846","107","H","6","240"
"3847","107","H","7","240"
"3848","107","H","8","240"
"3849","107","H","9","240"
"3850","107","H","10","240"
"3851","107","H","11","240"
"3852","107","H","12","240"
"3853","108","A","1","240"
"3854","108","A","2","240"
"3855","108","A","3","240"
"3856","108","A","4","240"
"3857","108","A","5","240"
"3858","108","A","6","240"
"3859","108","A","7","240"
"3860","108","A","8","240"
"3861","108","A","9","240"
"3862","108","A","10","240"
"3863","108","A","11","240"
"3864","108","A","12","240"
"3865","108","B","1","240"
"3866","108","B","12","240"
"3867","108","C","1","240"
"3868","108","C","12","240"
"3869","108","D","1","240"
"3870","108","D","12","240"
"3871","108","E","1","240"
"3872","108","E","12","240"
"3873","108","F","1","240"
"3874","108","F","12","240"
"3875","108","G","1","240"
"3876","108","G","12","240"
"3877","108","H","1","240"
"3878","108","H","2","240"
"3879","108","H","3","240"
"3880","108","H","4","240"
"3881","108","H","5","240"
"3882","108","H","6","240"
"3883","108","H","7","240"
"3884","108","H","8","240"
"3885","108","H","9","240"
"3886","108","H","10","240"
"3887","108","H","11","240"
"3888","108","H","12","240"
"3889","109","A","1","240"
"3890","109","A","2","240"
"3891","109","A","3","240"
"3892","109","A","4","240"
"3893","109","A","5","240"
"3894","109","A","6","240"
"3895","109","A","7","240"
"3896","109","A","8","240"
"3897","109","A","9","240"
"3898","109","A","10","240"
"3899","109","A","11","240"
"3900","109","A","12","240"
"3901","109","B","1","240"
"3902","109","B","12","240"
"3903","109","C","1","240"
"3904","109","C","12","240"
"3905","109","D","1","240"
"3906","109","D","12","240"
"3907","109","E","1","240"
"3908","109","E","12","240"
"3909","109","F","1","240"
"3910","109","F","12","240"
"3911","109","G","1","240"
"3912","109","G","12","240"
"3913","109","H","1","240"
"3914","109","H","2","240"
"3915","109","H","3","240"
"3916","109","H","4","240"
"3917","109","H","5","240"
"3918","109","H","6","240"
"3919","109","H","7","240"
"3920","109","H","8","240"
"3921","109","H","9","240"
"3922","109","H","10","240"
"3923","109","H","11","240"
"3924","109","H","12","240"
"3925","110","A","1","240"
"3926","110","A","2","240"
"3927","110","A","3","240"
"3928","110","A","4","240"
"3929","110","A","5","240"
"3930","110","A","6","240"
"3931","110","A","7","240"
"3932","110","A","8","240"
"3933","110","A","9","240"
"3934","110","A","10","240"
"3935","110","A","11","240"
"3936","110","A","12","240"
"3937","110","B","1","240"
"3938","110","B","12","240"
"3939","110","C","1","240"
"3940","110","C","12","240"
"3941","110","D","1","240"
"3942","110","D","12","240"
"3943","110","E","1","240"
"3944","110","E","12","240"
"3945","110","F","1","240"
"3946","110","F","12","240"
"3947","110","G","1","240"
"3948","110","G","12","240"
"3949","110","H","1","240"
"3950","110","H","2","240"
"3951","110","H","3","240"
"3952","110","H","4","240"
"3953","110","H","5","240"
"3954","110","H","6","240"
"3955","110","H","7","240"
"3956","110","H","8","240"
"3957","110","H","9","240"
"3958","110","H","10","240"
"3959","110","H","11","240"
"3960","110","H","12","240"
"3961","111","A","1","240"
"3962","111","A","2","240"
"3963","111","A","3","240"
"3964","111","A","4","240"
"3965","111","A","5","240"
"3966","111","A","6","240"
"3967","111","A","7","240"
"3968","111","A","8","240"
"3969","111","A","9","240"
"3970","111","A","10","240"
"3971","111","A","11","240"
"3972","111","A","12","240"
"3973","111","B","1","240"
"3974","111","B","12","240"
"3975","111","C","1","240"
"3976","111","C","12","240"
"3977","111","D","1","240"
"3978","111","D","12","240"
"3979","111","E","1","240"
"3980","111","E","12","240"
"3981","111","F","1","240"
"3982","111","F","12","240"
"3983","111","G","1","240"
"3984","111","G","12","240"
"3985","111","H","1","240"
"3986","111","H","2","240"
"3987","111","H","3","240"
"3988","111","H","4","240"
"3989","111","H","5","240"
"3990","111","H","6","240"
"3991","111","H","7","240"
"3992","111","H","8","240"
"3993","111","H","9","240"
"3994","111","H","10","240"
"3995","111","H","11","240"
"3996","111","H","12","240"
"3997","112","A","1","240"
"3998","112","A","2","240"
"3999","112","A","3","240"
"4000","112","A","4","240"
"4001","112","A","5","240"
"4002","112","A","6","240"
"4003","112","A","7","240"
"4004","112","A","8","240"
"4005","112","A","9","240"
"4006","112","A","10","240"
"4007","112","A","11","240"
"4008","112","A","12","240"
"4009","112","B","1","240"
"4010","112","B","12","240"
"4011","112","C","1","240"
"4012","112","C","12","240"
"4013","112","D","1","240"
"4014","112","D","12","240"
"4015","112","E","1","240"
"4016","112","E","12","240"
"4017","112","F","1","240"
"4018","112","F","12","240"
"4019","112","G","1","240"
"4020","112","G","12","240"
"4021","112","H","1","240"
"4022","112","H","2","240"
"4023","112","H","3","240"
"4024","112","H","4","240"
"4025","112","H","5","240"
"4026","112","H","6","240"
"4027","112","H","7","240"
"4028","112","H","8","240"
"4029","112","H","9","240"
"4030","112","H","10","240"
"4031","112","H","11","240"
"4032","112","H","12","240"
"4033","113","A","1","240"
"4034","113","A","2","240"
"4035","113","A","3","240"
"4036","113","A","4","240"
"4037","113","A","5","240"
"4038","113","A","6","240"
"4039","113","A","7","240"
"4040","113","A","8","240"
"4041","113","A","9","240"
"4042","113","A","10","240"
"4043","113","A","11","240"
"4044","113","A","12","240"
"4045","113","B","1","240"
"4046","113","B","12","240"
"4047","113","C","1","240"
"4048","113","C","12","240"
"4049","113","D","1","240"
"4050","113","D","12","240"
"4051","113","E","1","240"
"4052","113","E","12","240"
"4053","113","F","1","240"
"4054","113","F","12","240"
"4055","113","G","1","240"
"4056","113","G","12","240"
"4057","113","H","1","240"
"4058","113","H","2","240"
"4059","113","H","3","240"
"4060","113","H","4","240"
"4061","113","H","5","240"
"4062","113","H","6","240"
"4063","113","H","7","240"
"4064","113","H","8","240"
"4065","113","H","9","240"
"4066","113","H","10","240"
"4067","113","H","11","240"
"4068","113","H","12","240"
"4069","114","A","1","240"
"4070","114","A","2","240"
"4071","114","A","3","240"
"4072","114","A","4","240"
"4073","114","A","5","240"
"4074","114","A","6","240"
"4075","114","A","7","240"
"4076","114","A","8","240"
"4077","114","A","9","240"
"4078","114","A","10","240"
"4079","114","A","11","240"
"4080","114","A","12","240"
"4081","114","B","1","240"
"4082","114","B","12","240"
"4083","114","C","1","240"
"4084","114","C","12","240"
"4085","114","D","1","240"
"4086","114","D","12","240"
"4087","114","E","1","240"
"4088","114","E","12","240"
"4089","114","F","1","240"
"4090","114","F","12","240"
"4091","114","G","1","240"
"4092","114","G","12","240"
"4093","114","H","1","240"
"4094","114","H","2","240"
"4095","114","H","3","240"
"4096","114","H","4","240"
"4097","114","H","5","240"
"4098","114","H","6","240"
"4099","114","H","7","240"
"4100","114","H","8","240"
"4101","114","H","9","240"
"4102","114","H","10","240"
"4103","114","H","11","240"
"4104","114","H","12","240"
"4105","115","A","1","240"
"4106","115","A","2","240"
"4107","115","A","3","240"
"4108","115","A","4","240"
"4109","115","A","5","240"
"4110","115","A","6","240"
"4111","115","A","7","240"
"4112","115","A","8","240"
"4113","115","A","9","240"
"4114","115","A","10","240"
"4115","115","A","11","240"
"4116","115","A","12","240"
"4117","115","B","1","240"
"4118","115","B","12","240"
"4119","115","C","1","240"
"4120","115","C","12","240"
"4121","115","D","1","240"
"4122","115","D","12","240"
"4123","115","E","1","240"
"4124","115","E","12","240"
"4125","115","F","1","240"
"4126","115","F","12","240"
"4127","115","G","1","240"
"4128","115","G","12","240"
"4129","115","H","1","240"
"4130","115","H","2","240"
"4131","115","H","3","240"
"4132","115","H","4","240"
"4133","115","H","5","240"
"4134","115","H","6","240"
"4135","115","H","7","240"
"4136","115","H","8","240"
"4137","115","H","9","240"
"4138","115","H","10","240"
"4139","115","H","11","240"
"4140","115","H","12","240"
"4141","116","A","1","240"
"4142","116","A","2","240"
"4143","116","A","3","240"
"4144","116","A","4","240"
"4145","116","A","5","240"
"4146","116","A","6","240"
"4147","116","A","7","240"
"4148","116","A","8","240"
"4149","116","A","9","240"
"4150","116","A","10","240"
"4151","116","A","11","240"
"4152","116","A","12","240"
"4153","116","B","1","240"
"4154","116","B","12","240"
"4155","116","C","1","240"
"4156","116","C","12","240"
"4157","116","D","1","240"
"4158","116","D","12","240"
"4159","116","E","1","240"
"4160","116","E","12","240"
"4161","116","F","1","240"
"4162","116","F","12","240"
"4163","116","G","1","240"
"4164","116","G","12","240"
"4165","116","H","1","240"
"4166","116","H","2","240"
"4167","116","H","3","240"
"4168","116","H","4","240"
"4169","116","H","5","240"
"4170","116","H","6","240"
"4171","116","H","7","240"
"4172","116","H","8","240"
"4173","116","H","9","240"
"4174","116","H","10","240"
"4175","116","H","11","240"
"4176","116","H","12","240"
"4177","117","A","1","240"
"4178","117","A","2","240"
"4179","117","A","3","240"
"4180","117","A","4","240"
"4181","117","A","5","240"
"4182","117","A","6","240"
"4183","117","A","7","240"
"4184","117","A","8","240"
"4185","117","A","9","240"
"4186","117","A","10","240"
"4187","117","A","11","240"
"4188","117","A","12","240"
"4189","117","B","1","240"
"4190","117","B","12","240"
"4191","117","C","1","240"
"4192","117","C","12","240"
"4193","117","D","1","240"
"4194","117","D","12","240"
"4195","117","E","1","240"
"4196","117","E","12","240"
"4197","117","F","1","240"
"4198","117","F","12","240"
"4199","117","G","1","240"
"4200","117","G","12","240"
"4201","117","H","1","240"
"4202","117","H","2","240"
"4203","117","H","3","240"
"4204","117","H","4","240"
"4205","117","H","5","240"
"4206","117","H","6","240"
"4207","117","H","7","240"
"4208","117","H","8","240"
"4209","117","H","9","240"
"4210","117","H","10","240"
"4211","117","H","11","240"
"4212","117","H","12","240"
"4213","118","A","1","240"
"4214","118","A","2","240"
"4215","118","A","3","240"
"4216","118","A","4","240"
"4217","118","A","5","240"
"4218","118","A","6","240"
"4219","118","A","7","240"
"4220","118","A","8","240"
"4221","118","A","9","240"
"4222","118","A","10","240"
"4223","118","A","11","240"
"4224","118","A","12","240"
"4225","118","B","1","240"
"4226","118","B","12","240"
"4227","118","C","1","240"
"4228","118","C","12","240"
"4229","118","D","1","240"
"4230","118","D","12","240"
"4231","118","E","1","240"
"4232","118","E","12","240"
"4233","118","F","1","240"
"4234","118","F","12","240"
"4235","118","G","1","240"
"4236","118","G","12","240"
"4237","118","H","1","240"
"4238","118","H","2","240"
"4239","118","H","3","240"
"4240","118","H","4","240"
"4241","118","H","5","240"
"4242","118","H","6","240"
"4243","118","H","7","240"
"4244","118","H","8","240"
"4245","118","H","9","240"
"4246","118","H","10","240"
"4247","118","H","11","240"
"4248","118","H","12","240"
"4249","119","A","1","240"
"4250","119","A","2","240"
"4251","119","A","3","240"
"4252","119","A","4","240"
"4253","119","A","5","240"
"4254","119","A","6","240"
"4255","119","A","7","240"
"4256","119","A","8","240"
"4257","119","A","9","240"
"4258","119","A","10","240"
"4259","119","A","11","240"
"4260","119","A","12","240"
"4261","119","B","1","240"
"4262","119","B","12","240"
"4263","119","C","1","240"
"4264","119","C","12","240"
"4265","119","D","1","240"
"4266","119","D","12","240"
"4267","119","E","1","240"
"4268","119","E","12","240"
"4269","119","F","1","240"
"4270","119","F","12","240"
"4271","119","G","1","240"
"4272","119","G","12","240"
"4273","119","H","1","240"
"4274","119","H","2","240"
"4275","119","H","3","240"
"4276","119","H","4","240"
"4277","119","H","5","240"
"4278","119","H","6","240"
"4279","119","H","7","240"
"4280","119","H","8","240"
"4281","119","H","9","240"
"4282","119","H","10","240"
"4283","119","H","11","240"
"4284","119","H","12","240"
"4285","120","A","1","240"
"4286","120","A","2","240"
"4287","120","A","3","240"
"4288","120","A","4","240"
"4289","120","A","5","240"
"4290","120","A","6","240"
"4291","120","A","7","240"
"4292","120","A","8","240"
"4293","120","A","9","240"
