ID,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,Dest.Column,Dest.Row,Dest.Plate
,1,2,3,,5,,7,8,5,D,24
,1,2,3,,,6,7,8,5,E,24
,1,2,,4,5,6,7,,5,F,24
,1,2,,4,5,6,,8,5,G,24
,1,2,,4,5,,7,8,5,H,24
,1,2,,4,,6,7,8,6,A,24
,1,2,,,5,6,7,8,6,B,24
,1,,3,4,5,6,7,,6,C,24
,1,,3,4,5,6,,8,6,D,24
,1,,3,4,5,,7,8,6,E,24
,1,,3,4,,6,7,8,6,F,24
,1,,3,,5,6,7,8,6,G,24
,1,,,4,5,6,7,8,6,H,24
,,2,3,4,5,6,7,,7,A,24
,,2,3,4,5,6,,8,7,B,24
,,2,3,4,5,,7,8,7,C,24
,,2,3,4,,6,7,8,7,D,24
,,2,3,,5,6,7,8,7,E,24
,,2,,4,5,6,7,8,7,F,24
,,,3,4,5,6,7,8,7,G,24
,1,2,3,4,5,6,7,,7,H,24
,1,2,3,4,5,6,,8,8,A,24
,1,2,3,4,5,,7,8,8,B,24
,1,2,3,4,,6,7,8,8,C,24
,1,2,3,,5,6,7,8,8,D,24
,1,2,,4,5,6,7,8,8,E,24
,1,,3,4,5,6,7,8,8,F,24
,,2,3,4,5,6,7,8,8,G,24
,1,2,3,4,5,6,7,8,8,H,24
