ID,SP1,SP2,SP3,SP4,SP5,SP6,SP7,SP8,Dest.Column,Dest.Row,Dest.Plate
,,2,3,4,,,,,8,C,16
,,2,3,,5,,,,8,D,16
,,2,3,,,6,,,8,E,16
,,2,3,,,,7,,8,F,16
,,2,3,,,,,8,8,G,16
,,2,,4,5,,,,8,H,16
,,2,,4,,6,,,9,A,16
,,2,,4,,,7,,9,B,16
,,2,,4,,,,8,9,C,16
,,2,,,5,6,,,9,D,16
,,2,,,5,,7,,9,E,16
,,2,,,5,,,8,9,F,16
,,2,,,,6,7,,9,G,16
,,2,,,,6,,8,9,H,16
,,2,,,,,7,8,10,A,16
,,,3,4,5,,,,10,B,16
,,,3,4,,6,,,10,C,16
,,,3,4,,,7,,10,D,16
,,,3,4,,,,8,10,E,16
,,,3,,5,6,,,10,F,16
,,,3,,5,,7,,10,G,16
,,,3,,5,,,8,10,H,16
,,,3,,,6,7,,11,A,16
,,,3,,,6,,8,11,B,16
,,,3,,,,7,8,11,C,16
,,,,4,5,6,,,11,D,16
,,,,4,5,,7,,11,E,16
,,,,4,5,,,8,11,F,16
,,,,4,,6,7,,11,G,16
,,,,4,,6,,8,11,H,16
,,,,4,,,7,8,12,A,16
,,,,,5,6,7,,12,B,16
,,,,,5,6,,8,12,C,16
,,,,,5,,7,8,12,D,16
,,,,,,6,7,8,12,E,16
,1,2,3,4,,,,,12,F,16
,1,2,3,,5,,,,12,G,16
,1,2,3,,,6,,,12,H,16
,1,2,3,,,,7,,1,A,17
,1,2,3,,,,,8,1,B,17
,1,2,,4,5,,,,1,C,17
,1,2,,4,,6,,,1,D,17
,1,2,,4,,,7,,1,E,17
,1,2,,4,,,,8,1,F,17
,1,2,,,5,6,,,1,G,17
,1,2,,,5,,7,,1,H,17
,1,2,,,5,,,8,2,A,17
,1,2,,,,6,7,,2,B,17
,1,2,,,,6,,8,2,C,17
,1,2,,,,,7,8,2,D,17
,1,,3,4,5,,,,2,E,17
,1,,3,4,,6,,,2,F,17
,1,,3,4,,,7,,2,G,17
,1,,3,4,,,,8,2,H,17
,1,,3,,5,6,,,3,A,17
,1,,3,,5,,7,,3,B,17
,1,,3,,5,,,8,3,C,17
,1,,3,,,6,7,,3,D,17
,1,,3,,,6,,8,3,E,17
,1,,3,,,,7,8,3,F,17
,1,,,4,5,6,,,3,G,17
,1,,,4,5,,7,,3,H,17
,1,,,4,5,,,8,4,A,17
,1,,,4,,6,7,,4,B,17
,1,,,4,,6,,8,4,C,17
,1,,,4,,,7,8,4,D,17
,1,,,,5,6,7,,4,E,17
,1,,,,5,6,,8,4,F,17
,1,,,,5,,7,8,4,G,17
,1,,,,,6,7,8,4,H,17
,,2,3,4,5,,,,5,A,17
,,2,3,4,,6,,,5,B,17
,,2,3,4,,,7,,5,C,17
,,2,3,4,,,,8,5,D,17
,,2,3,,5,6,,,5,E,17
,,2,3,,5,,7,,5,F,17
,,2,3,,5,,,8,5,G,17
,,2,3,,,6,7,,5,H,17
,,2,3,,,6,,8,6,A,17
,,2,3,,,,7,8,6,B,17
,,2,,4,5,6,,,6,C,17
,,2,,4,5,,7,,6,D,17
,,2,,4,5,,,8,6,E,17
,,2,,4,,6,7,,6,F,17
,,2,,4,,6,,8,6,G,17
,,2,,4,,,7,8,6,H,17
,,2,,,5,6,7,,7,A,17
,,2,,,5,6,,8,7,B,17
,,2,,,5,,7,8,7,C,17
,,2,,,,6,7,8,7,D,17
,,,3,4,5,6,,,7,E,17
,,,3,4,5,,7,,7,F,17
,,,3,4,5,,,8,7,G,17
,,,3,4,,6,7,,7,H,17
,,,3,4,,6,,8,8,A,17
,,,3,4,,,7,8,8,B,17
,,,3,,5,6,7,,8,C,17
,,,3,,5,6,,8,8,D,17
,,,3,,5,,7,8,8,E,17
,,,3,,,6,7,8,8,F,17
,,,,4,5,6,7,,8,G,17
,,,,4,5,6,,8,8,H,17
,,,,4,5,,7,8,9,A,17
,,,,4,,6,7,8,9,B,17
,,,,,5,6,7,8,9,C,17
,1,2,3,4,5,,,,9,D,17
,1,2,3,4,,6,,,9,E,17
,1,2,3,4,,,7,,9,F,17
,1,2,3,4,,,,8,9,G,17
,1,2,3,,5,6,,,9,H,17
,1,2,3,,5,,7,,10,A,17
,1,2,3,,5,,,8,10,B,17
,1,2,3,,,6,7,,10,C,17
,1,2,3,,,6,,8,10,D,17
,1,2,3,,,,7,8,10,E,17
,1,2,,4,5,6,,,10,F,17
,1,2,,4,5,,7,,10,G,17
,1,2,,4,5,,,8,10,H,17
,1,2,,4,,6,7,,11,A,17
,1,2,,4,,6,,8,11,B,17
,1,2,,4,,,7,8,11,C,17
,1,2,,,5,6,7,,11,D,17
,1,2,,,5,6,,8,11,E,17
,1,2,,,5,,7,8,11,F,17
,1,2,,,,6,7,8,11,G,17
,1,,3,4,5,6,,,11,H,17
,1,,3,4,5,,7,,12,A,17
,1,,3,4,5,,,8,12,B,17
,1,,3,4,,6,7,,12,C,17
,1,,3,4,,6,,8,12,D,17
,1,,3,4,,,7,8,12,E,17
,1,,3,,5,6,7,,12,F,17
,1,,3,,5,6,,8,12,G,17
,1,,3,,5,,7,8,12,H,17
,1,,3,,,6,7,8,1,A,18
,1,,,4,5,6,7,,1,B,18
,1,,,4,5,6,,8,1,C,18
,1,,,4,5,,7,8,1,D,18
,1,,,4,,6,7,8,1,E,18
,1,,,,5,6,7,8,1,F,18
,,2,3,4,5,6,,,1,G,18
,,2,3,4,5,,7,,1,H,18
,,2,3,4,5,,,8,2,A,18
,,2,3,4,,6,7,,2,B,18
,,2,3,4,,6,,8,2,C,18
,,2,3,4,,,7,8,2,D,18
,,2,3,,5,6,7,,2,E,18
,,2,3,,5,6,,8,2,F,18
,,2,3,,5,,7,8,2,G,18
,,2,3,,,6,7,8,2,H,18
,,2,,4,5,6,7,,3,A,18
,,2,,4,5,6,,8,3,B,18
,,2,,4,5,,7,8,3,C,18
,,2,,4,,6,7,8,3,D,18
,,2,,,5,6,7,8,3,E,18
,,,3,4,5,6,7,,3,F,18
,,,3,4,5,6,,8,3,G,18
,,,3,4,5,,7,8,3,H,18
,,,3,4,,6,7,8,4,A,18
,,,3,,5,6,7,8,4,B,18
,,,,4,5,6,7,8,4,C,18
,1,2,3,4,5,6,,,4,D,18
,1,2,3,4,5,,7,,4,E,18
,1,2,3,4,5,,,8,4,F,18
,1,2,3,4,,6,7,,4,G,18
,1,2,3,4,,6,,8,4,H,18
,1,2,3,4,,,7,8,5,A,18
,1,2,3,,5,6,7,,5,B,18
,1,2,3,,5,6,,8,5,C,18
,1,2,3,,5,,7,8,5,D,18
,1,2,3,,,6,7,8,5,E,18
,1,2,,4,5,6,7,,5,F,18
,1,2,,4,5,6,,8,5,G,18
,1,2,,4,5,,7,8,5,H,18
,1,2,,4,,6,7,8,6,A,18
,1,2,,,5,6,7,8,6,B,18
,1,,3,4,5,6,7,,6,C,18
,1,,3,4,5,6,,8,6,D,18
,1,,3,4,5,,7,8,6,E,18
,1,,3,4,,6,7,8,6,F,18
,1,,3,,5,6,7,8,6,G,18
,1,,,4,5,6,7,8,6,H,18
,,2,3,4,5,6,7,,7,A,18
,,2,3,4,5,6,,8,7,B,18
,,2,3,4,5,,7,8,7,C,18
,,2,3,4,,6,7,8,7,D,18
,,2,3,,5,6,7,8,7,E,18
,,2,,4,5,6,7,8,7,F,18
,,,3,4,5,6,7,8,7,G,18
,1,2,3,4,5,6,7,,7,H,18
,1,2,3,4,5,6,,8,8,A,18
,1,2,3,4,5,,7,8,8,B,18
,1,2,3,4,,6,7,8,8,C,18
,1,2,3,,5,6,7,8,8,D,18
,1,2,,4,5,6,7,8,8,E,18
,1,,3,4,5,6,7,8,8,F,18
,,2,3,4,5,6,7,8,8,G,18
,1,2,3,4,5,6,7,8,8,H,18
,,,,,,,,,9,A,18
,,,,,,,,,9,B,18
,,,,,,,,,9,C,18
,,,,,,,,,9,D,18
,,,,,,,,,9,E,18
,,,,,,,,,9,F,18
,,,,,,,,,9,G,18
,,,,,,,,,9,H,18
,,,,,,,,,10,A,18
,,,,,,,,,10,B,18
,,,,,,,,,10,C,18
,,,,,,,,,10,D,18
,,,,,,,,,10,E,18
,,,,,,,,,10,F,18
,,,,,,,,,10,G,18
,,,,,,,,,10,H,18
,,,,,,,,,11,A,18
,,,,,,,,,11,B,18
,,,,,,,,,11,C,18
,,,,,,,,,11,D,18
,,,,,,,,,11,E,18
,,,,,,,,,11,F,18
,,,,,,,,,11,G,18
,,,,,,,,,11,H,18
,,,,,,,,,12,A,18
,,,,,,,,,12,B,18
,,,,,,,,,12,C,18
,,,,,,,,,12,D,18
,,,,,,,,,12,E,18
,,,,,,,,,12,F,18
,,,,,,,,,12,G,18
,,,,,,,,,12,H,18
,,,,,,,,,1,A,19
,1,,,,,,,,1,B,19
,,2,,,,,,,1,C,19
,,,3,,,,,,1,D,19
,,,,4,,,,,1,E,19
,,,,,5,,,,1,F,19
,,,,,,6,,,1,G,19
,,,,,,,7,,1,H,19
,,,,,,,,8,2,A,19
,1,2,,,,,,,2,B,19
,1,,3,,,,,,2,C,19
,1,,,4,,,,,2,D,19
,1,,,,5,,,,2,E,19
,1,,,,,6,,,2,F,19
,1,,,,,,7,,2,G,19
,1,,,,,,,8,2,H,19
,,2,3,,,,,,3,A,19
,,2,,4,,,,,3,B,19
,,2,,,5,,,,3,C,19
,,2,,,,6,,,3,D,19
,,2,,,,,7,,3,E,19
,,2,,,,,,8,3,F,19
,,,3,4,,,,,3,G,19
,,,3,,5,,,,3,H,19
,,,3,,,6,,,4,A,19
,,,3,,,,7,,4,B,19
,,,3,,,,,8,4,C,19
,,,,4,5,,,,4,D,19
,,,,4,,6,,,4,E,19
,,,,4,,,7,,4,F,19
,,,,4,,,,8,4,G,19
,,,,,5,6,,,4,H,19
,,,,,5,,7,,5,A,19
,,,,,5,,,8,5,B,19
,,,,,,6,7,,5,C,19
,,,,,,6,,8,5,D,19
,,,,,,,7,8,5,E,19
,1,2,3,,,,,,5,F,19
,1,2,,4,,,,,5,G,19
,1,2,,,5,,,,5,H,19
,1,2,,,,6,,,6,A,19
,1,2,,,,,7,,6,B,19
,1,2,,,,,,8,6,C,19
,1,,3,4,,,,,6,D,19
,1,,3,,5,,,,6,E,19
,1,,3,,,6,,,6,F,19
,1,,3,,,,7,,6,G,19
,1,,3,,,,,8,6,H,19
,1,,,4,5,,,,7,A,19
,1,,,4,,6,,,7,B,19
,1,,,4,,,7,,7,C,19
,1,,,4,,,,8,7,D,19
,1,,,,5,6,,,7,E,19
,1,,,,5,,7,,7,F,19
,1,,,,5,,,8,7,G,19
,1,,,,,6,7,,7,H,19
,1,,,,,6,,8,8,A,19
,1,,,,,,7,8,8,B,19
,,2,3,4,,,,,8,C,19
,,2,3,,5,,,,8,D,19
,,2,3,,,6,,,8,E,19
,,2,3,,,,7,,8,F,19
,,2,3,,,,,8,8,G,19
,,2,,4,5,,,,8,H,19
,,2,,4,,6,,,9,A,19
,,2,,4,,,7,,9,B,19
,,2,,4,,,,8,9,C,19
,,2,,,5,6,,,9,D,19
,,2,,,5,,7,,9,E,19
,,2,,,5,,,8,9,F,19
,,2,,,,6,7,,9,G,19
,,2,,,,6,,8,9,H,19
,,2,,,,,7,8,10,A,19
,,,3,4,5,,,,10,B,19
,,,3,4,,6,,,10,C,19
,,,3,4,,,7,,10,D,19
,,,3,4,,,,8,10,E,19
,,,3,,5,6,,,10,F,19
,,,3,,5,,7,,10,G,19
,,,3,,5,,,8,10,H,19
,,,3,,,6,7,,11,A,19
,,,3,,,6,,8,11,B,19
,,,3,,,,7,8,11,C,19
,,,,4,5,6,,,11,D,19
,,,,4,5,,7,,11,E,19
,,,,4,5,,,8,11,F,19
,,,,4,,6,7,,11,G,19
,,,,4,,6,,8,11,H,19
,,,,4,,,7,8,12,A,19
,,,,,5,6,7,,12,B,19
,,,,,5,6,,8,12,C,19
,,,,,5,,7,8,12,D,19
,,,,,,6,7,8,12,E,19
,1,2,3,4,,,,,12,F,19
,1,2,3,,5,,,,12,G,19
,1,2,3,,,6,,,12,H,19
,1,2,3,,,,7,,1,A,20
,1,2,3,,,,,8,1,B,20
,1,2,,4,5,,,,1,C,20
,1,2,,4,,6,,,1,D,20
,1,2,,4,,,7,,1,E,20
,1,2,,4,,,,8,1,F,20
,1,2,,,5,6,,,1,G,20
,1,2,,,5,,7,,1,H,20
,1,2,,,5,,,8,2,A,20
,1,2,,,,6,7,,2,B,20
,1,2,,,,6,,8,2,C,20
,1,2,,,,,7,8,2,D,20
,1,,3,4,5,,,,2,E,20
,1,,3,4,,6,,,2,F,20
,1,,3,4,,,7,,2,G,20
,1,,3,4,,,,8,2,H,20
,1,,3,,5,6,,,3,A,20
,1,,3,,5,,7,,3,B,20
,1,,3,,5,,,8,3,C,20
,1,,3,,,6,7,,3,D,20
,1,,3,,,6,,8,3,E,20
,1,,3,,,,7,8,3,F,20
,1,,,4,5,6,,,3,G,20
,1,,,4,5,,7,,3,H,20
,1,,,4,5,,,8,4,A,20
,1,,,4,,6,7,,4,B,20
,1,,,4,,6,,8,4,C,20
,1,,,4,,,7,8,4,D,20
,1,,,,5,6,7,,4,E,20
,1,,,,5,6,,8,4,F,20
,1,,,,5,,7,8,4,G,20
,1,,,,,6,7,8,4,H,20
,,2,3,4,5,,,,5,A,20
,,2,3,4,,6,,,5,B,20
,,2,3,4,,,7,,5,C,20
,,2,3,4,,,,8,5,D,20
,,2,3,,5,6,,,5,E,20
,,2,3,,5,,7,,5,F,20
,,2,3,,5,,,8,5,G,20
,,2,3,,,6,7,,5,H,20
,,2,3,,,6,,8,6,A,20
,,2,3,,,,7,8,6,B,20
,,2,,4,5,6,,,6,C,20
,,2,,4,5,,7,,6,D,20
,,2,,4,5,,,8,6,E,20
,,2,,4,,6,7,,6,F,20
,,2,,4,,6,,8,6,G,20
,,2,,4,,,7,8,6,H,20
,,2,,,5,6,7,,7,A,20
,,2,,,5,6,,8,7,B,20
,,2,,,5,,7,8,7,C,20
,,2,,,,6,7,8,7,D,20
,,,3,4,5,6,,,7,E,20
,,,3,4,5,,7,,7,F,20
,,,3,4,5,,,8,7,G,20
,,,3,4,,6,7,,7,H,20
,,,3,4,,6,,8,8,A,20
,,,3,4,,,7,8,8,B,20
,,,3,,5,6,7,,8,C,20
,,,3,,5,6,,8,8,D,20
,,,3,,5,,7,8,8,E,20
,,,3,,,6,7,8,8,F,20
,,,,4,5,6,7,,8,G,20
,,,,4,5,6,,8,8,H,20
,,,,4,5,,7,8,9,A,20
,,,,4,,6,7,8,9,B,20
,,,,,5,6,7,8,9,C,20
,1,2,3,4,5,,,,9,D,20
,1,2,3,4,,6,,,9,E,20
,1,2,3,4,,,7,,9,F,20
,1,2,3,4,,,,8,9,G,20
,1,2,3,,5,6,,,9,H,20
,1,2,3,,5,,7,,10,A,20
,1,2,3,,5,,,8,10,B,20
,1,2,3,,,6,7,,10,C,20
,1,2,3,,,6,,8,10,D,20
,1,2,3,,,,7,8,10,E,20
,1,2,,4,5,6,,,10,F,20
,1,2,,4,5,,7,,10,G,20
,1,2,,4,5,,,8,10,H,20
,1,2,,4,,6,7,,11,A,20
,1,2,,4,,6,,8,11,B,20
,1,2,,4,,,7,8,11,C,20
,1,2,,,5,6,7,,11,D,20
,1,2,,,5,6,,8,11,E,20
,1,2,,,5,,7,8,11,F,20
,1,2,,,,6,7,8,11,G,20
,1,,3,4,5,6,,,11,H,20
,1,,3,4,5,,7,,12,A,20
,1,,3,4,5,,,8,12,B,20
,1,,3,4,,6,7,,12,C,20
,1,,3,4,,6,,8,12,D,20
,1,,3,4,,,7,8,12,E,20
,1,,3,,5,6,7,,12,F,20
,1,,3,,5,6,,8,12,G,20
,1,,3,,5,,7,8,12,H,20
,1,,3,,,6,7,8,1,A,21
,1,,,4,5,6,7,,1,B,21
,1,,,4,5,6,,8,1,C,21
,1,,,4,5,,7,8,1,D,21
,1,,,4,,6,7,8,1,E,21
,1,,,,5,6,7,8,1,F,21
,,2,3,4,5,6,,,1,G,21
,,2,3,4,5,,7,,1,H,21
,,2,3,4,5,,,8,2,A,21
,,2,3,4,,6,7,,2,B,21
,,2,3,4,,6,,8,2,C,21
,,2,3,4,,,7,8,2,D,21
,,2,3,,5,6,7,,2,E,21
,,2,3,,5,6,,8,2,F,21
,,2,3,,5,,7,8,2,G,21
,,2,3,,,6,7,8,2,H,21
,,2,,4,5,6,7,,3,A,21
,,2,,4,5,6,,8,3,B,21
,,2,,4,5,,7,8,3,C,21
,,2,,4,,6,7,8,3,D,21
,,2,,,5,6,7,8,3,E,21
,,,3,4,5,6,7,,3,F,21
,,,3,4,5,6,,8,3,G,21
,,,3,4,5,,7,8,3,H,21
,,,3,4,,6,7,8,4,A,21
,,,3,,5,6,7,8,4,B,21
,,,,4,5,6,7,8,4,C,21
,1,2,3,4,5,6,,,4,D,21
,1,2,3,4,5,,7,,4,E,21
,1,2,3,4,5,,,8,4,F,21
,1,2,3,4,,6,7,,4,G,21
,1,2,3,4,,6,,8,4,H,21
,1,2,3,4,,,7,8,5,A,21
,1,2,3,,5,6,7,,5,B,21
,1,2,3,,5,6,,8,5,C,21
,1,2,3,,5,,7,8,5,D,21
,1,2,3,,,6,7,8,5,E,21
,1,2,,4,5,6,7,,5,F,21
,1,2,,4,5,6,,8,5,G,21
,1,2,,4,5,,7,8,5,H,21
,1,2,,4,,6,7,8,6,A,21
,1,2,,,5,6,7,8,6,B,21
,1,,3,4,5,6,7,,6,C,21
,1,,3,4,5,6,,8,6,D,21
,1,,3,4,5,,7,8,6,E,21
,1,,3,4,,6,7,8,6,F,21
,1,,3,,5,6,7,8,6,G,21
,1,,,4,5,6,7,8,6,H,21
,,2,3,4,5,6,7,,7,A,21
,,2,3,4,5,6,,8,7,B,21
,,2,3,4,5,,7,8,7,C,21
,,2,3,4,,6,7,8,7,D,21
,,2,3,,5,6,7,8,7,E,21
,,2,,4,5,6,7,8,7,F,21
,,,3,4,5,6,7,8,7,G,21
,1,2,3,4,5,6,7,,7,H,21
,1,2,3,4,5,6,,8,8,A,21
,1,2,3,4,5,,7,8,8,B,21
,1,2,3,4,,6,7,8,8,C,21
,1,2,3,,5,6,7,8,8,D,21
,1,2,,4,5,6,7,8,8,E,21
,1,,3,4,5,6,7,8,8,F,21
,,2,3,4,5,6,7,8,8,G,21
,1,2,3,4,5,6,7,8,8,H,21
,,,,,,,,,9,A,21
,,,,,,,,,9,B,21
,,,,,,,,,9,C,21
,,,,,,,,,9,D,21
,,,,,,,,,9,E,21
,,,,,,,,,9,F,21
,,,,,,,,,9,G,21
,,,,,,,,,9,H,21
,,,,,,,,,10,A,21
,,,,,,,,,10,B,21
,,,,,,,,,10,C,21
,,,,,,,,,10,D,21
,,,,,,,,,10,E,21
,,,,,,,,,10,F,21
,,,,,,,,,10,G,21
,,,,,,,,,10,H,21
,,,,,,,,,11,A,21
,,,,,,,,,11,B,21
,,,,,,,,,11,C,21
,,,,,,,,,11,D,21
,,,,,,,,,11,E,21
,,,,,,,,,11,F,21
,,,,,,,,,11,G,21
,,,,,,,,,11,H,21
,,,,,,,,,12,A,21
,,,,,,,,,12,B,21
,,,,,,,,,12,C,21
,,,,,,,,,12,D,21
,,,,,,,,,12,E,21
,,,,,,,,,12,F,21
,,,,,,,,,12,G,21
,,,,,,,,,12,H,21
,,,,,,,,,1,A,22
,1,,,,,,,,1,B,22
,,2,,,,,,,1,C,22
,,,3,,,,,,1,D,22
,,,,4,,,,,1,E,22
,,,,,5,,,,1,F,22
,,,,,,6,,,1,G,22
,,,,,,,7,,1,H,22
,,,,,,,,8,2,A,22
,1,2,,,,,,,2,B,22
,1,,3,,,,,,2,C,22
,1,,,4,,,,,2,D,22
,1,,,,5,,,,2,E,22
,1,,,,,6,,,2,F,22
,1,,,,,,7,,2,G,22
,1,,,,,,,8,2,H,22
,,2,3,,,,,,3,A,22
,,2,,4,,,,,3,B,22
,,2,,,5,,,,3,C,22
,,2,,,,6,,,3,D,22
,,2,,,,,7,,3,E,22
,,2,,,,,,8,3,F,22
,,,3,4,,,,,3,G,22
,,,3,,5,,,,3,H,22
,,,3,,,6,,,4,A,22
,,,3,,,,7,,4,B,22
,,,3,,,,,8,4,C,22
,,,,4,5,,,,4,D,22
,,,,4,,6,,,4,E,22
,,,,4,,,7,,4,F,22
,,,,4,,,,8,4,G,22
,,,,,5,6,,,4,H,22
,,,,,5,,7,,5,A,22
,,,,,5,,,8,5,B,22
,,,,,,6,7,,5,C,22
,,,,,,6,,8,5,D,22
,,,,,,,7,8,5,E,22
,1,2,3,,,,,,5,F,22
,1,2,,4,,,,,5,G,22
,1,2,,,5,,,,5,H,22
,1,2,,,,6,,,6,A,22
,1,2,,,,,7,,6,B,22
,1,2,,,,,,8,6,C,22
,1,,3,4,,,,,6,D,22
,1,,3,,5,,,,6,E,22
,1,,3,,,6,,,6,F,22
,1,,3,,,,7,,6,G,22
,1,,3,,,,,8,6,H,22
,1,,,4,5,,,,7,A,22
,1,,,4,,6,,,7,B,22
,1,,,4,,,7,,7,C,22
,1,,,4,,,,8,7,D,22
,1,,,,5,6,,,7,E,22
,1,,,,5,,7,,7,F,22
,1,,,,5,,,8,7,G,22
,1,,,,,6,7,,7,H,22
,1,,,,,6,,8,8,A,22
,1,,,,,,7,8,8,B,22
,,2,3,4,,,,,8,C,22
,,2,3,,5,,,,8,D,22
,,2,3,,,6,,,8,E,22
,,2,3,,,,7,,8,F,22
,,2,3,,,,,8,8,G,22
,,2,,4,5,,,,8,H,22
,,2,,4,,6,,,9,A,22
,,2,,4,,,7,,9,B,22
,,2,,4,,,,8,9,C,22
,,2,,,5,6,,,9,D,22
,,2,,,5,,7,,9,E,22
,,2,,,5,,,8,9,F,22
,,2,,,,6,7,,9,G,22
,,2,,,,6,,8,9,H,22
,,2,,,,,7,8,10,A,22
,,,3,4,5,,,,10,B,22
,,,3,4,,6,,,10,C,22
,,,3,4,,,7,,10,D,22
,,,3,4,,,,8,10,E,22
,,,3,,5,6,,,10,F,22
,,,3,,5,,7,,10,G,22
,,,3,,5,,,8,10,H,22
,,,3,,,6,7,,11,A,22
,,,3,,,6,,8,11,B,22
,,,3,,,,7,8,11,C,22
,,,,4,5,6,,,11,D,22
,,,,4,5,,7,,11,E,22
,,,,4,5,,,8,11,F,22
,,,,4,,6,7,,11,G,22
,,,,4,,6,,8,11,H,22
,,,,4,,,7,8,12,A,22
,,,,,5,6,7,,12,B,22
,,,,,5,6,,8,12,C,22
,,,,,5,,7,8,12,D,22
,,,,,,6,7,8,12,E,22
,1,2,3,4,,,,,12,F,22
,1,2,3,,5,,,,12,G,22
,1,2,3,,,6,,,12,H,22
,1,2,3,,,,7,,1,A,23
,1,2,3,,,,,8,1,B,23
,1,2,,4,5,,,,1,C,23
,1,2,,4,,6,,,1,D,23
,1,2,,4,,,7,,1,E,23
,1,2,,4,,,,8,1,F,23
,1,2,,,5,6,,,1,G,23
,1,2,,,5,,7,,1,H,23
,1,2,,,5,,,8,2,A,23
,1,2,,,,6,7,,2,B,23
,1,2,,,,6,,8,2,C,23
,1,2,,,,,7,8,2,D,23
,1,,3,4,5,,,,2,E,23
,1,,3,4,,6,,,2,F,23
,1,,3,4,,,7,,2,G,23
,1,,3,4,,,,8,2,H,23
,1,,3,,5,6,,,3,A,23
,1,,3,,5,,7,,3,B,23
,1,,3,,5,,,8,3,C,23
,1,,3,,,6,7,,3,D,23
,1,,3,,,6,,8,3,E,23
,1,,3,,,,7,8,3,F,23
,1,,,4,5,6,,,3,G,23
,1,,,4,5,,7,,3,H,23
,1,,,4,5,,,8,4,A,23
,1,,,4,,6,7,,4,B,23
,1,,,4,,6,,8,4,C,23
,1,,,4,,,7,8,4,D,23
,1,,,,5,6,7,,4,E,23
,1,,,,5,6,,8,4,F,23
,1,,,,5,,7,8,4,G,23
,1,,,,,6,7,8,4,H,23
,,2,3,4,5,,,,5,A,23
,,2,3,4,,6,,,5,B,23
,,2,3,4,,,7,,5,C,23
,,2,3,4,,,,8,5,D,23
,,2,3,,5,6,,,5,E,23
,,2,3,,5,,7,,5,F,23
,,2,3,,5,,,8,5,G,23
,,2,3,,,6,7,,5,H,23
,,2,3,,,6,,8,6,A,23
,,2,3,,,,7,8,6,B,23
,,2,,4,5,6,,,6,C,23
,,2,,4,5,,7,,6,D,23
,,2,,4,5,,,8,6,E,23
,,2,,4,,6,7,,6,F,23
,,2,,4,,6,,8,6,G,23
,,2,,4,,,7,8,6,H,23
,,2,,,5,6,7,,7,A,23
,,2,,,5,6,,8,7,B,23
,,2,,,5,,7,8,7,C,23
,,2,,,,6,7,8,7,D,23
,,,3,4,5,6,,,7,E,23
,,,3,4,5,,7,,7,F,23
,,,3,4,5,,,8,7,G,23
,,,3,4,,6,7,,7,H,23
,,,3,4,,6,,8,8,A,23
,,,3,4,,,7,8,8,B,23
,,,3,,5,6,7,,8,C,23
,,,3,,5,6,,8,8,D,23
,,,3,,5,,7,8,8,E,23
,,,3,,,6,7,8,8,F,23
,,,,4,5,6,7,,8,G,23
,,,,4,5,6,,8,8,H,23
,,,,4,5,,7,8,9,A,23
,,,,4,,6,7,8,9,B,23
,,,,,5,6,7,8,9,C,23
,1,2,3,4,5,,,,9,D,23
,1,2,3,4,,6,,,9,E,23
,1,2,3,4,,,7,,9,F,23
,1,2,3,4,,,,8,9,G,23
,1,2,3,,5,6,,,9,H,23
,1,2,3,,5,,7,,10,A,23
,1,2,3,,5,,,8,10,B,23
,1,2,3,,,6,7,,10,C,23
,1,2,3,,,6,,8,10,D,23
,1,2,3,,,,7,8,10,E,23
,1,2,,4,5,6,,,10,F,23
,1,2,,4,5,,7,,10,G,23
,1,2,,4,5,,,8,10,H,23
,1,2,,4,,6,7,,11,A,23
,1,2,,4,,6,,8,11,B,23
,1,2,,4,,,7,8,11,C,23
,1,2,,,5,6,7,,11,D,23
,1,2,,,5,6,,8,11,E,23
,1,2,,,5,,7,8,11,F,23
,1,2,,,,6,7,8,11,G,23
,1,,3,4,5,6,,,11,H,23
,1,,3,4,5,,7,,12,A,23
,1,,3,4,5,,,8,12,B,23
,1,,3,4,,6,7,,12,C,23
,1,,3,4,,6,,8,12,D,23
,1,,3,4,,,7,8,12,E,23
,1,,3,,5,6,7,,12,F,23
,1,,3,,5,6,,8,12,G,23
,1,,3,,5,,7,8,12,H,23
,1,,3,,,6,7,8,1,A,24
,1,,,4,5,6,7,,1,B,24
,1,,,4,5,6,,8,1,C,24
,1,,,4,5,,7,8,1,D,24
,1,,,4,,6,7,8,1,E,24
,1,,,,5,6,7,8,1,F,24
,,2,3,4,5,6,,,1,G,24
,,2,3,4,5,,7,,1,H,24
,,2,3,4,5,,,8,2,A,24
,,2,3,4,,6,7,,2,B,24
,,2,3,4,,6,,8,2,C,24
,,2,3,4,,,7,8,2,D,24
,,2,3,,5,6,7,,2,E,24
,,2,3,,5,6,,8,2,F,24
,,2,3,,5,,7,8,2,G,24
,,2,3,,,6,7,8,2,H,24
,,2,,4,5,6,7,,3,A,24
,,2,,4,5,6,,8,3,B,24
,,2,,4,5,,7,8,3,C,24
,,2,,4,,6,7,8,3,D,24
,,2,,,5,6,7,8,3,E,24
,,,3,4,5,6,7,,3,F,24
,,,3,4,5,6,,8,3,G,24
,,,3,4,5,,7,8,3,H,24
,,,3,4,,6,7,8,4,A,24
,,,3,,5,6,7,8,4,B,24
,,,,4,5,6,7,8,4,C,24
,1,2,3,4,5,6,,,4,D,24
,1,2,3,4,5,,7,,4,E,24
,1,2,3,4,5,,,8,4,F,24
,1,2,3,4,,6,7,,4,G,24
,1,2,3,4,,6,,8,4,H,24
,1,2,3,4,,,7,8,5,A,24
,1,2,3,,5,6,7,,5,B,24
,1,2,3,,5,6,,8,5,C,24
