Copper,Nickel,Chloramphenicol,Ampicillin,Metaldehyde,Atrazine,Tebuconazole,Azoxystrobin,Dest.Column,Dest.Row,plate,Isolate
1,1,1,1,0,0,0,0,12,F,10,NUF1_3
1,1,1,0,1,0,0,0,12,G,10,NUF1_3
1,1,1,0,0,1,0,0,12,H,10,NUF1_3
1,1,1,0,0,0,1,0,1,A,11,NUF1_3
1,1,1,0,0,0,0,1,1,B,11,NUF1_3
1,1,0,1,1,0,0,0,1,C,11,NUF1_3
1,1,0,1,0,1,0,0,1,D,11,NUF1_3
1,1,0,1,0,0,1,0,1,E,11,NUF1_3
1,1,0,1,0,0,0,1,1,F,11,NUF1_3
1,1,0,0,1,1,0,0,1,G,11,NUF1_3
1,1,0,0,1,0,1,0,1,H,11,NUF1_3
1,1,0,0,1,0,0,1,2,A,11,NUF1_3
1,1,0,0,0,1,1,0,2,B,11,NUF1_3
1,1,0,0,0,1,0,1,2,C,11,NUF1_3
1,1,0,0,0,0,1,1,2,D,11,NUF1_3
1,0,1,1,1,0,0,0,2,E,11,NUF1_3
1,0,1,1,0,1,0,0,2,F,11,NUF1_3
1,0,1,1,0,0,1,0,2,G,11,NUF1_3
1,0,1,1,0,0,0,1,2,H,11,NUF1_3
1,0,1,0,1,1,0,0,3,A,11,NUF1_3
1,0,1,0,1,0,1,0,3,B,11,NUF1_3
1,0,1,0,1,0,0,1,3,C,11,NUF1_3
1,0,1,0,0,1,1,0,3,D,11,NUF1_3
1,0,1,0,0,1,0,1,3,E,11,NUF1_3
1,0,1,0,0,0,1,1,3,F,11,NUF1_3
1,0,0,1,1,1,0,0,3,G,11,NUF1_3
1,0,0,1,1,0,1,0,3,H,11,NUF1_3
1,0,0,1,1,0,0,1,4,A,11,NUF1_3
1,0,0,1,0,1,1,0,4,B,11,NUF1_3
1,0,0,1,0,1,0,1,4,C,11,NUF1_3
1,0,0,1,0,0,1,1,4,D,11,NUF1_3
1,0,0,0,1,1,1,0,4,E,11,NUF1_3
1,0,0,0,1,1,0,1,4,F,11,NUF1_3
1,0,0,0,1,0,1,1,4,G,11,NUF1_3
1,0,0,0,0,1,1,1,4,H,11,NUF1_3
0,1,1,1,1,0,0,0,5,A,11,NUF1_3
0,1,1,1,0,1,0,0,5,B,11,NUF1_3
0,1,1,1,0,0,1,0,5,C,11,NUF1_3
0,1,1,1,0,0,0,1,5,D,11,NUF1_3
0,1,1,0,1,1,0,0,5,E,11,NUF1_3
0,1,1,0,1,0,1,0,5,F,11,NUF1_3
0,1,1,0,1,0,0,1,5,G,11,NUF1_3
0,1,1,0,0,1,1,0,5,H,11,NUF1_3
0,1,1,0,0,1,0,1,6,A,11,NUF1_3
0,1,1,0,0,0,1,1,6,B,11,NUF1_3
0,1,0,1,1,1,0,0,6,C,11,NUF1_3
0,1,0,1,1,0,1,0,6,D,11,NUF1_3
0,1,0,1,1,0,0,1,6,E,11,NUF1_3
0,1,0,1,0,1,1,0,6,F,11,NUF1_3
0,1,0,1,0,1,0,1,6,G,11,NUF1_3
0,1,0,1,0,0,1,1,6,H,11,NUF1_3
0,1,0,0,1,1,1,0,7,A,11,NUF1_3
0,1,0,0,1,1,0,1,7,B,11,NUF1_3
0,1,0,0,1,0,1,1,7,C,11,NUF1_3
0,1,0,0,0,1,1,1,7,D,11,NUF1_3
0,0,1,1,1,1,0,0,7,E,11,NUF1_3
0,0,1,1,1,0,1,0,7,F,11,NUF1_3
0,0,1,1,1,0,0,1,7,G,11,NUF1_3
0,0,1,1,0,1,1,0,7,H,11,NUF1_3
0,0,1,1,0,1,0,1,8,A,11,NUF1_3
0,0,1,1,0,0,1,1,8,B,11,NUF1_3
0,0,1,0,1,1,1,0,8,C,11,NUF1_3
0,0,1,0,1,1,0,1,8,D,11,NUF1_3
0,0,1,0,1,0,1,1,8,E,11,NUF1_3
0,0,1,0,0,1,1,1,8,F,11,NUF1_3
0,0,0,1,1,1,1,0,8,G,11,NUF1_3
0,0,0,1,1,1,0,1,8,H,11,NUF1_3
0,0,0,1,1,0,1,1,9,A,11,NUF1_3
0,0,0,1,0,1,1,1,9,B,11,NUF1_3
0,0,0,0,1,1,1,1,9,C,11,NUF1_3
1,1,1,1,1,0,0,0,9,D,11,NUF1_3
1,1,1,1,0,1,0,0,9,E,11,NUF1_3
1,1,1,1,0,0,1,0,9,F,11,NUF1_3
1,1,1,1,0,0,0,1,9,G,11,NUF1_3
1,1,1,0,1,1,0,0,9,H,11,NUF1_3
1,1,1,0,1,0,1,0,10,A,11,NUF1_3
1,1,1,0,1,0,0,1,10,B,11,NUF1_3
1,1,1,0,0,1,1,0,10,C,11,NUF1_3
1,1,1,0,0,1,0,1,10,D,11,NUF1_3
1,1,1,0,0,0,1,1,10,E,11,NUF1_3
1,1,0,1,1,1,0,0,10,F,11,NUF1_3
1,1,0,1,1,0,1,0,10,G,11,NUF1_3
1,1,0,1,1,0,0,1,10,H,11,NUF1_3
1,1,0,1,0,1,1,0,11,A,11,NUF1_3
1,1,0,1,0,1,0,1,11,B,11,NUF1_3
1,1,0,1,0,0,1,1,11,C,11,NUF1_3
1,1,0,0,1,1,1,0,11,D,11,NUF1_3
1,1,0,0,1,1,0,1,11,E,11,NUF1_3
1,1,0,0,1,0,1,1,11,F,11,NUF1_3
1,1,0,0,0,1,1,1,11,G,11,NUF1_3
1,0,1,1,1,1,0,0,11,H,11,NUF1_3
1,0,1,1,1,0,1,0,12,A,11,NUF1_3
1,0,1,1,1,0,0,1,12,B,11,NUF1_3
1,0,1,1,0,1,1,0,12,C,11,NUF1_3
1,0,1,1,0,1,0,1,12,D,11,NUF1_3
1,0,1,1,0,0,1,1,12,E,11,NUF1_3
1,0,1,0,1,1,1,0,12,F,11,NUF1_3
1,0,1,0,1,1,0,1,12,G,11,NUF1_3
1,0,1,0,1,0,1,1,12,H,11,NUF1_3
1,0,1,0,0,1,1,1,1,A,12,NUF1_3
1,0,0,1,1,1,1,0,1,B,12,NUF1_3
1,0,0,1,1,1,0,1,1,C,12,NUF1_3
1,0,0,1,1,0,1,1,1,D,12,NUF1_3
1,0,0,1,0,1,1,1,1,E,12,NUF1_3
1,0,0,0,1,1,1,1,1,F,12,NUF1_3
0,1,1,1,1,1,0,0,1,G,12,NUF1_3
0,1,1,1,1,0,1,0,1,H,12,NUF1_3
0,1,1,1,1,0,0,1,2,A,12,NUF1_3
0,1,1,1,0,1,1,0,2,B,12,NUF1_3
0,1,1,1,0,1,0,1,2,C,12,NUF1_3
0,1,1,1,0,0,1,1,2,D,12,NUF1_3
0,1,1,0,1,1,1,0,2,E,12,NUF1_3
0,1,1,0,1,1,0,1,2,F,12,NUF1_3
0,1,1,0,1,0,1,1,2,G,12,NUF1_3
0,1,1,0,0,1,1,1,2,H,12,NUF1_3
0,1,0,1,1,1,1,0,3,A,12,NUF1_3
0,1,0,1,1,1,0,1,3,B,12,NUF1_3
0,1,0,1,1,0,1,1,3,C,12,NUF1_3
0,1,0,1,0,1,1,1,3,D,12,NUF1_3
0,1,0,0,1,1,1,1,3,E,12,NUF1_3
0,0,1,1,1,1,1,0,3,F,12,NUF1_3
0,0,1,1,1,1,0,1,3,G,12,NUF1_3
0,0,1,1,1,0,1,1,3,H,12,NUF1_3
0,0,1,1,0,1,1,1,4,A,12,NUF1_3
0,0,1,0,1,1,1,1,4,B,12,NUF1_3
0,0,0,1,1,1,1,1,4,C,12,NUF1_3
1,1,1,1,1,1,0,0,4,D,12,NUF1_3
1,1,1,1,1,0,1,0,4,E,12,NUF1_3
1,1,1,1,1,0,0,1,4,F,12,NUF1_3
1,1,1,1,0,1,1,0,4,G,12,NUF1_3
1,1,1,1,0,1,0,1,4,H,12,NUF1_3
1,1,1,1,0,0,1,1,5,A,12,NUF1_3
1,1,1,0,1,1,1,0,5,B,12,NUF1_3
1,1,1,0,1,1,0,1,5,C,12,NUF1_3
1,1,1,0,1,0,1,1,5,D,12,NUF1_3
1,1,1,0,0,1,1,1,5,E,12,NUF1_3
1,1,0,1,1,1,1,0,5,F,12,NUF1_3
1,1,0,1,1,1,0,1,5,G,12,NUF1_3
1,1,0,1,1,0,1,1,5,H,12,NUF1_3
1,1,0,1,0,1,1,1,6,A,12,NUF1_3
1,1,0,0,1,1,1,1,6,B,12,NUF1_3
1,0,1,1,1,1,1,0,6,C,12,NUF1_3
1,0,1,1,1,1,0,1,6,D,12,NUF1_3
1,0,1,1,1,0,1,1,6,E,12,NUF1_3
1,0,1,1,0,1,1,1,6,F,12,NUF1_3
1,0,1,0,1,1,1,1,6,G,12,NUF1_3
1,0,0,1,1,1,1,1,6,H,12,NUF1_3
0,1,1,1,1,1,1,0,7,A,12,NUF1_3
0,1,1,1,1,1,0,1,7,B,12,NUF1_3
0,1,1,1,1,0,1,1,7,C,12,NUF1_3
0,1,1,1,0,1,1,1,7,D,12,NUF1_3
0,1,1,0,1,1,1,1,7,E,12,NUF1_3
0,1,0,1,1,1,1,1,7,F,12,NUF1_3
0,0,1,1,1,1,1,1,7,G,12,NUF1_3
1,1,1,1,1,1,1,0,7,H,12,NUF1_3
1,1,1,1,1,1,0,1,8,A,12,NUF1_3
1,1,1,1,1,0,1,1,8,B,12,NUF1_3
1,1,1,1,0,1,1,1,8,C,12,NUF1_3
1,1,1,0,1,1,1,1,8,D,12,NUF1_3
1,1,0,1,1,1,1,1,8,E,12,NUF1_3
1,0,1,1,1,1,1,1,8,F,12,NUF1_3
0,1,1,1,1,1,1,1,8,G,12,NUF1_3
1,1,1,1,1,1,1,1,8,H,12,NUF1_3
0,0,0,0,0,0,0,0,9,A,12,NUF1_3
0,0,0,0,0,0,0,0,9,B,12,NUF1_3
0,0,0,0,0,0,0,0,9,C,12,NUF1_3
0,0,0,0,0,0,0,0,9,D,12,NUF1_3
0,0,0,0,0,0,0,0,9,E,12,NUF1_3
0,0,0,0,0,0,0,0,9,F,12,NUF1_3
0,0,0,0,0,0,0,0,9,G,12,NUF1_3
0,0,0,0,0,0,0,0,9,H,12,NUF1_3
0,0,0,0,0,0,0,0,10,A,12,NUF1_3
0,0,0,0,0,0,0,0,10,B,12,NUF1_3
0,0,0,0,0,0,0,0,10,C,12,NUF1_3
0,0,0,0,0,0,0,0,10,D,12,NUF1_3
0,0,0,0,0,0,0,0,10,E,12,NUF1_3
0,0,0,0,0,0,0,0,10,F,12,NUF1_3
0,0,0,0,0,0,0,0,10,G,12,NUF1_3
0,0,0,0,0,0,0,0,10,H,12,NUF1_3
0,0,0,0,0,0,0,0,11,A,12,NUF1_3
0,0,0,0,0,0,0,0,11,B,12,NUF1_3
0,0,0,0,0,0,0,0,11,C,12,NUF1_3
0,0,0,0,0,0,0,0,11,D,12,NUF1_3
0,0,0,0,0,0,0,0,11,E,12,NUF1_3
0,0,0,0,0,0,0,0,11,F,12,NUF1_3
0,0,0,0,0,0,0,0,11,G,12,NUF1_3
0,0,0,0,0,0,0,0,11,H,12,NUF1_3
0,0,0,0,0,0,0,0,12,A,12,NUF1_3
0,0,0,0,0,0,0,0,12,B,12,NUF1_3
0,0,0,0,0,0,0,0,12,C,12,NUF1_3
0,0,0,0,0,0,0,0,12,D,12,NUF1_3
0,0,0,0,0,0,0,0,12,E,12,NUF1_3
0,0,0,0,0,0,0,0,12,F,12,NUF1_3
0,0,0,0,0,0,0,0,12,G,12,NUF1_3
0,0,0,0,0,0,0,0,12,H,12,NUF1_3
0,0,0,0,0,0,0,0,1,A,13,KUB5_13
1,0,0,0,0,0,0,0,1,B,13,KUB5_13
0,1,0,0,0,0,0,0,1,C,13,KUB5_13
0,0,1,0,0,0,0,0,1,D,13,KUB5_13
0,0,0,1,0,0,0,0,1,E,13,KUB5_13
0,0,0,0,1,0,0,0,1,F,13,KUB5_13
0,0,0,0,0,1,0,0,1,G,13,KUB5_13
0,0,0,0,0,0,1,0,1,H,13,KUB5_13
0,0,0,0,0,0,0,1,2,A,13,KUB5_13
1,1,0,0,0,0,0,0,2,B,13,KUB5_13
1,0,1,0,0,0,0,0,2,C,13,KUB5_13
1,0,0,1,0,0,0,0,2,D,13,KUB5_13
1,0,0,0,1,0,0,0,2,E,13,KUB5_13
1,0,0,0,0,1,0,0,2,F,13,KUB5_13
1,0,0,0,0,0,1,0,2,G,13,KUB5_13
1,0,0,0,0,0,0,1,2,H,13,KUB5_13
0,1,1,0,0,0,0,0,3,A,13,KUB5_13
0,1,0,1,0,0,0,0,3,B,13,KUB5_13
0,1,0,0,1,0,0,0,3,C,13,KUB5_13
0,1,0,0,0,1,0,0,3,D,13,KUB5_13
0,1,0,0,0,0,1,0,3,E,13,KUB5_13
0,1,0,0,0,0,0,1,3,F,13,KUB5_13
0,0,1,1,0,0,0,0,3,G,13,KUB5_13
0,0,1,0,1,0,0,0,3,H,13,KUB5_13
0,0,1,0,0,1,0,0,4,A,13,KUB5_13
0,0,1,0,0,0,1,0,4,B,13,KUB5_13
0,0,1,0,0,0,0,1,4,C,13,KUB5_13
0,0,0,1,1,0,0,0,4,D,13,KUB5_13
0,0,0,1,0,1,0,0,4,E,13,KUB5_13
0,0,0,1,0,0,1,0,4,F,13,KUB5_13
0,0,0,1,0,0,0,1,4,G,13,KUB5_13
0,0,0,0,1,1,0,0,4,H,13,KUB5_13
0,0,0,0,1,0,1,0,5,A,13,KUB5_13
0,0,0,0,1,0,0,1,5,B,13,KUB5_13
0,0,0,0,0,1,1,0,5,C,13,KUB5_13
0,0,0,0,0,1,0,1,5,D,13,KUB5_13
0,0,0,0,0,0,1,1,5,E,13,KUB5_13
1,1,1,0,0,0,0,0,5,F,13,KUB5_13
1,1,0,1,0,0,0,0,5,G,13,KUB5_13
1,1,0,0,1,0,0,0,5,H,13,KUB5_13
1,1,0,0,0,1,0,0,6,A,13,KUB5_13
1,1,0,0,0,0,1,0,6,B,13,KUB5_13
1,1,0,0,0,0,0,1,6,C,13,KUB5_13
1,0,1,1,0,0,0,0,6,D,13,KUB5_13
1,0,1,0,1,0,0,0,6,E,13,KUB5_13
1,0,1,0,0,1,0,0,6,F,13,KUB5_13
1,0,1,0,0,0,1,0,6,G,13,KUB5_13
1,0,1,0,0,0,0,1,6,H,13,KUB5_13
1,0,0,1,1,0,0,0,7,A,13,KUB5_13
1,0,0,1,0,1,0,0,7,B,13,KUB5_13
1,0,0,1,0,0,1,0,7,C,13,KUB5_13
1,0,0,1,0,0,0,1,7,D,13,KUB5_13
1,0,0,0,1,1,0,0,7,E,13,KUB5_13
1,0,0,0,1,0,1,0,7,F,13,KUB5_13
1,0,0,0,1,0,0,1,7,G,13,KUB5_13
1,0,0,0,0,1,1,0,7,H,13,KUB5_13
1,0,0,0,0,1,0,1,8,A,13,KUB5_13
1,0,0,0,0,0,1,1,8,B,13,KUB5_13
0,1,1,1,0,0,0,0,8,C,13,KUB5_13
0,1,1,0,1,0,0,0,8,D,13,KUB5_13
0,1,1,0,0,1,0,0,8,E,13,KUB5_13
0,1,1,0,0,0,1,0,8,F,13,KUB5_13
0,1,1,0,0,0,0,1,8,G,13,KUB5_13
0,1,0,1,1,0,0,0,8,H,13,KUB5_13
0,1,0,1,0,1,0,0,9,A,13,KUB5_13
0,1,0,1,0,0,1,0,9,B,13,KUB5_13
0,1,0,1,0,0,0,1,9,C,13,KUB5_13
0,1,0,0,1,1,0,0,9,D,13,KUB5_13
0,1,0,0,1,0,1,0,9,E,13,KUB5_13
0,1,0,0,1,0,0,1,9,F,13,KUB5_13
0,1,0,0,0,1,1,0,9,G,13,KUB5_13
0,1,0,0,0,1,0,1,9,H,13,KUB5_13
0,1,0,0,0,0,1,1,10,A,13,KUB5_13
0,0,1,1,1,0,0,0,10,B,13,KUB5_13
0,0,1,1,0,1,0,0,10,C,13,KUB5_13
0,0,1,1,0,0,1,0,10,D,13,KUB5_13
0,0,1,1,0,0,0,1,10,E,13,KUB5_13
0,0,1,0,1,1,0,0,10,F,13,KUB5_13
0,0,1,0,1,0,1,0,10,G,13,KUB5_13
0,0,1,0,1,0,0,1,10,H,13,KUB5_13
0,0,1,0,0,1,1,0,11,A,13,KUB5_13
0,0,1,0,0,1,0,1,11,B,13,KUB5_13
0,0,1,0,0,0,1,1,11,C,13,KUB5_13
0,0,0,1,1,1,0,0,11,D,13,KUB5_13
0,0,0,1,1,0,1,0,11,E,13,KUB5_13
0,0,0,1,1,0,0,1,11,F,13,KUB5_13
0,0,0,1,0,1,1,0,11,G,13,KUB5_13
0,0,0,1,0,1,0,1,11,H,13,KUB5_13
0,0,0,1,0,0,1,1,12,A,13,KUB5_13
0,0,0,0,1,1,1,0,12,B,13,KUB5_13
0,0,0,0,1,1,0,1,12,C,13,KUB5_13
0,0,0,0,1,0,1,1,12,D,13,KUB5_13
0,0,0,0,0,1,1,1,12,E,13,KUB5_13
1,1,1,1,0,0,0,0,12,F,13,KUB5_13
1,1,1,0,1,0,0,0,12,G,13,KUB5_13
1,1,1,0,0,1,0,0,12,H,13,KUB5_13
1,1,1,0,0,0,1,0,1,A,14,KUB5_13
1,1,1,0,0,0,0,1,1,B,14,KUB5_13
1,1,0,1,1,0,0,0,1,C,14,KUB5_13
1,1,0,1,0,1,0,0,1,D,14,KUB5_13
1,1,0,1,0,0,1,0,1,E,14,KUB5_13
1,1,0,1,0,0,0,1,1,F,14,KUB5_13
1,1,0,0,1,1,0,0,1,G,14,KUB5_13
1,1,0,0,1,0,1,0,1,H,14,KUB5_13
1,1,0,0,1,0,0,1,2,A,14,KUB5_13
1,1,0,0,0,1,1,0,2,B,14,KUB5_13
1,1,0,0,0,1,0,1,2,C,14,KUB5_13
1,1,0,0,0,0,1,1,2,D,14,KUB5_13
1,0,1,1,1,0,0,0,2,E,14,KUB5_13
1,0,1,1,0,1,0,0,2,F,14,KUB5_13
1,0,1,1,0,0,1,0,2,G,14,KUB5_13
1,0,1,1,0,0,0,1,2,H,14,KUB5_13
1,0,1,0,1,1,0,0,3,A,14,KUB5_13
1,0,1,0,1,0,1,0,3,B,14,KUB5_13
1,0,1,0,1,0,0,1,3,C,14,KUB5_13
1,0,1,0,0,1,1,0,3,D,14,KUB5_13
1,0,1,0,0,1,0,1,3,E,14,KUB5_13
1,0,1,0,0,0,1,1,3,F,14,KUB5_13
1,0,0,1,1,1,0,0,3,G,14,KUB5_13
1,0,0,1,1,0,1,0,3,H,14,KUB5_13
1,0,0,1,1,0,0,1,4,A,14,KUB5_13
1,0,0,1,0,1,1,0,4,B,14,KUB5_13
1,0,0,1,0,1,0,1,4,C,14,KUB5_13
1,0,0,1,0,0,1,1,4,D,14,KUB5_13
1,0,0,0,1,1,1,0,4,E,14,KUB5_13
1,0,0,0,1,1,0,1,4,F,14,KUB5_13
1,0,0,0,1,0,1,1,4,G,14,KUB5_13
1,0,0,0,0,1,1,1,4,H,14,KUB5_13
0,1,1,1,1,0,0,0,5,A,14,KUB5_13
0,1,1,1,0,1,0,0,5,B,14,KUB5_13
0,1,1,1,0,0,1,0,5,C,14,KUB5_13
0,1,1,1,0,0,0,1,5,D,14,KUB5_13
0,1,1,0,1,1,0,0,5,E,14,KUB5_13
0,1,1,0,1,0,1,0,5,F,14,KUB5_13
0,1,1,0,1,0,0,1,5,G,14,KUB5_13
0,1,1,0,0,1,1,0,5,H,14,KUB5_13
0,1,1,0,0,1,0,1,6,A,14,KUB5_13
0,1,1,0,0,0,1,1,6,B,14,KUB5_13
0,1,0,1,1,1,0,0,6,C,14,KUB5_13
0,1,0,1,1,0,1,0,6,D,14,KUB5_13
0,1,0,1,1,0,0,1,6,E,14,KUB5_13
0,1,0,1,0,1,1,0,6,F,14,KUB5_13
0,1,0,1,0,1,0,1,6,G,14,KUB5_13
0,1,0,1,0,0,1,1,6,H,14,KUB5_13
0,1,0,0,1,1,1,0,7,A,14,KUB5_13
0,1,0,0,1,1,0,1,7,B,14,KUB5_13
0,1,0,0,1,0,1,1,7,C,14,KUB5_13
0,1,0,0,0,1,1,1,7,D,14,KUB5_13
0,0,1,1,1,1,0,0,7,E,14,KUB5_13
0,0,1,1,1,0,1,0,7,F,14,KUB5_13
0,0,1,1,1,0,0,1,7,G,14,KUB5_13
0,0,1,1,0,1,1,0,7,H,14,KUB5_13
0,0,1,1,0,1,0,1,8,A,14,KUB5_13
0,0,1,1,0,0,1,1,8,B,14,KUB5_13
0,0,1,0,1,1,1,0,8,C,14,KUB5_13
0,0,1,0,1,1,0,1,8,D,14,KUB5_13
0,0,1,0,1,0,1,1,8,E,14,KUB5_13
0,0,1,0,0,1,1,1,8,F,14,KUB5_13
0,0,0,1,1,1,1,0,8,G,14,KUB5_13
0,0,0,1,1,1,0,1,8,H,14,KUB5_13
0,0,0,1,1,0,1,1,9,A,14,KUB5_13
0,0,0,1,0,1,1,1,9,B,14,KUB5_13
0,0,0,0,1,1,1,1,9,C,14,KUB5_13
1,1,1,1,1,0,0,0,9,D,14,KUB5_13
1,1,1,1,0,1,0,0,9,E,14,KUB5_13
1,1,1,1,0,0,1,0,9,F,14,KUB5_13
1,1,1,1,0,0,0,1,9,G,14,KUB5_13
1,1,1,0,1,1,0,0,9,H,14,KUB5_13
1,1,1,0,1,0,1,0,10,A,14,KUB5_13
1,1,1,0,1,0,0,1,10,B,14,KUB5_13
1,1,1,0,0,1,1,0,10,C,14,KUB5_13
1,1,1,0,0,1,0,1,10,D,14,KUB5_13
1,1,1,0,0,0,1,1,10,E,14,KUB5_13
1,1,0,1,1,1,0,0,10,F,14,KUB5_13
1,1,0,1,1,0,1,0,10,G,14,KUB5_13
1,1,0,1,1,0,0,1,10,H,14,KUB5_13
1,1,0,1,0,1,1,0,11,A,14,KUB5_13
1,1,0,1,0,1,0,1,11,B,14,KUB5_13
1,1,0,1,0,0,1,1,11,C,14,KUB5_13
1,1,0,0,1,1,1,0,11,D,14,KUB5_13
1,1,0,0,1,1,0,1,11,E,14,KUB5_13
1,1,0,0,1,0,1,1,11,F,14,KUB5_13
1,1,0,0,0,1,1,1,11,G,14,KUB5_13
1,0,1,1,1,1,0,0,11,H,14,KUB5_13
1,0,1,1,1,0,1,0,12,A,14,KUB5_13
1,0,1,1,1,0,0,1,12,B,14,KUB5_13
1,0,1,1,0,1,1,0,12,C,14,KUB5_13
1,0,1,1,0,1,0,1,12,D,14,KUB5_13
1,0,1,1,0,0,1,1,12,E,14,KUB5_13
1,0,1,0,1,1,1,0,12,F,14,KUB5_13
1,0,1,0,1,1,0,1,12,G,14,KUB5_13
1,0,1,0,1,0,1,1,12,H,14,KUB5_13
1,0,1,0,0,1,1,1,1,A,15,KUB5_13
1,0,0,1,1,1,1,0,1,B,15,KUB5_13
1,0,0,1,1,1,0,1,1,C,15,KUB5_13
1,0,0,1,1,0,1,1,1,D,15,KUB5_13
1,0,0,1,0,1,1,1,1,E,15,KUB5_13
1,0,0,0,1,1,1,1,1,F,15,KUB5_13
0,1,1,1,1,1,0,0,1,G,15,KUB5_13
0,1,1,1,1,0,1,0,1,H,15,KUB5_13
0,1,1,1,1,0,0,1,2,A,15,KUB5_13
0,1,1,1,0,1,1,0,2,B,15,KUB5_13
0,1,1,1,0,1,0,1,2,C,15,KUB5_13
0,1,1,1,0,0,1,1,2,D,15,KUB5_13
0,1,1,0,1,1,1,0,2,E,15,KUB5_13
0,1,1,0,1,1,0,1,2,F,15,KUB5_13
0,1,1,0,1,0,1,1,2,G,15,KUB5_13
0,1,1,0,0,1,1,1,2,H,15,KUB5_13
0,1,0,1,1,1,1,0,3,A,15,KUB5_13
0,1,0,1,1,1,0,1,3,B,15,KUB5_13
0,1,0,1,1,0,1,1,3,C,15,KUB5_13
0,1,0,1,0,1,1,1,3,D,15,KUB5_13
0,1,0,0,1,1,1,1,3,E,15,KUB5_13
0,0,1,1,1,1,1,0,3,F,15,KUB5_13
0,0,1,1,1,1,0,1,3,G,15,KUB5_13
0,0,1,1,1,0,1,1,3,H,15,KUB5_13
0,0,1,1,0,1,1,1,4,A,15,KUB5_13
0,0,1,0,1,1,1,1,4,B,15,KUB5_13
0,0,0,1,1,1,1,1,4,C,15,KUB5_13
1,1,1,1,1,1,0,0,4,D,15,KUB5_13
1,1,1,1,1,0,1,0,4,E,15,KUB5_13
1,1,1,1,1,0,0,1,4,F,15,KUB5_13
1,1,1,1,0,1,1,0,4,G,15,KUB5_13
1,1,1,1,0,1,0,1,4,H,15,KUB5_13
1,1,1,1,0,0,1,1,5,A,15,KUB5_13
1,1,1,0,1,1,1,0,5,B,15,KUB5_13
1,1,1,0,1,1,0,1,5,C,15,KUB5_13
1,1,1,0,1,0,1,1,5,D,15,KUB5_13
1,1,1,0,0,1,1,1,5,E,15,KUB5_13
1,1,0,1,1,1,1,0,5,F,15,KUB5_13
1,1,0,1,1,1,0,1,5,G,15,KUB5_13
1,1,0,1,1,0,1,1,5,H,15,KUB5_13
1,1,0,1,0,1,1,1,6,A,15,KUB5_13
1,1,0,0,1,1,1,1,6,B,15,KUB5_13
1,0,1,1,1,1,1,0,6,C,15,KUB5_13
1,0,1,1,1,1,0,1,6,D,15,KUB5_13
1,0,1,1,1,0,1,1,6,E,15,KUB5_13
1,0,1,1,0,1,1,1,6,F,15,KUB5_13
1,0,1,0,1,1,1,1,6,G,15,KUB5_13
1,0,0,1,1,1,1,1,6,H,15,KUB5_13
0,1,1,1,1,1,1,0,7,A,15,KUB5_13
0,1,1,1,1,1,0,1,7,B,15,KUB5_13
0,1,1,1,1,0,1,1,7,C,15,KUB5_13
0,1,1,1,0,1,1,1,7,D,15,KUB5_13
0,1,1,0,1,1,1,1,7,E,15,KUB5_13
0,1,0,1,1,1,1,1,7,F,15,KUB5_13
0,0,1,1,1,1,1,1,7,G,15,KUB5_13
1,1,1,1,1,1,1,0,7,H,15,KUB5_13
1,1,1,1,1,1,0,1,8,A,15,KUB5_13
1,1,1,1,1,0,1,1,8,B,15,KUB5_13
1,1,1,1,0,1,1,1,8,C,15,KUB5_13
1,1,1,0,1,1,1,1,8,D,15,KUB5_13
1,1,0,1,1,1,1,1,8,E,15,KUB5_13
1,0,1,1,1,1,1,1,8,F,15,KUB5_13
0,1,1,1,1,1,1,1,8,G,15,KUB5_13
1,1,1,1,1,1,1,1,8,H,15,KUB5_13
0,0,0,0,0,0,0,0,9,A,15,KUB5_13
0,0,0,0,0,0,0,0,9,B,15,KUB5_13
0,0,0,0,0,0,0,0,9,C,15,KUB5_13
0,0,0,0,0,0,0,0,9,D,15,KUB5_13
0,0,0,0,0,0,0,0,9,E,15,KUB5_13
0,0,0,0,0,0,0,0,9,F,15,KUB5_13
0,0,0,0,0,0,0,0,9,G,15,KUB5_13
0,0,0,0,0,0,0,0,9,H,15,KUB5_13
0,0,0,0,0,0,0,0,10,A,15,KUB5_13
0,0,0,0,0,0,0,0,10,B,15,KUB5_13
0,0,0,0,0,0,0,0,10,C,15,KUB5_13
0,0,0,0,0,0,0,0,10,D,15,KUB5_13
0,0,0,0,0,0,0,0,10,E,15,KUB5_13
0,0,0,0,0,0,0,0,10,F,15,KUB5_13
0,0,0,0,0,0,0,0,10,G,15,KUB5_13
0,0,0,0,0,0,0,0,10,H,15,KUB5_13
0,0,0,0,0,0,0,0,11,A,15,KUB5_13
0,0,0,0,0,0,0,0,11,B,15,KUB5_13
0,0,0,0,0,0,0,0,11,C,15,KUB5_13
0,0,0,0,0,0,0,0,11,D,15,KUB5_13
0,0,0,0,0,0,0,0,11,E,15,KUB5_13
0,0,0,0,0,0,0,0,11,F,15,KUB5_13
0,0,0,0,0,0,0,0,11,G,15,KUB5_13
0,0,0,0,0,0,0,0,11,H,15,KUB5_13
0,0,0,0,0,0,0,0,12,A,15,KUB5_13
0,0,0,0,0,0,0,0,12,B,15,KUB5_13
0,0,0,0,0,0,0,0,12,C,15,KUB5_13
0,0,0,0,0,0,0,0,12,D,15,KUB5_13
0,0,0,0,0,0,0,0,12,E,15,KUB5_13
