Copper,Nickel,Chloramphenicol,Ampicillin,Metaldehyde,Atrazine,Tebuconazole,Azoxystrobin,Dest.Column,Dest.Row,Dest.Plate
1,1,0,0,1,0,0,0,5,H,7
1,1,0,0,0,1,0,0,6,A,7
1,1,0,0,0,0,1,0,6,B,7
1,1,0,0,0,0,0,1,6,C,7
1,0,1,1,0,0,0,0,6,D,7
1,0,1,0,1,0,0,0,6,E,7
1,0,1,0,0,1,0,0,6,F,7
1,0,1,0,0,0,1,0,6,G,7
1,0,1,0,0,0,0,1,6,H,7
1,0,0,1,1,0,0,0,7,A,7
1,0,0,1,0,1,0,0,7,B,7
1,0,0,1,0,0,1,0,7,C,7
1,0,0,1,0,0,0,1,7,D,7
1,0,0,0,1,1,0,0,7,E,7
1,0,0,0,1,0,1,0,7,F,7
1,0,0,0,1,0,0,1,7,G,7
1,0,0,0,0,1,1,0,7,H,7
1,0,0,0,0,1,0,1,8,A,7
1,0,0,0,0,0,1,1,8,B,7
0,1,1,1,0,0,0,0,8,C,7
0,1,1,0,1,0,0,0,8,D,7
0,1,1,0,0,1,0,0,8,E,7
0,1,1,0,0,0,1,0,8,F,7
0,1,1,0,0,0,0,1,8,G,7
0,1,0,1,1,0,0,0,8,H,7
0,1,0,1,0,1,0,0,9,A,7
0,1,0,1,0,0,1,0,9,B,7
0,1,0,1,0,0,0,1,9,C,7
0,1,0,0,1,1,0,0,9,D,7
0,1,0,0,1,0,1,0,9,E,7
0,1,0,0,1,0,0,1,9,F,7
0,1,0,0,0,1,1,0,9,G,7
0,1,0,0,0,1,0,1,9,H,7
0,1,0,0,0,0,1,1,10,A,7
0,0,1,1,1,0,0,0,10,B,7
0,0,1,1,0,1,0,0,10,C,7
0,0,1,1,0,0,1,0,10,D,7
0,0,1,1,0,0,0,1,10,E,7
0,0,1,0,1,1,0,0,10,F,7
0,0,1,0,1,0,1,0,10,G,7
0,0,1,0,1,0,0,1,10,H,7
0,0,1,0,0,1,1,0,11,A,7
0,0,1,0,0,1,0,1,11,B,7
0,0,1,0,0,0,1,1,11,C,7
0,0,0,1,1,1,0,0,11,D,7
0,0,0,1,1,0,1,0,11,E,7
0,0,0,1,1,0,0,1,11,F,7
0,0,0,1,0,1,1,0,11,G,7
0,0,0,1,0,1,0,1,11,H,7
0,0,0,1,0,0,1,1,12,A,7
0,0,0,0,1,1,1,0,12,B,7
0,0,0,0,1,1,0,1,12,C,7
0,0,0,0,1,0,1,1,12,D,7
0,0,0,0,0,1,1,1,12,E,7
1,1,1,1,0,0,0,0,12,F,7
1,1,1,0,1,0,0,0,12,G,7
1,1,1,0,0,1,0,0,12,H,7
1,1,1,0,0,0,1,0,1,A,8
1,1,1,0,0,0,0,1,1,B,8
1,1,0,1,1,0,0,0,1,C,8
1,1,0,1,0,1,0,0,1,D,8
1,1,0,1,0,0,1,0,1,E,8
1,1,0,1,0,0,0,1,1,F,8
1,1,0,0,1,1,0,0,1,G,8
1,1,0,0,1,0,1,0,1,H,8
1,1,0,0,1,0,0,1,2,A,8
1,1,0,0,0,1,1,0,2,B,8
1,1,0,0,0,1,0,1,2,C,8
1,1,0,0,0,0,1,1,2,D,8
1,0,1,1,1,0,0,0,2,E,8
1,0,1,1,0,1,0,0,2,F,8
1,0,1,1,0,0,1,0,2,G,8
1,0,1,1,0,0,0,1,2,H,8
1,0,1,0,1,1,0,0,3,A,8
1,0,1,0,1,0,1,0,3,B,8
1,0,1,0,1,0,0,1,3,C,8
1,0,1,0,0,1,1,0,3,D,8
1,0,1,0,0,1,0,1,3,E,8
1,0,1,0,0,0,1,1,3,F,8
1,0,0,1,1,1,0,0,3,G,8
1,0,0,1,1,0,1,0,3,H,8
1,0,0,1,1,0,0,1,4,A,8
1,0,0,1,0,1,1,0,4,B,8
1,0,0,1,0,1,0,1,4,C,8
1,0,0,1,0,0,1,1,4,D,8
1,0,0,0,1,1,1,0,4,E,8
1,0,0,0,1,1,0,1,4,F,8
1,0,0,0,1,0,1,1,4,G,8
1,0,0,0,0,1,1,1,4,H,8
0,1,1,1,1,0,0,0,5,A,8
0,1,1,1,0,1,0,0,5,B,8
0,1,1,1,0,0,1,0,5,C,8
0,1,1,1,0,0,0,1,5,D,8
0,1,1,0,1,1,0,0,5,E,8
0,1,1,0,1,0,1,0,5,F,8
0,1,1,0,1,0,0,1,5,G,8
0,1,1,0,0,1,1,0,5,H,8
0,1,1,0,0,1,0,1,6,A,8
0,1,1,0,0,0,1,1,6,B,8
0,1,0,1,1,1,0,0,6,C,8
0,1,0,1,1,0,1,0,6,D,8
0,1,0,1,1,0,0,1,6,E,8
0,1,0,1,0,1,1,0,6,F,8
0,1,0,1,0,1,0,1,6,G,8
0,1,0,1,0,0,1,1,6,H,8
0,1,0,0,1,1,1,0,7,A,8
0,1,0,0,1,1,0,1,7,B,8
0,1,0,0,1,0,1,1,7,C,8
0,1,0,0,0,1,1,1,7,D,8
0,0,1,1,1,1,0,0,7,E,8
0,0,1,1,1,0,1,0,7,F,8
0,0,1,1,1,0,0,1,7,G,8
0,0,1,1,0,1,1,0,7,H,8
0,0,1,1,0,1,0,1,8,A,8
0,0,1,1,0,0,1,1,8,B,8
0,0,1,0,1,1,1,0,8,C,8
0,0,1,0,1,1,0,1,8,D,8
0,0,1,0,1,0,1,1,8,E,8
0,0,1,0,0,1,1,1,8,F,8
0,0,0,1,1,1,1,0,8,G,8
0,0,0,1,1,1,0,1,8,H,8
0,0,0,1,1,0,1,1,9,A,8
0,0,0,1,0,1,1,1,9,B,8
0,0,0,0,1,1,1,1,9,C,8
1,1,1,1,1,0,0,0,9,D,8
1,1,1,1,0,1,0,0,9,E,8
1,1,1,1,0,0,1,0,9,F,8
1,1,1,1,0,0,0,1,9,G,8
1,1,1,0,1,1,0,0,9,H,8
1,1,1,0,1,0,1,0,10,A,8
1,1,1,0,1,0,0,1,10,B,8
1,1,1,0,0,1,1,0,10,C,8
1,1,1,0,0,1,0,1,10,D,8
1,1,1,0,0,0,1,1,10,E,8
1,1,0,1,1,1,0,0,10,F,8
1,1,0,1,1,0,1,0,10,G,8
1,1,0,1,1,0,0,1,10,H,8
1,1,0,1,0,1,1,0,11,A,8
1,1,0,1,0,1,0,1,11,B,8
1,1,0,1,0,0,1,1,11,C,8
1,1,0,0,1,1,1,0,11,D,8
1,1,0,0,1,1,0,1,11,E,8
1,1,0,0,1,0,1,1,11,F,8
1,1,0,0,0,1,1,1,11,G,8
1,0,1,1,1,1,0,0,11,H,8
1,0,1,1,1,0,1,0,12,A,8
1,0,1,1,1,0,0,1,12,B,8
1,0,1,1,0,1,1,0,12,C,8
1,0,1,1,0,1,0,1,12,D,8
1,0,1,1,0,0,1,1,12,E,8
1,0,1,0,1,1,1,0,12,F,8
1,0,1,0,1,1,0,1,12,G,8
1,0,1,0,1,0,1,1,12,H,8
1,0,1,0,0,1,1,1,1,A,9
1,0,0,1,1,1,1,0,1,B,9
1,0,0,1,1,1,0,1,1,C,9
1,0,0,1,1,0,1,1,1,D,9
1,0,0,1,0,1,1,1,1,E,9
1,0,0,0,1,1,1,1,1,F,9
0,1,1,1,1,1,0,0,1,G,9
0,1,1,1,1,0,1,0,1,H,9
0,1,1,1,1,0,0,1,2,A,9
0,1,1,1,0,1,1,0,2,B,9
0,1,1,1,0,1,0,1,2,C,9
0,1,1,1,0,0,1,1,2,D,9
0,1,1,0,1,1,1,0,2,E,9
0,1,1,0,1,1,0,1,2,F,9
0,1,1,0,1,0,1,1,2,G,9
0,1,1,0,0,1,1,1,2,H,9
0,1,0,1,1,1,1,0,3,A,9
0,1,0,1,1,1,0,1,3,B,9
0,1,0,1,1,0,1,1,3,C,9
0,1,0,1,0,1,1,1,3,D,9
0,1,0,0,1,1,1,1,3,E,9
0,0,1,1,1,1,1,0,3,F,9
0,0,1,1,1,1,0,1,3,G,9
0,0,1,1,1,0,1,1,3,H,9
0,0,1,1,0,1,1,1,4,A,9
0,0,1,0,1,1,1,1,4,B,9
0,0,0,1,1,1,1,1,4,C,9
1,1,1,1,1,1,0,0,4,D,9
1,1,1,1,1,0,1,0,4,E,9
1,1,1,1,1,0,0,1,4,F,9
1,1,1,1,0,1,1,0,4,G,9
1,1,1,1,0,1,0,1,4,H,9
1,1,1,1,0,0,1,1,5,A,9
1,1,1,0,1,1,1,0,5,B,9
1,1,1,0,1,1,0,1,5,C,9
1,1,1,0,1,0,1,1,5,D,9
1,1,1,0,0,1,1,1,5,E,9
1,1,0,1,1,1,1,0,5,F,9
1,1,0,1,1,1,0,1,5,G,9
1,1,0,1,1,0,1,1,5,H,9
1,1,0,1,0,1,1,1,6,A,9
1,1,0,0,1,1,1,1,6,B,9
1,0,1,1,1,1,1,0,6,C,9
1,0,1,1,1,1,0,1,6,D,9
1,0,1,1,1,0,1,1,6,E,9
1,0,1,1,0,1,1,1,6,F,9
1,0,1,0,1,1,1,1,6,G,9
1,0,0,1,1,1,1,1,6,H,9
0,1,1,1,1,1,1,0,7,A,9
0,1,1,1,1,1,0,1,7,B,9
0,1,1,1,1,0,1,1,7,C,9
0,1,1,1,0,1,1,1,7,D,9
0,1,1,0,1,1,1,1,7,E,9
0,1,0,1,1,1,1,1,7,F,9
0,0,1,1,1,1,1,1,7,G,9
1,1,1,1,1,1,1,0,7,H,9
1,1,1,1,1,1,0,1,8,A,9
1,1,1,1,1,0,1,1,8,B,9
1,1,1,1,0,1,1,1,8,C,9
1,1,1,0,1,1,1,1,8,D,9
1,1,0,1,1,1,1,1,8,E,9
1,0,1,1,1,1,1,1,8,F,9
0,1,1,1,1,1,1,1,8,G,9
1,1,1,1,1,1,1,1,8,H,9
0,0,0,0,0,0,0,0,9,A,9
0,0,0,0,0,0,0,0,9,B,9
0,0,0,0,0,0,0,0,9,C,9
0,0,0,0,0,0,0,0,9,D,9
0,0,0,0,0,0,0,0,9,E,9
0,0,0,0,0,0,0,0,9,F,9
0,0,0,0,0,0,0,0,9,G,9
0,0,0,0,0,0,0,0,9,H,9
0,0,0,0,0,0,0,0,10,A,9
0,0,0,0,0,0,0,0,10,B,9
0,0,0,0,0,0,0,0,10,C,9
0,0,0,0,0,0,0,0,10,D,9
0,0,0,0,0,0,0,0,10,E,9
0,0,0,0,0,0,0,0,10,F,9
0,0,0,0,0,0,0,0,10,G,9
0,0,0,0,0,0,0,0,10,H,9
0,0,0,0,0,0,0,0,11,A,9
0,0,0,0,0,0,0,0,11,B,9
0,0,0,0,0,0,0,0,11,C,9
0,0,0,0,0,0,0,0,11,D,9
0,0,0,0,0,0,0,0,11,E,9
0,0,0,0,0,0,0,0,11,F,9
0,0,0,0,0,0,0,0,11,G,9
0,0,0,0,0,0,0,0,11,H,9
0,0,0,0,0,0,0,0,12,A,9
0,0,0,0,0,0,0,0,12,B,9
0,0,0,0,0,0,0,0,12,C,9
0,0,0,0,0,0,0,0,12,D,9
0,0,0,0,0,0,0,0,12,E,9
0,0,0,0,0,0,0,0,12,F,9
0,0,0,0,0,0,0,0,12,G,9
0,0,0,0,0,0,0,0,12,H,9
0,0,0,0,0,0,0,0,1,A,10
1,0,0,0,0,0,0,0,1,B,10
0,1,0,0,0,0,0,0,1,C,10
0,0,1,0,0,0,0,0,1,D,10
0,0,0,1,0,0,0,0,1,E,10
0,0,0,0,1,0,0,0,1,F,10
0,0,0,0,0,1,0,0,1,G,10
0,0,0,0,0,0,1,0,1,H,10
0,0,0,0,0,0,0,1,2,A,10
1,1,0,0,0,0,0,0,2,B,10
1,0,1,0,0,0,0,0,2,C,10
1,0,0,1,0,0,0,0,2,D,10
1,0,0,0,1,0,0,0,2,E,10
1,0,0,0,0,1,0,0,2,F,10
1,0,0,0,0,0,1,0,2,G,10
1,0,0,0,0,0,0,1,2,H,10
0,1,1,0,0,0,0,0,3,A,10
0,1,0,1,0,0,0,0,3,B,10
0,1,0,0,1,0,0,0,3,C,10
0,1,0,0,0,1,0,0,3,D,10
0,1,0,0,0,0,1,0,3,E,10
0,1,0,0,0,0,0,1,3,F,10
0,0,1,1,0,0,0,0,3,G,10
0,0,1,0,1,0,0,0,3,H,10
0,0,1,0,0,1,0,0,4,A,10
0,0,1,0,0,0,1,0,4,B,10
0,0,1,0,0,0,0,1,4,C,10
0,0,0,1,1,0,0,0,4,D,10
0,0,0,1,0,1,0,0,4,E,10
0,0,0,1,0,0,1,0,4,F,10
0,0,0,1,0,0,0,1,4,G,10
0,0,0,0,1,1,0,0,4,H,10
0,0,0,0,1,0,1,0,5,A,10
0,0,0,0,1,0,0,1,5,B,10
0,0,0,0,0,1,1,0,5,C,10
0,0,0,0,0,1,0,1,5,D,10
0,0,0,0,0,0,1,1,5,E,10
1,1,1,0,0,0,0,0,5,F,10
1,1,0,1,0,0,0,0,5,G,10
1,1,0,0,1,0,0,0,5,H,10
1,1,0,0,0,1,0,0,6,A,10
1,1,0,0,0,0,1,0,6,B,10
1,1,0,0,0,0,0,1,6,C,10
1,0,1,1,0,0,0,0,6,D,10
1,0,1,0,1,0,0,0,6,E,10
1,0,1,0,0,1,0,0,6,F,10
1,0,1,0,0,0,1,0,6,G,10
1,0,1,0,0,0,0,1,6,H,10
1,0,0,1,1,0,0,0,7,A,10
1,0,0,1,0,1,0,0,7,B,10
1,0,0,1,0,0,1,0,7,C,10
1,0,0,1,0,0,0,1,7,D,10
1,0,0,0,1,1,0,0,7,E,10
1,0,0,0,1,0,1,0,7,F,10
1,0,0,0,1,0,0,1,7,G,10
1,0,0,0,0,1,1,0,7,H,10
1,0,0,0,0,1,0,1,8,A,10
1,0,0,0,0,0,1,1,8,B,10
0,1,1,1,0,0,0,0,8,C,10
0,1,1,0,1,0,0,0,8,D,10
0,1,1,0,0,1,0,0,8,E,10
0,1,1,0,0,0,1,0,8,F,10
0,1,1,0,0,0,0,1,8,G,10
0,1,0,1,1,0,0,0,8,H,10
0,1,0,1,0,1,0,0,9,A,10
0,1,0,1,0,0,1,0,9,B,10
0,1,0,1,0,0,0,1,9,C,10
0,1,0,0,1,1,0,0,9,D,10
0,1,0,0,1,0,1,0,9,E,10
0,1,0,0,1,0,0,1,9,F,10
0,1,0,0,0,1,1,0,9,G,10
0,1,0,0,0,1,0,1,9,H,10
0,1,0,0,0,0,1,1,10,A,10
0,0,1,1,1,0,0,0,10,B,10
0,0,1,1,0,1,0,0,10,C,10
0,0,1,1,0,0,1,0,10,D,10
0,0,1,1,0,0,0,1,10,E,10
0,0,1,0,1,1,0,0,10,F,10
0,0,1,0,1,0,1,0,10,G,10
0,0,1,0,1,0,0,1,10,H,10
0,0,1,0,0,1,1,0,11,A,10
0,0,1,0,0,1,0,1,11,B,10
0,0,1,0,0,0,1,1,11,C,10
0,0,0,1,1,1,0,0,11,D,10
0,0,0,1,1,0,1,0,11,E,10
0,0,0,1,1,0,0,1,11,F,10
0,0,0,1,0,1,1,0,11,G,10
0,0,0,1,0,1,0,1,11,H,10
0,0,0,1,0,0,1,1,12,A,10
0,0,0,0,1,1,1,0,12,B,10
0,0,0,0,1,1,0,1,12,C,10
0,0,0,0,1,0,1,1,12,D,10
0,0,0,0,0,1,1,1,12,E,10
1,1,1,1,0,0,0,0,12,F,10
1,1,1,0,1,0,0,0,12,G,10
1,1,1,0,0,1,0,0,12,H,10
1,1,1,0,0,0,1,0,1,A,11
1,1,1,0,0,0,0,1,1,B,11
1,1,0,1,1,0,0,0,1,C,11
1,1,0,1,0,1,0,0,1,D,11
1,1,0,1,0,0,1,0,1,E,11
1,1,0,1,0,0,0,1,1,F,11
1,1,0,0,1,1,0,0,1,G,11
1,1,0,0,1,0,1,0,1,H,11
1,1,0,0,1,0,0,1,2,A,11
1,1,0,0,0,1,1,0,2,B,11
1,1,0,0,0,1,0,1,2,C,11
1,1,0,0,0,0,1,1,2,D,11
1,0,1,1,1,0,0,0,2,E,11
1,0,1,1,0,1,0,0,2,F,11
1,0,1,1,0,0,1,0,2,G,11
1,0,1,1,0,0,0,1,2,H,11
1,0,1,0,1,1,0,0,3,A,11
1,0,1,0,1,0,1,0,3,B,11
1,0,1,0,1,0,0,1,3,C,11
1,0,1,0,0,1,1,0,3,D,11
1,0,1,0,0,1,0,1,3,E,11
1,0,1,0,0,0,1,1,3,F,11
1,0,0,1,1,1,0,0,3,G,11
1,0,0,1,1,0,1,0,3,H,11
1,0,0,1,1,0,0,1,4,A,11
1,0,0,1,0,1,1,0,4,B,11
1,0,0,1,0,1,0,1,4,C,11
1,0,0,1,0,0,1,1,4,D,11
1,0,0,0,1,1,1,0,4,E,11
1,0,0,0,1,1,0,1,4,F,11
1,0,0,0,1,0,1,1,4,G,11
1,0,0,0,0,1,1,1,4,H,11
0,1,1,1,1,0,0,0,5,A,11
0,1,1,1,0,1,0,0,5,B,11
0,1,1,1,0,0,1,0,5,C,11
0,1,1,1,0,0,0,1,5,D,11
0,1,1,0,1,1,0,0,5,E,11
0,1,1,0,1,0,1,0,5,F,11
0,1,1,0,1,0,0,1,5,G,11
0,1,1,0,0,1,1,0,5,H,11
0,1,1,0,0,1,0,1,6,A,11
0,1,1,0,0,0,1,1,6,B,11
0,1,0,1,1,1,0,0,6,C,11
0,1,0,1,1,0,1,0,6,D,11
0,1,0,1,1,0,0,1,6,E,11
0,1,0,1,0,1,1,0,6,F,11
0,1,0,1,0,1,0,1,6,G,11
0,1,0,1,0,0,1,1,6,H,11
0,1,0,0,1,1,1,0,7,A,11
0,1,0,0,1,1,0,1,7,B,11
0,1,0,0,1,0,1,1,7,C,11
0,1,0,0,0,1,1,1,7,D,11
0,0,1,1,1,1,0,0,7,E,11
0,0,1,1,1,0,1,0,7,F,11
0,0,1,1,1,0,0,1,7,G,11
0,0,1,1,0,1,1,0,7,H,11
0,0,1,1,0,1,0,1,8,A,11
0,0,1,1,0,0,1,1,8,B,11
0,0,1,0,1,1,1,0,8,C,11
0,0,1,0,1,1,0,1,8,D,11
0,0,1,0,1,0,1,1,8,E,11
0,0,1,0,0,1,1,1,8,F,11
0,0,0,1,1,1,1,0,8,G,11
0,0,0,1,1,1,0,1,8,H,11
0,0,0,1,1,0,1,1,9,A,11
0,0,0,1,0,1,1,1,9,B,11
0,0,0,0,1,1,1,1,9,C,11
1,1,1,1,1,0,0,0,9,D,11
1,1,1,1,0,1,0,0,9,E,11
1,1,1,1,0,0,1,0,9,F,11
1,1,1,1,0,0,0,1,9,G,11
1,1,1,0,1,1,0,0,9,H,11
1,1,1,0,1,0,1,0,10,A,11
1,1,1,0,1,0,0,1,10,B,11
1,1,1,0,0,1,1,0,10,C,11
1,1,1,0,0,1,0,1,10,D,11
1,1,1,0,0,0,1,1,10,E,11
1,1,0,1,1,1,0,0,10,F,11
1,1,0,1,1,0,1,0,10,G,11
1,1,0,1,1,0,0,1,10,H,11
1,1,0,1,0,1,1,0,11,A,11
1,1,0,1,0,1,0,1,11,B,11
1,1,0,1,0,0,1,1,11,C,11
1,1,0,0,1,1,1,0,11,D,11
1,1,0,0,1,1,0,1,11,E,11
1,1,0,0,1,0,1,1,11,F,11
1,1,0,0,0,1,1,1,11,G,11
1,0,1,1,1,1,0,0,11,H,11
1,0,1,1,1,0,1,0,12,A,11
1,0,1,1,1,0,0,1,12,B,11
1,0,1,1,0,1,1,0,12,C,11
1,0,1,1,0,1,0,1,12,D,11
1,0,1,1,0,0,1,1,12,E,11
1,0,1,0,1,1,1,0,12,F,11
1,0,1,0,1,1,0,1,12,G,11
1,0,1,0,1,0,1,1,12,H,11
1,0,1,0,0,1,1,1,1,A,12
1,0,0,1,1,1,1,0,1,B,12
1,0,0,1,1,1,0,1,1,C,12
1,0,0,1,1,0,1,1,1,D,12
1,0,0,1,0,1,1,1,1,E,12
1,0,0,0,1,1,1,1,1,F,12
0,1,1,1,1,1,0,0,1,G,12
0,1,1,1,1,0,1,0,1,H,12
0,1,1,1,1,0,0,1,2,A,12
0,1,1,1,0,1,1,0,2,B,12
0,1,1,1,0,1,0,1,2,C,12
0,1,1,1,0,0,1,1,2,D,12
0,1,1,0,1,1,1,0,2,E,12
0,1,1,0,1,1,0,1,2,F,12
0,1,1,0,1,0,1,1,2,G,12
0,1,1,0,0,1,1,1,2,H,12
0,1,0,1,1,1,1,0,3,A,12
0,1,0,1,1,1,0,1,3,B,12
0,1,0,1,1,0,1,1,3,C,12
0,1,0,1,0,1,1,1,3,D,12
0,1,0,0,1,1,1,1,3,E,12
0,0,1,1,1,1,1,0,3,F,12
0,0,1,1,1,1,0,1,3,G,12
0,0,1,1,1,0,1,1,3,H,12
0,0,1,1,0,1,1,1,4,A,12
0,0,1,0,1,1,1,1,4,B,12
0,0,0,1,1,1,1,1,4,C,12
1,1,1,1,1,1,0,0,4,D,12
1,1,1,1,1,0,1,0,4,E,12
1,1,1,1,1,0,0,1,4,F,12
1,1,1,1,0,1,1,0,4,G,12
1,1,1,1,0,1,0,1,4,H,12
1,1,1,1,0,0,1,1,5,A,12
1,1,1,0,1,1,1,0,5,B,12
1,1,1,0,1,1,0,1,5,C,12
1,1,1,0,1,0,1,1,5,D,12
1,1,1,0,0,1,1,1,5,E,12
1,1,0,1,1,1,1,0,5,F,12
1,1,0,1,1,1,0,1,5,G,12
1,1,0,1,1,0,1,1,5,H,12
1,1,0,1,0,1,1,1,6,A,12
1,1,0,0,1,1,1,1,6,B,12
1,0,1,1,1,1,1,0,6,C,12
1,0,1,1,1,1,0,1,6,D,12
1,0,1,1,1,0,1,1,6,E,12
1,0,1,1,0,1,1,1,6,F,12
1,0,1,0,1,1,1,1,6,G,12
1,0,0,1,1,1,1,1,6,H,12
0,1,1,1,1,1,1,0,7,A,12
0,1,1,1,1,1,0,1,7,B,12
0,1,1,1,1,0,1,1,7,C,12
0,1,1,1,0,1,1,1,7,D,12
0,1,1,0,1,1,1,1,7,E,12
0,1,0,1,1,1,1,1,7,F,12
0,0,1,1,1,1,1,1,7,G,12
1,1,1,1,1,1,1,0,7,H,12
1,1,1,1,1,1,0,1,8,A,12
1,1,1,1,1,0,1,1,8,B,12
1,1,1,1,0,1,1,1,8,C,12
1,1,1,0,1,1,1,1,8,D,12
1,1,0,1,1,1,1,1,8,E,12
1,0,1,1,1,1,1,1,8,F,12
0,1,1,1,1,1,1,1,8,G,12
1,1,1,1,1,1,1,1,8,H,12
0,0,0,0,0,0,0,0,9,A,12
0,0,0,0,0,0,0,0,9,B,12
0,0,0,0,0,0,0,0,9,C,12
0,0,0,0,0,0,0,0,9,D,12
0,0,0,0,0,0,0,0,9,E,12
0,0,0,0,0,0,0,0,9,F,12
0,0,0,0,0,0,0,0,9,G,12
0,0,0,0,0,0,0,0,9,H,12
0,0,0,0,0,0,0,0,10,A,12
0,0,0,0,0,0,0,0,10,B,12
0,0,0,0,0,0,0,0,10,C,12
0,0,0,0,0,0,0,0,10,D,12
0,0,0,0,0,0,0,0,10,E,12
0,0,0,0,0,0,0,0,10,F,12
0,0,0,0,0,0,0,0,10,G,12
0,0,0,0,0,0,0,0,10,H,12
0,0,0,0,0,0,0,0,11,A,12
0,0,0,0,0,0,0,0,11,B,12
0,0,0,0,0,0,0,0,11,C,12
0,0,0,0,0,0,0,0,11,D,12
0,0,0,0,0,0,0,0,11,E,12
0,0,0,0,0,0,0,0,11,F,12
0,0,0,0,0,0,0,0,11,G,12
0,0,0,0,0,0,0,0,11,H,12
0,0,0,0,0,0,0,0,12,A,12
0,0,0,0,0,0,0,0,12,B,12
0,0,0,0,0,0,0,0,12,C,12
0,0,0,0,0,0,0,0,12,D,12
0,0,0,0,0,0,0,0,12,E,12
0,0,0,0,0,0,0,0,12,F,12
0,0,0,0,0,0,0,0,12,G,12
0,0,0,0,0,0,0,0,12,H,12
0,0,0,0,0,0,0,0,1,A,13
1,0,0,0,0,0,0,0,1,B,13
0,1,0,0,0,0,0,0,1,C,13
0,0,1,0,0,0,0,0,1,D,13
0,0,0,1,0,0,0,0,1,E,13
0,0,0,0,1,0,0,0,1,F,13
0,0,0,0,0,1,0,0,1,G,13
0,0,0,0,0,0,1,0,1,H,13
0,0,0,0,0,0,0,1,2,A,13
1,1,0,0,0,0,0,0,2,B,13
1,0,1,0,0,0,0,0,2,C,13
1,0,0,1,0,0,0,0,2,D,13
1,0,0,0,1,0,0,0,2,E,13
1,0,0,0,0,1,0,0,2,F,13
1,0,0,0,0,0,1,0,2,G,13
1,0,0,0,0,0,0,1,2,H,13
0,1,1,0,0,0,0,0,3,A,13
0,1,0,1,0,0,0,0,3,B,13
0,1,0,0,1,0,0,0,3,C,13
0,1,0,0,0,1,0,0,3,D,13
0,1,0,0,0,0,1,0,3,E,13
0,1,0,0,0,0,0,1,3,F,13
0,0,1,1,0,0,0,0,3,G,13
0,0,1,0,1,0,0,0,3,H,13
0,0,1,0,0,1,0,0,4,A,13
0,0,1,0,0,0,1,0,4,B,13
0,0,1,0,0,0,0,1,4,C,13
0,0,0,1,1,0,0,0,4,D,13
0,0,0,1,0,1,0,0,4,E,13
0,0,0,1,0,0,1,0,4,F,13
0,0,0,1,0,0,0,1,4,G,13
0,0,0,0,1,1,0,0,4,H,13
0,0,0,0,1,0,1,0,5,A,13
0,0,0,0,1,0,0,1,5,B,13
0,0,0,0,0,1,1,0,5,C,13
0,0,0,0,0,1,0,1,5,D,13
0,0,0,0,0,0,1,1,5,E,13
1,1,1,0,0,0,0,0,5,F,13
1,1,0,1,0,0,0,0,5,G,13
1,1,0,0,1,0,0,0,5,H,13
1,1,0,0,0,1,0,0,6,A,13
1,1,0,0,0,0,1,0,6,B,13
1,1,0,0,0,0,0,1,6,C,13
1,0,1,1,0,0,0,0,6,D,13
1,0,1,0,1,0,0,0,6,E,13
1,0,1,0,0,1,0,0,6,F,13
1,0,1,0,0,0,1,0,6,G,13
1,0,1,0,0,0,0,1,6,H,13
1,0,0,1,1,0,0,0,7,A,13
1,0,0,1,0,1,0,0,7,B,13
1,0,0,1,0,0,1,0,7,C,13
1,0,0,1,0,0,0,1,7,D,13
1,0,0,0,1,1,0,0,7,E,13
1,0,0,0,1,0,1,0,7,F,13
1,0,0,0,1,0,0,1,7,G,13
1,0,0,0,0,1,1,0,7,H,13
1,0,0,0,0,1,0,1,8,A,13
1,0,0,0,0,0,1,1,8,B,13
0,1,1,1,0,0,0,0,8,C,13
0,1,1,0,1,0,0,0,8,D,13
0,1,1,0,0,1,0,0,8,E,13
0,1,1,0,0,0,1,0,8,F,13
0,1,1,0,0,0,0,1,8,G,13
0,1,0,1,1,0,0,0,8,H,13
0,1,0,1,0,1,0,0,9,A,13
0,1,0,1,0,0,1,0,9,B,13
0,1,0,1,0,0,0,1,9,C,13
0,1,0,0,1,1,0,0,9,D,13
0,1,0,0,1,0,1,0,9,E,13
0,1,0,0,1,0,0,1,9,F,13
0,1,0,0,0,1,1,0,9,G,13
0,1,0,0,0,1,0,1,9,H,13
0,1,0,0,0,0,1,1,10,A,13
0,0,1,1,1,0,0,0,10,B,13
0,0,1,1,0,1,0,0,10,C,13
0,0,1,1,0,0,1,0,10,D,13
0,0,1,1,0,0,0,1,10,E,13
0,0,1,0,1,1,0,0,10,F,13
0,0,1,0,1,0,1,0,10,G,13
0,0,1,0,1,0,0,1,10,H,13
0,0,1,0,0,1,1,0,11,A,13
0,0,1,0,0,1,0,1,11,B,13
0,0,1,0,0,0,1,1,11,C,13
0,0,0,1,1,1,0,0,11,D,13
0,0,0,1,1,0,1,0,11,E,13
0,0,0,1,1,0,0,1,11,F,13
0,0,0,1,0,1,1,0,11,G,13
0,0,0,1,0,1,0,1,11,H,13
0,0,0,1,0,0,1,1,12,A,13
0,0,0,0,1,1,1,0,12,B,13
0,0,0,0,1,1,0,1,12,C,13
0,0,0,0,1,0,1,1,12,D,13
0,0,0,0,0,1,1,1,12,E,13
1,1,1,1,0,0,0,0,12,F,13
1,1,1,0,1,0,0,0,12,G,13
