Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
00:00:06,0.051,0.049,0.049,0.053,0.053,0.055,0.05,0.051,0.051,0.047,0.047,0.05,0.052,0.049,0.048,0.052,0.052,0.052,0.05,0.051,0.047,0.049,0.051,0.047,0.053,0.051,0.049,0.049,0.054,0.05,0.049,0.051,0.045,0.048,0.051,0.046,0.049,0.046,0.05,0.05,0.049,0.051,0.049,0.053,0.046,0.046,0.047,0.045,0.05,0.049,0.05,0.052,0.049,0.052,0.052,0.05,0.049,0.046,0.045,0.045,0.05,0.052,0.05,0.051,0.052,0.049,0.05,0.053,0.046,0.045,0.048,0.047,0.049,0.05,0.054,0.052,0.05,0.052,0.049,0.05,0.047,0.046,0.045,0.047,0.05,0.054,0.052,0.051,0.051,0.051,0.051,0.051,0.049,0.044,0.045,0.051
16:23:00,0.139,0.215,0.241,0.172,0.142,0.132,0.159,0.106,0.051,0.047,0.047,0.05,0.152,0.188,0.196,0.188,0.158,0.182,0.217,0.152,0.047,0.049,0.05,0.047,0.165,0.205,0.195,0.232,0.186,0.187,0.225,0.171,0.046,0.048,0.051,0.046,0.159,0.229,0.225,0.197,0.198,0.229,0.271,0.185,0.094,0.047,0.047,0.045,0.173,0.23,0.235,0.163,0.16,0.161,0.396,0.223,0.044,0.046,0.046,0.045,0.166,0.258,0.252,0.159,0.172,0.163,0.292,0.2,0.046,0.046,0.049,0.048,0.206,0.265,0.277,0.183,0.16,0.18,0.261,0.308,0.047,0.047,0.046,0.047,0.139,0.215,0.226,0.126,0.136,0.117,0.12,0.133,0.05,0.044,0.046,0.051
20:23:01,0.117,0.246,0.293,0.152,0.093,0.091,0.129,0.09,0.051,0.047,0.047,0.049,0.121,0.206,0.215,0.202,0.143,0.179,0.219,0.112,0.047,0.049,0.05,0.047,0.142,0.231,0.221,0.247,0.123,0.128,0.218,0.155,0.046,0.048,0.051,0.046,0.214,0.288,0.23,0.153,0.144,0.15,0.251,0.216,0.046,0.046,0.047,0.045,0.176,0.3,0.302,0.165,0.148,0.162,0.322,0.235,0.049,0.046,0.046,0.045,0.138,0.349,0.284,0.197,0.152,0.153,0.294,0.165,0.046,0.046,0.048,0.047,0.329,0.342,0.301,0.171,0.149,0.167,0.295,0.34,0.047,0.046,0.045,0.047,0.12,0.245,0.272,0.112,0.156,0.111,0.104,0.107,0.049,0.044,0.045,0.051
24:23:02,0.1,0.307,0.336,0.148,0.109,0.096,0.131,0.086,0.051,0.047,0.047,0.05,0.136,0.281,0.258,0.2,0.139,0.146,0.219,0.121,0.047,0.049,0.05,0.047,0.118,0.293,0.244,0.22,0.144,0.15,0.235,0.16,0.045,0.048,0.051,0.046,0.187,0.314,0.267,0.148,0.143,0.15,0.258,0.255,0.046,0.046,0.047,0.045,0.266,0.343,0.347,0.217,0.181,0.175,0.311,0.267,0.048,0.045,0.045,0.045,0.354,0.359,0.32,0.219,0.166,0.165,0.315,0.217,0.046,0.045,0.048,0.047,0.343,0.396,0.373,0.178,0.201,0.193,0.342,0.411,0.047,0.046,0.045,0.047,0.111,0.349,0.383,0.169,0.319,0.123,0.108,0.11,0.049,0.044,0.045,0.051
28:23:02,0.103,0.321,0.335,0.174,0.112,0.109,0.143,0.09,0.051,0.047,0.047,0.05,0.128,0.46,0.415,0.394,0.286,0.16,0.391,0.188,0.047,0.049,0.05,0.047,0.166,0.375,0.402,0.358,0.142,0.147,0.399,0.184,0.046,0.048,0.051,0.046,0.189,0.438,0.407,0.253,0.223,0.179,0.289,0.173,0.046,0.046,0.047,0.045,0.237,0.453,0.416,0.203,0.197,0.178,0.437,0.389,0.048,0.045,0.046,0.045,0.2,0.469,0.372,0.287,0.274,0.204,0.458,0.324,0.046,0.045,0.048,0.047,0.37,0.452,0.414,0.221,0.223,0.241,0.398,0.439,0.047,0.046,0.045,0.047,0.115,0.431,0.432,0.159,0.147,0.152,0.107,0.121,0.049,0.044,0.045,0.051
32:23:04,0.092,0.288,0.337,0.127,0.092,0.078,0.105,0.076,0.051,0.047,0.047,0.05,0.121,0.472,0.426,0.465,0.272,0.377,0.456,0.216,0.047,0.049,0.05,0.047,0.169,0.5,0.434,0.434,0.273,0.253,0.439,0.171,0.045,0.048,0.05,0.046,0.159,0.429,0.449,0.382,0.303,0.266,0.481,0.367,0.046,0.045,0.047,0.045,0.202,0.511,0.462,0.338,0.297,0.211,0.467,0.416,0.048,0.045,0.045,0.045,0.224,0.472,0.462,0.298,0.289,0.289,0.468,0.247,0.046,0.045,0.048,0.047,0.394,0.452,0.414,0.277,0.223,0.242,0.459,0.449,0.047,0.046,0.045,0.047,0.123,0.4,0.438,0.184,0.257,0.14,0.162,0.148,0.049,0.044,0.045,0.051
36:23:04,0.108,0.293,0.333,0.111,0.088,0.087,0.109,0.072,0.051,0.047,0.047,0.05,0.135,0.465,0.441,0.482,0.315,0.328,0.472,0.201,0.047,0.049,0.05,0.047,0.153,0.477,0.456,0.459,0.299,0.305,0.465,0.267,0.045,0.048,0.051,0.046,0.163,0.453,0.449,0.362,0.333,0.353,0.489,0.345,0.046,0.046,0.047,0.045,0.272,0.473,0.465,0.324,0.317,0.329,0.458,0.369,0.048,0.045,0.045,0.045,0.208,0.485,0.455,0.343,0.381,0.323,0.501,0.408,0.046,0.045,0.048,0.047,0.376,0.481,0.447,0.25,0.268,0.27,0.444,0.455,0.047,0.046,0.045,0.047,0.121,0.431,0.446,0.185,0.23,0.176,0.097,0.176,0.049,0.044,0.045,0.051
40:23:06,0.119,0.305,0.3,0.098,0.082,0.082,0.091,0.083,0.051,0.047,0.047,0.05,0.099,0.448,0.431,0.491,0.329,0.363,0.44,0.183,0.047,0.049,0.05,0.047,0.154,0.449,0.431,0.458,0.346,0.324,0.425,0.248,0.045,0.048,0.051,0.046,0.148,0.464,0.453,0.365,0.325,0.355,0.475,0.362,0.046,0.046,0.047,0.045,0.188,0.489,0.475,0.337,0.346,0.348,0.471,0.361,0.048,0.045,0.046,0.045,0.173,0.474,0.483,0.376,0.356,0.349,0.484,0.411,0.046,0.045,0.048,0.047,0.319,0.481,0.51,0.334,0.361,0.382,0.456,0.461,0.047,0.047,0.045,0.047,0.097,0.41,0.476,0.147,0.228,0.13,0.103,0.185,0.049,0.044,0.045,0.051
44:23:07,0.105,0.281,0.271,0.107,0.083,0.081,0.091,0.104,0.051,0.047,0.047,0.05,0.095,0.475,0.452,0.434,0.34,0.325,0.496,0.133,0.047,0.049,0.051,0.047,0.127,0.457,0.421,0.456,0.357,0.331,0.445,0.301,0.046,0.048,0.051,0.046,0.114,0.451,0.443,0.367,0.328,0.335,0.481,0.308,0.046,0.046,0.047,0.045,0.143,0.461,0.452,0.36,0.336,0.331,0.439,0.329,0.048,0.045,0.046,0.044,0.154,0.478,0.462,0.364,0.352,0.343,0.485,0.309,0.046,0.045,0.048,0.047,0.241,0.516,0.541,0.385,0.4,0.434,0.521,0.408,0.047,0.047,0.045,0.047,0.1,0.442,0.508,0.124,0.143,0.131,0.097,0.19,0.049,0.044,0.045,0.051
48:23:08,0.147,0.245,0.248,0.099,0.076,0.08,0.105,0.066,0.05,0.047,0.046,0.049,0.075,0.45,0.479,0.447,0.332,0.331,0.468,0.116,0.047,0.049,0.05,0.047,0.096,0.472,0.418,0.463,0.357,0.334,0.438,0.204,0.045,0.048,0.051,0.045,0.095,0.452,0.446,0.353,0.344,0.365,0.481,0.376,0.045,0.045,0.046,0.045,0.098,0.482,0.446,0.378,0.369,0.354,0.493,0.332,0.048,0.045,0.045,0.045,0.116,0.472,0.437,0.368,0.354,0.334,0.488,0.28,0.046,0.045,0.048,0.047,0.193,0.581,0.541,0.373,0.24,0.309,0.503,0.39,0.046,0.046,0.045,0.047,0.12,0.455,0.441,0.125,0.134,0.104,0.089,0.164,0.049,0.044,0.045,0.051
