Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
00:00:06,0.048,0.049,0.048,0.052,0.049,0.05,0.051,0.05,0.051,0.051,0.051,0.052,0.049,0.048,0.049,0.05,0.051,0.052,0.05,0.051,0.05,0.053,0.051,0.05,0.048,0.049,0.058,0.048,0.048,0.05,0.049,0.049,0.049,0.05,0.052,0.049,0.047,0.049,0.048,0.049,0.047,0.049,0.05,0.05,0.049,0.049,0.051,0.049,0.049,0.049,0.049,0.048,0.049,0.05,0.049,0.048,0.049,0.048,0.049,0.049,0.048,0.048,0.051,0.048,0.05,0.051,0.048,0.049,0.052,0.049,0.05,0.051,0.049,0.053,0.05,0.049,0.048,0.049,0.052,0.051,0.05,0.048,0.049,0.05,0.049,0.051,0.051,0.05,0.049,0.049,0.049,0.051,0.051,0.049,0.048,0.051
16:23:01,0.065,0.048,0.047,0.091,0.049,0.048,0.049,0.048,0.05,0.05,0.049,0.05,0.05,0.05,0.082,0.051,0.052,0.053,0.051,0.052,0.052,0.054,0.053,0.051,0.049,0.05,0.057,0.049,0.048,0.051,0.049,0.05,0.05,0.051,0.053,0.05,0.048,0.05,0.048,0.049,0.047,0.05,0.05,0.05,0.049,0.049,0.052,0.049,0.05,0.05,0.05,0.048,0.049,0.051,0.05,0.049,0.05,0.049,0.05,0.05,0.049,0.049,0.051,0.049,0.05,0.051,0.048,0.05,0.052,0.049,0.051,0.051,0.049,0.054,0.051,0.051,0.048,0.05,0.053,0.052,0.05,0.048,0.049,0.05,0.049,0.05,0.051,0.05,0.048,0.048,0.048,0.05,0.05,0.048,0.047,0.05
20:23:01,0.1,0.048,0.046,0.18,0.048,0.047,0.049,0.048,0.049,0.05,0.049,0.048,0.05,0.05,0.195,0.051,0.052,0.054,0.051,0.052,0.051,0.054,0.052,0.051,0.049,0.05,0.057,0.049,0.048,0.051,0.05,0.05,0.05,0.051,0.053,0.05,0.049,0.049,0.049,0.049,0.048,0.05,0.051,0.051,0.049,0.05,0.052,0.05,0.05,0.051,0.05,0.048,0.049,0.052,0.05,0.049,0.05,0.049,0.05,0.05,0.049,0.049,0.051,0.049,0.05,0.052,0.049,0.05,0.052,0.049,0.051,0.051,0.05,0.054,0.051,0.051,0.049,0.05,0.052,0.056,0.05,0.048,0.049,0.05,0.048,0.051,0.051,0.05,0.048,0.048,0.048,0.05,0.05,0.048,0.048,0.05
24:23:03,0.338,0.047,0.046,0.21,0.048,0.047,0.049,0.048,0.049,0.05,0.049,0.048,0.05,0.05,0.312,0.051,0.053,0.054,0.051,0.052,0.05,0.053,0.052,0.05,0.049,0.051,0.057,0.049,0.049,0.051,0.051,0.051,0.051,0.052,0.054,0.049,0.049,0.05,0.05,0.05,0.048,0.05,0.051,0.051,0.05,0.05,0.053,0.05,0.05,0.051,0.05,0.049,0.049,0.052,0.051,0.049,0.05,0.05,0.05,0.05,0.049,0.049,0.051,0.05,0.051,0.052,0.05,0.05,0.053,0.05,0.051,0.051,0.05,0.055,0.051,0.051,0.049,0.051,0.053,0.052,0.05,0.048,0.049,0.05,0.048,0.051,0.051,0.05,0.049,0.049,0.049,0.05,0.05,0.049,0.048,0.049
28:23:03,0.403,0.047,0.046,0.215,0.048,0.047,0.048,0.047,0.049,0.05,0.049,0.048,0.05,0.051,0.37,0.052,0.054,0.054,0.051,0.052,0.051,0.053,0.053,0.05,0.05,0.051,0.057,0.05,0.05,0.052,0.052,0.051,0.051,0.053,0.055,0.049,0.05,0.052,0.051,0.051,0.049,0.051,0.054,0.053,0.052,0.051,0.054,0.05,0.051,0.054,0.051,0.051,0.051,0.055,0.052,0.051,0.053,0.051,0.053,0.052,0.05,0.051,0.052,0.051,0.052,0.053,0.052,0.051,0.055,0.05,0.052,0.052,0.05,0.056,0.052,0.051,0.05,0.052,0.054,0.053,0.05,0.05,0.049,0.049,0.048,0.051,0.051,0.051,0.049,0.049,0.05,0.051,0.05,0.049,0.048,0.049
32:23:05,0.284,0.047,0.046,0.18,0.049,0.047,0.048,0.047,0.05,0.05,0.049,0.048,0.051,0.053,0.359,0.055,0.057,0.055,0.052,0.053,0.051,0.055,0.054,0.052,0.05,0.052,0.06,0.052,0.052,0.054,0.054,0.052,0.053,0.056,0.057,0.05,0.052,0.059,0.056,0.055,0.054,0.058,0.071,0.06,0.06,0.054,0.062,0.055,0.058,0.065,0.054,0.061,0.056,0.072,0.057,0.065,0.066,0.058,0.064,0.065,0.051,0.054,0.056,0.055,0.056,0.056,0.056,0.055,0.057,0.052,0.054,0.053,0.05,0.06,0.055,0.054,0.052,0.056,0.055,0.055,0.052,0.052,0.051,0.05,0.049,0.052,0.053,0.051,0.05,0.051,0.051,0.052,0.05,0.051,0.05,0.05
36:23:06,0.099,0.049,0.047,0.152,0.05,0.048,0.049,0.047,0.052,0.054,0.05,0.048,0.054,0.062,0.379,0.063,0.071,0.064,0.06,0.059,0.057,0.063,0.061,0.059,0.056,0.057,0.071,0.059,0.06,0.063,0.066,0.06,0.064,0.071,0.071,0.058,0.067,0.096,0.087,0.078,0.078,0.096,0.139,0.097,0.098,0.076,0.104,0.079,0.095,0.11,0.075,0.108,0.083,0.139,0.087,0.117,0.119,0.096,0.115,0.114,0.059,0.066,0.075,0.071,0.078,0.068,0.074,0.071,0.073,0.059,0.07,0.062,0.054,0.076,0.067,0.065,0.063,0.078,0.063,0.068,0.06,0.072,0.059,0.054,0.051,0.058,0.064,0.055,0.056,0.061,0.061,0.058,0.053,0.059,0.058,0.054
40:23:07,0.05,0.056,0.053,0.126,0.056,0.053,0.051,0.049,0.051,0.059,0.054,0.048,0.07,0.096,0.414,0.106,0.1,0.108,0.093,0.099,0.093,0.097,0.094,0.078,0.074,0.084,0.109,0.098,0.105,0.11,0.117,0.099,0.106,0.11,0.118,0.089,0.111,0.16,0.15,0.139,0.141,0.16,0.224,0.177,0.179,0.133,0.167,0.134,0.174,0.181,0.133,0.189,0.15,0.232,0.152,0.204,0.205,0.168,0.192,0.182,0.079,0.102,0.129,0.116,0.14,0.109,0.115,0.121,0.12,0.096,0.122,0.087,0.079,0.112,0.116,0.115,0.097,0.118,0.101,0.109,0.107,0.109,0.096,0.08,0.064,0.075,0.096,0.077,0.075,0.092,0.083,0.077,0.069,0.077,0.079,0.062
44:23:08,0.054,0.069,0.054,0.103,0.062,0.055,0.053,0.049,0.052,0.061,0.053,0.045,0.098,0.154,0.347,0.149,0.142,0.151,0.135,0.148,0.134,0.163,0.137,0.114,0.112,0.149,0.156,0.153,0.158,0.157,0.145,0.15,0.143,0.143,0.148,0.126,0.161,0.226,0.205,0.208,0.207,0.232,0.315,0.249,0.244,0.207,0.228,0.187,0.219,0.261,0.203,0.276,0.219,0.338,0.222,0.284,0.274,0.235,0.263,0.235,0.117,0.151,0.156,0.15,0.202,0.154,0.15,0.148,0.143,0.139,0.166,0.13,0.119,0.155,0.159,0.167,0.145,0.156,0.144,0.152,0.155,0.141,0.13,0.112,0.082,0.095,0.129,0.099,0.1,0.118,0.101,0.097,0.097,0.1,0.107,0.07
48:23:09,0.048,0.084,0.056,0.07,0.074,0.061,0.056,0.051,0.057,0.072,0.059,0.046,0.135,0.189,0.377,0.175,0.157,0.155,0.153,0.158,0.16,0.17,0.155,0.143,0.15,0.169,0.178,0.167,0.16,0.171,0.16,0.168,0.158,0.159,0.17,0.142,0.204,0.288,0.254,0.266,0.263,0.304,0.379,0.327,0.314,0.278,0.259,0.234,0.276,0.31,0.272,0.32,0.282,0.402,0.31,0.36,0.328,0.295,0.316,0.266,0.133,0.156,0.163,0.163,0.275,0.216,0.159,0.157,0.166,0.166,0.221,0.141,0.142,0.173,0.168,0.169,0.158,0.17,0.164,0.169,0.165,0.163,0.161,0.134,0.102,0.13,0.14,0.134,0.131,0.134,0.131,0.133,0.121,0.13,0.135,0.086
